Paris,巴黎
Saint-Martin-au-Laërt,圣马丹欧拉埃尔
Saint-Martial-Viveyrol,圣马尔蒂阿维韦罗
Saint-Martial-le-Vieux,圣马尔蒂阿莱弗约
Saint-Martial-de-Valette,圣马尔蒂阿德瓦莱特
Saint-Martial-de-Nabirat,圣马尔蒂阿德纳比拉
Saint-Mars-la-Jaille,圣马尔拉热尔
Saint-Mars-de-Coutais,圣马尔德库泰
Saint-Mards-en-Othe,奥特地区圣马尔德
Saint-Marc-Jaumegarde,圣马尔克若默加尔德
Saint-Marcellin-lès-Vaison,圣马尔瑟兰莱韦松
Saint-Marcellin-en-Forez,福雷地区圣马尔瑟兰
Saint-Marcel-lès-Annonay,圣马尔塞莱阿诺奈
Saint-Marcel-du-Périgord,圣马尔塞迪佩里戈尔
Saint-Mandrier-sur-Mer,滨海圣芒德里耶
Saint-Mandé-sur-Brédoire,布雷杜瓦尔河畔圣芒代
Saint-Mammès,聖馬梅
Saint-Malo-de-Guersac,圣马洛德盖尔萨克
Saint-Maime,圣曼
Saint-Lys,圣利
Saint-Lunaire,圣吕奈尔
Saint-Lumine-de-Coutais,圣吕曼德库泰
Saint-Lumine-de-Clisson,圣吕曼德克利松
Saint-Louis-lès-Bitche,圣卢伊莱比特克
Saint-Louis-de-Montferrand,圣卢伊德蒙特弗尔朗
Île Saint-Louis,聖路易島
Saint-Loubert,圣卢贝尔
Saint-Lizier,圣利齐耶
Saint-Lions,圣利翁
Saint-Léon-sur-Vézère,韦泽尔河畔圣莱翁
Saint-Léons,圣莱翁
Saint-Léonard-de-Noblat,圣莱奥纳尔德诺布拉
Saint-Léger-sous-Cholet,圣莱热苏绍莱
Saint-Léger-les-Mélèzes,圣莱热莱梅莱泽
Saint-Léger-du-Ventoux,圣勒热迪旺图
Saint-Léger-de-Balson,圣莱热德巴尔松
Saint-Laurent-sur-Sèvre,塞夫勒河畔圣洛朗
Saint-Laurent-sur-Manoire,芒瓦尔河畔圣洛朗
Saint-Laurent-Médoc,圣洛朗梅多克
Saint-Laurent-en-Royans,鲁瓦昂地区圣洛朗
Saint-Laurent-du-Verdon,圣洛朗迪韦尔东
Saint-Laurent-du-Pont,圣洛朗迪蓬
Saint-Laurent-des-Vignes,圣洛朗代维盖
Saint-Laurent-des-Hommes,圣洛朗代奥梅
Saint-Laurent-Nouan,圣洛朗努昂
Saint-Laurent-des-Bâtons,圣洛朗代巴通
Saint-Laurent-des-Autels,圣洛朗代奥泰尔
Saint-Laurent-des-Arbres,圣洛朗代阿尔布雷
Saint-Laurent-de-la-Prée,圣洛朗德拉-普雷埃
Saint-Laurent-de-la-Plaine,圣洛朗德拉-普兰
Saint-Laurent-de-Cognac,圣洛朗德科尼亚克
Saint-Laurent-de-Céris,圣洛朗德塞里
Saint-Laurent-Bretagne,圣洛朗布雷塔尼
Saint-Lambert-la-Potherie,圣朗贝尔拉波特里耶
Saint-Lambert-du-Lattay,圣朗贝尔迪拉泰
Saint-Just-la-Pendue,圣瑞斯拉庞迪埃
Saint-Just-Ibarre,圣瑞斯伊巴尔
Saint-Just-Luzac,圣瑞斯吕扎克
Saint-Just,圣瑞斯
Saint-Jurs,圣瑞尔
Saint-Julien-Vocance,圣瑞利安沃康克
Saint-Julien-Molin-Molette,圣瑞利安莫兰莫莱特
Saint-Julien-lès-Metz,圣瑞利安莱梅特
Saint-Julien-en-Champsaur,尚普索地区圣瑞利安
Saint-Julien-en-Born,博尔恩地区圣瑞利安
Saint-Julien-du-Verdon,圣瑞利安迪韦尔东
Saint-Julien-de-Vouvantes,圣瑞利安德武旺泰
Saint-Julien-de-la-Nef,圣瑞利安德拉-内
Saint-Julien-de-Concelles,圣瑞利安德孔瑟莱
Saint-Julien-de-Bourdeilles,圣瑞利安德布尔代莱
Saint-Julien-sur-Garonne,加罗讷河畔圣瑞利安
Saint-Jory-las-Bloux,圣若里拉布卢
Saint-Jory-de-Chalais,圣若里德沙莱
Saint-Jean-Trolimon,圣让特罗利蒙
Saint-Jean-sur-Tourbe,图尔布河畔圣让
Saint-Jean-sur-Mayenne,迈昂河畔圣让
Saint-Jean-Saverne,圣让萨韦尔恩
Saint-Jean,圣让圣尼科拉
Saint-Jean-Poudge,圣让普德格
Saint-Jean-Lespinasse,圣让莱斯皮纳斯
Saint-Jean-Kerdaniel,圣让凯尔达涅
Saint-Jean-Froidmentel,圣让弗鲁瓦德芒泰
Saint-Jean-et-Saint-Paul,圣让和圣波
Saint-Jean-du-Gard,圣让迪加尔
Saint-Jean-du-Doigt,圣让迪杜瓦格
Saint-Jean-du-Corail,圣让迪科赖
Saint-Jean-du-Bruel,圣让迪布吕埃
Saint-Jean-des-Ollières,圣让代奥利埃
Saint-Jean-des-Mauvrets,圣让代莫夫雷特
Saint-Jean-des-Essartiers,圣让代埃萨尔蒂耶尔
Saint-Jean-des-Baisants,圣让代拜圣
Saint-Jean-de-Sauves,圣热昂德索沃
Saint-Jean-de-Niost,圣约翰德尼奥斯特
Saint-Jean-de-Nay,圣让德奈
Saint-Jean-de-Moirans,圣让德穆瓦朗
Saint-Jean-de-Maruéjols-et-Avéjan,圣让德马吕埃若尔斯-埃特-阿韦让
Saint-Jean-de-Losne,圣让德洛斯恩
Saint-Jean-de-Côle,圣让德科尔
Saint-Jean-de-Buèges,圣让德比埃热
Saint-Jean-de-Boiseau,圣让德布瓦索
Saint-Jean-Brévelay,圣让布雷韦莱
Saint-Jans-Cappel,圣让卡佩勒
Saint-Jammes,圣雅梅
Saint-James,圣雅梅
Saint-Jacut-les-Pins,圣雅屈莱潘
Saint-Jacut-de-la-Mer,圣雅屈德拉-梅
Saint-Jacques-en-Valgodemard,瓦尔戈代马尔地区圣雅屈埃
Saint-Inglevert,圣安格勒韦尔
Saint-Illide,圣伊利德
Saint-Hippolyte-le-Graveyron,圣伊波利特勒格拉韦龙
Saint-Hippolyte-du-Fort,圣伊波利特迪福尔
Saint-Hilaire-sur-Benaize,伯奈兹河畔圣伊莱尔
Saint-Hilaire-Saint-Mesmin,圣伊莱尔圣梅斯曼
Saint-Hilaire-Peyroux,圣伊莱尔佩鲁
Saint-Hilaire-Luc,圣伊莱尔吕克
Saint-Hilaire-lez-Cambrai,圣伊莱尔莱康布雷
Saint-Hilaire-le-Grand,大圣伊莱尔
Saint-Hilaire-la-Gravelle,圣伊莱尔拉格拉韦尔
Saint-Hilaire-du-Harcouët,圣伊莱尔迪阿尔库厄
Saint-Hilaire-de-Villefranche,圣伊莱尔德维莱夫朗克
Saint-Hilaire-des-Loges,圣伊莱勒代洛热
Saint-Hilaire-de-Riez,圣伊莱勒德里耶
Saint-Hilaire-de-Loulay,圣伊莱勒德卢莱
Saint-Hilaire-de-Clisson,圣伊莱尔德克利松
Saint-Hilaire-de-Chaléons,圣伊莱尔德沙莱翁
Saint-Hilaire-de-Beauvoir,圣伊莱尔德博瓦
Saint-Hernin,圣埃尔南
Saint-Herblon,圣埃尔布隆
Saint-Héand,圣埃昂
Saint-Guyomard,圣吉奥马尔
Saint-Guilhem-le-Désert,圣吉扬莱代塞尔
Saint-Gravé,圣格拉韦
Saint-Goussaud,圣古索
Saint-Gouéno,圣古埃诺
Saint-Gonlay,圣贡莱
Saint-Goin,圣关
Saint-Goazec,圣戈阿泽克
Saint-Gladie,圣格拉迪耶阿尔里夫米南
Saint-Girons-en-Béarn,贝阿尔恩地区圣吉龙
Saint-Gilles-Pligeaux,圣吉莱普利若
Saint-Gilles-les-Bois,森林圣吉莱
Saint-Gilles-du-Mené,圣吉莱迪梅内
Saint-Geyrac,圣热拉克
Saint-Gervais-les-Trois-Clochers,圣热尔韦莱斯-特鲁瓦克洛谢尔
Saint-Gervais-la-Forêt,圣热尔韦拉福雷
Saint-Germain-Village,圣日尔曼维拉格
Saint-Germain-sur-Moine,穆万河畔圣日尔曼
Saint-Germain-sur-Avre,阿夫尔河畔圣日尔曼
Saint-Germain-lès-Corbeil,圣热尔曼莱科尔贝
Saint-Germain-lès-Arpajon,圣热尔曼莱阿尔帕容
Saint-Germain-le-Rocheux,圣日尔曼莱罗舍
Saint-Germain-et-Mons,圣日尔曼和蒙
Saint-Germain-en-Montagne,蒙塔尼地区圣日尔曼
Saint-Germain-du-Salembre,圣日尔曼迪萨朗布尔
Saint-Germain-du-Puy,圣日尔曼迪皮伊
Saint-Germain-du-Crioult,圣日尔曼迪克里乌尔
Saint-Germain-de-Vibrac,圣日尔曼德维布拉克
Saint-Germain-de-Tallevende-la-Lande-Vaumont,圣日尔曼德塔勒旺代-拉-朗代-沃蒙
Saint-Germain-des-Vaux,圣日尔曼代沃
Saint-Germain-des-Fossés,圣日尔曼代福塞
Saint-Germain-de-Montbron,圣日尔曼德蒙特布龙
Saint-Germain-de-Confolens,圣日尔曼德孔福朗
Saint-Germain-de-Calberte,圣日尔曼德卡尔贝尔特
Saint-Gérand-le-Puy,圣热朗莱皮伊
Saint-Georges-sur-Loire,卢瓦尔河畔圣若尔热
Saint-Georges-sur-Arnon,阿尔农河畔圣若尔热
Saint-Georges-Montcocq,圣若尔热蒙特科
Saint-Georges-lès-Baillargeaux,圣热奥尔热莱拜拉尔戈
Saint-Georges-en-Auge,奥格地区圣若尔热
Saint-Georges-des-Groseillers,圣若尔热代格罗塞莱尔
Saint-Georges-des-Coteaux,圣若尔热代科托
Saint-Georges-de-Rouelley,圣若尔热德鲁埃莱
Saint-Georges-de-Reintembault,圣若尔热德兰唐博尔
Saint-Georges-de-Montaigu,圣热奥尔热德蒙泰居
Saint-Georges-de-Didonne,圣若尔热德迪东
Saint-Georges-de-Chesné,圣若尔热德谢斯内
Saint-Geoire-en-Valdaine,瓦尔丹地区圣茹瓦尔
Saint-Genou,圣让乌
Saint-Genis-de-Saintonge,圣热尼德桑通格
Saint-Geniez,圣热涅
Saint-Geniès-des-Mourgues,圣热涅代穆尔盖
Saint-Genest-sur-Roselle,罗瑟尔河畔圣热内斯
Saint-Genest-Malifaux,圣热内斯马利福
Saint-Genest-Lerpt,圣热内斯莱尔普
Saint-Genès-de-Lombaud,圣热内德隆博
Saint-Genès-de-Castillon,圣热内德卡斯蒂隆
Saint-Genès-Champanelle,圣热内尚帕内尔
Saint-Gaultier,圣戈尔蒂耶
Saint-Galmier,圣加尔米耶
Saint-Fulgent,圣菲尔冈
Saint-Front-la-Rivière,圣夫龙拉里维埃
Saint-Front-de-Pradoux,圣夫龙德普拉杜
Saint-Frégant,圣夫雷冈
Saint-Fort-sur-Gironde,吉龙德河畔圣福尔
Saint-Folquin,圣福坎
Saint-Floret,圣夫洛雷
Saint-Florent-sur-Cher,谢河畔圣夫洛朗
Saint-Florent-le-Vieil,圣夫洛朗莱维耶伊
Saint-Florent-des-Bois,圣夫洛朗代布瓦
Saint-Firmin-sur-Loire,卢瓦尔河畔圣菲尔曼
Saint-Fiacre-sur-Maine,曼恩河畔圣菲阿克尔
Saint-Ferme,圣弗尔姆
Saint-Félix de Reillac,圣费利德雷拉克-埃特-莫尔泰马尔
Saint-Félix-de-Foncaude,圣费利德丰科德
Saint-Félix-de-Bourdeilles,圣费利德布尔代莱
Saint-Faust,圣福斯
Saint-Exupéry-les-Roches,圣埃克叙佩里莱罗谢
Saint-Évarzec,圣埃瓦尔泽克
Sainte-Tulle,圣蒂尔
Saint-Étienne-Vallée-Française,圣埃蒂安瓦莱埃弗朗赛斯
Saint-Étienne-lès-Remiremont,圣埃蒂耶纳莱雷米雷蒙
Saint-Étienne-les-Orgues,圣埃蒂安莱奥尔盖
Saint-Étienne-le-Laus,圣埃蒂安莱洛
Saint-Étienne-du-Grès,圣埃蒂安迪格雷
Saint-Étienne-de-Puycorbier,圣埃蒂安德皮伊科尔比耶
Saint-Étienne-de-Montluc,圣埃蒂安德蒙特吕克
Saint-Étienne-de-Mer-Morte,圣埃蒂安德梅尔-莫尔特
Saint-Étienne-de-Lugdarès,圣埃蒂安德吕格达雷
Saint-Étienne-de-Fursac,圣埃蒂安德菲尔萨克
Corcoué-sur-Logne,洛尼河畔科尔库埃
Saint-Étienne-au-Mont,圣艾蒂安欧蒙
Saint-Estève-Janson,圣埃斯泰夫让松
Sainte-Sévère-sur-Indre,安德尔河畔圣塞韦尔
Sainte-Sève,圣塞夫
Sainte-Sabine-Born,圣萨班博尔恩
Saint-Erme-Outre-et-Ramecourt,圣埃默乌特尔和拉默库尔
Sainte-Pazanne,圣帕藏
Saint-Épain,圣埃潘
Sainte-Nathalène,圣纳塔莱恩
Sainte-Mondane,圣蒙当
Sainte-Mère-Église,圣梅尔埃格利斯
Sainte-Menehould,圣梅内乌尔德
Sainte-Marie-Kerque,圣玛丽凯尔克
Sainte-Marie-de-Ré,圣玛丽德雷
Sainte-Marie-de-Chignac,圣玛丽德希尼亚克
Sainte-Marie-aux-Chênes,圣玛丽-奥谢内
Sainte-Marie-à-Py,圣玛丽-阿皮
Sainte-Lizaigne,圣利泽尼
Sainte-Livrade-sur-Lot,洛特河畔圣利夫拉德
Sainte-Geneviève-sur-Argence,阿尔让克河畔圣热纳维耶夫
Sainte-Gemmes-sur-Loire,卢瓦尔河畔圣热梅
Sainte-Gauburge-Sainte-Colombe,圣戈比尔热-圣科隆布
Sainte-Fortunade,圣福尔蒂纳德
Sainte-Florine,圣弗洛兰
Sainte-Eulalie-de-Cernon,圣厄拉利耶德塞尔农
Sainte-Enimie,圣埃尼米耶
Sainte-Engrâce,圣昂格拉克
Sainte-Croix-du-Mont,圣克鲁瓦克斯-迪蒙
Sainte-Croix-du-Verdon,圣克鲁瓦克斯-迪韦尔东
Sainte-Croix-de-Quintillargues,圣克鲁瓦德屈安蒂拉尔盖
Sainte-Croix-à-Lauze,圣克鲁瓦克斯-阿洛兹
Sainte-Colome,圣科隆
Sainte-Colombe-en-Bruilhois,布吕伊约伊地区圣科隆布
Sainte-Cécile-les-Vignes,桑特塞西莱-莱维格
Sainte-Brigitte,圣布里吉特
Saint-Ébremond-de-Bonfossé,圣埃布雷蒙德邦福塞
Sainte-Bazeille,圣巴泽尔
Sainte-Anne-Saint-Priest,桑特阿纳圣普里耶斯
Sainte-Anne-sur-Brivet,布里韦河畔圣昂
Saint-Dyé-sur-Loire,卢瓦尔河畔圣迪埃
Saint-Dos,圣多
Saint-Donan,圣多南
Saint-Dizier,圣迪济耶拉图
Saint-Divy,圣迪维
Saint-Disdier,圣迪斯迪耶
Saint-Didier-la-Forêt,圣迪迪耶拉福雷
Saint-Derrien,圣代尔里安
Saint-Denœux,圣德讷
Saint-Denis-Maisoncelles,圣德尼迈松瑟莱
Saint-Denis-lès-Bourg,圣但尼莱布尔格
Saint-Denis-en-Val,瓦地区圣德尼
Saint-Denis-des-Murs,圣代尼德米尔
Saint-Denis-de-l'Hôtel,圣德尼德约泰
Saint-Denis-d'Anjou,圣德尼当茹
Saint-Dalmas-le-Selvage,圣达尔马莱塞尔瓦格
Saint-Cyr-sur-Menthon,芒通河畔圣西尔
Saint-Cyr-sous-Dourdan,圣西苏杜尔当
Saint-Cyr-les-Champagnes,圣西莱尚帕盖
Saint-Cyr-la-Roche,圣西拉罗克
Saint-Cyr-en-Val,瓦地区圣西
Saint-Cyr-en-Arthies,阿尔蒂耶地区圣西
Saint-Crespin-sur-Moine,穆万河畔圣克雷斯潘
Saint-Crépin-de-Richemont,圣克雷潘德里尚翁
Saint-Coulomb,圣库隆
Saint-Contest,圣孔泰斯
Saint-Connan,圣科南
Saint-Congard,圣孔加尔
Sainte-Colombe-sur-Seine,塞纳河畔圣科隆布
Saint-Clément-de-la-Place,圣克莱芒德拉-普拉克
Saint-Clément-sur-Durance,迪朗克河畔圣克莱芒
Saint-Clément-de-Rivière,圣克莱芒德里维埃
Saint-Claude-de-Diray,圣克洛德德迪赖
Saint-Claud,圣克洛
Saint-Clar,圣克拉
Saint-Clair-sur-Epte,埃普特河畔圣克莱
Saint-Clair-du-Rhône,圣克莱迪龙
Saint-Civran,圣西夫朗
Saint-Cirq-Lapopie,圣西尔拉波皮耶
Saint-Cirgues-en-Montagne,蒙塔尼地区圣西尔盖
Saint-Ciers-sur-Gironde,吉龙德河畔圣谢尔
Saint-Ciers-sur-Bonnieure,博涅于尔河畔圣谢尔
Saint-Christophe-sur-le-Nais,莱-奈河畔圣克里斯托夫
Saint-Christophe-en-Boucherie,布谢里耶地区圣克里斯托夫
Saint-Christophe-en-Bazelle,巴泽尔地区圣克里斯托夫
Saint-Christophe-du-Bois,圣克里斯托夫迪布瓦
Saint-Christophe-de-Valains,圣克里斯托夫德瓦兰
Saint-Christol-les-Alès,圣克里斯托莱阿莱
Saint-Chels,圣舍尔
Saint-Chef,圣舍
Saint-Chartier,圣沙尔蒂耶
Saint-Chamassy,圣沙马西
Saint-Cézert,圣塞泽尔
Saint-Cézaire-sur-Siagne,西亚尼河畔圣塞泽尔
Saint-Céré,圣塞雷
Saint-Céneri-le-Gérei,圣塞纳里莱热雷
Saint-Castin,圣卡斯坦
Saint-Caradec-Trégomel,圣卡拉代克特雷戈梅
Saint-Capraise-de-Lalinde,圣卡普赖斯德拉兰德
Saint-Caprais-de-Bordeaux,圣卡普赖德博尔多
Saint-Cannat,圣卡纳
Saint-Broing-les-Moines,圣布鲁万莱穆瓦内
Saint-Brisson-sur-Loire,卢瓦尔河畔圣布里松
Saint-Bris-le-Vineux,圣布里勒维纳
Saint-Bris-des-Bois,圣布里代布瓦
Saint-Brice-sous-Rânes,圣布里克苏拉内
Saint-Branchs,圣布朗克
Saint-Bonnet-sur-Gironde,吉龙德河畔圣博内
Saint-Bonnet-les-Tours-de-Merle,圣博内特-莱斯-图尔德梅尔
Saint-Bonnet-le-Château,圣博内莱沙托
Saint-Bonnet-le-Chastel,圣博内莱沙斯泰
Saint-Bonnet-de-Rochefort,圣博内德罗谢福尔
Saint-Bonnet,圣博内
Saint-Bonnet-en-Champsaur,尚普索地区圣博内
Saint-Boès,圣博埃
Saint-Blaise-la-Roche,圣布莱斯拉罗克
Saint-Bertrand-de-Comminges,圣贝尔特朗德科曼热
Saint-Benoît-sur-Loire,卢瓦尔河畔圣邦瓦
Saint-Benoît-du-Sault,圣邦瓦迪索尔
Saint-Benoît-des-Ondes,圣邦瓦代翁代
Saint-Benoît-des-Ombres,圣邦瓦代翁布雷
Saint-Benoît-de-Carmaux,圣邦瓦德卡尔莫
Saint-Benin-d'Azy,圣伯南达齐
Saint-Beauzély,圣博泽利
Saint-Béat,圣贝阿
Saint-Bauzille-de-Putois,圣博齐尔德皮图瓦
Saint-Barthélemy-de-Vals,圣巴尔泰莱米德瓦尔
Saint-Barthélemy-de-Bussière,圣巴尔泰莱米德比西埃
Saint-Ay,圣艾
Saint-Avit-Sénieur,圣阿维塞涅于
Saint-Avit-de-Vialard,圣阿维德维阿拉尔
Saint-Aunès,圣奥内
Saint-Aulaye,圣奥莱埃
Saint-Aubin-le-Monial,圣奥班莱莫尼阿
Saint-Aubin-en-Bray,布赖地区圣奥班
Saint-Aubin-du-Pavail,圣奥班迪帕韦
Saint-Aubin-des-Châteaux,圣奥班代沙托
Saint-Aubin-de-Nabirat,圣奥班德纳比拉
Saint-Aubin-de-Luigné,圣奥班德吕伊涅
Saint-Aubin-de-Lanquais,圣奥班德朗屈艾
Saint-Aubin-de-Branne,圣奥班德布朗
Saint-Aubin-Château-Neuf,圣奥班沙托纳
Saint-Armou,圣阿尔穆
Saint-Arcons-de-Barges,圣阿尔孔德巴尔热
Saint-Arailles,圣阿赖莱
Saint-Aquilin,圣阿屈伊兰
Saint-Août,圣阿乌
Saint-Aoustrille,圣阿乌斯特里尔
Saint-Antonin-sur-Bayon,巴永河畔圣昂托南
Saint-Antonin-Noble-Val,圣昂托南诺布勒瓦
Saint-Antoine-de-Ficalba,圣昂图万德菲卡尔巴
Saint-Antoine,圣昂图万
Saint-André-sur-Orne,奥尔恩河畔圣昂德雷
Saint-André-les-Alpes,圣昂德雷莱阿尔佩
Saint-André-en-Vivarais,维瓦赖地区圣昂德雷
Saint-André-en-Royans,鲁瓦昂地区圣昂德雷
Saint-André-du-Bois,圣昂德雷迪布瓦
Saint-André-de-Vézines,圣昂德雷德韦齐内
Saint-André-de-Roquepertuis,圣昂德雷德罗屈埃佩尔蒂伊
Saint-André-de-la-Marche,圣昂德雷德拉-马尔克
Saint-André-de-Cubzac,圣昂德雷德屈布扎克
Saint-Andiol,圣昂迪奥
Saint-Andéol-de-Berg,圣昂代奥德贝尔
Saint-Amé,圣阿默
Saint-Amant-de-Nouère,圣阿芒德努埃尔
Saint-Amant-de-Bonnieure,圣阿芒德博涅于尔
Saint-Amant-de-Boixe,圣阿芒德布瓦克斯
Saint-Amans-Soult,圣阿芒苏尔
Saint-Amans-des-Cots,圣阿芒代科特
Saint-Amand-sur-Fion,菲翁河畔圣阿芒
Saint-Amand-de-Vergt,圣阿芒德韦尔格
Saint-Amand-Longpré,圣阿芒隆格普雷
Saint-Amand-de-Coly,圣阿芒德科利
Sainte-Alvère,圣阿尔韦尔
Saint-Alban-Auriolles,圣阿尔邦奥里奥莱
Saint-Aigulin,圣艾居兰
Saint-Agne,圣阿尼
Saint-Aignan-Grandlieu,圣艾尼昂格朗德利厄
Saint-Agrève,圣阿格雷夫
Saint-Agathon,圣阿加通
Saint-Adjutory,圣阿德瑞托里
Saint-Acheul,圣阿舍利
Saint-Abit,圣阿比
Sains-lès-Pernes,桑莱佩尔讷
Sains-lès-Marquion,桑莱马基永
Sains-lès-Fressin,桑莱弗雷森
Sains-en-Gohelle,桑昂戈埃勒
Sains-en-Amiénois,桑昂纳米耶努瓦
Sains-du-Nord,桑迪诺尔
Sail-sous-Couzan,赛苏库藏
Sailly-sur-la-Lys,利斯河畔萨伊
Sailly-lez-Lannoy,萨伊莱拉努瓦
Sailly-Labourse,萨伊拉布尔斯
Sailly-en-Ostrevent,萨伊昂奥斯特雷旺
Sailly-au-Bois,萨伊欧布瓦
Saillagouse,赛拉古斯
Saiguède,赛盖德
Saignon,赛尼翁
Saffré,萨夫雷
Sadirac,萨迪拉克
Sadillac,萨迪拉克
Sacy-le-Grand,大萨西
Saclay,萨克雷
Saclas,萨克拉
Sacierges-Saint-Martin,萨谢尔热圣马尔坦
Sabonnères,萨博内雷
Sablonceaux,萨布隆索
Sablet,萨布莱
Saasenheim,萨阿瑟南
Saales,萨阿莱
Rupt-sur-Moselle,摩泽尔河畔吕普
Ruminghem,吕曼盖姆
Rumilly-en-Cambrésis,吕米伊昂康布雷西
Rugles,吕格莱
Ruffigné,吕菲涅
Ruelle-sur-Touvre,图夫尔河畔吕埃尔
Rudeau-Ladosse,吕多拉多斯
Rozoy-sur-Serre,塞尔河畔罗祖瓦
Roziers-Saint-Georges,罗齐耶尔圣热奥尔热
Rozier-en-Donzy,东齐地区罗齐耶
Rozérieulles,罗泽里耶于莱
Roybon,鲁瓦邦
Royat,鲁瓦阿
Rouzède,鲁泽德
Routot,鲁托
Rousset-les-Vignes,鲁塞莱维盖
Rousies,鲁西
Roure,鲁尔
Roumazières-Loubert,鲁马齐埃卢贝尔
Roullet-Saint-Estèphe,鲁莱圣埃斯泰夫
Roullens,鲁朗
Rougnat,鲁尼亚
Rougnac,鲁尼亚克
Rougé,鲁热
Rouffignac-de-Sigoulès,鲁菲尼亚克德西古莱
Rouffignac-Saint-Cernin-de-Reilhac,鲁菲尼亚克-圣塞尔南德雷亚克
Rouans,鲁昂
Rothau,罗托
Rossfeld,罗斯弗尔
Rosporden,罗斯波尔当
Rosnoën,罗斯诺厄恩
Rosières-près-Troyes,罗西埃普雷特鲁瓦埃
Rosières-en-Santerre,罗西耶尔-昂桑泰尔
Roscanvel,罗斯康韦
Roquiague,罗屈伊阿盖
Roquettes,罗屈埃泰
Roquetoire,罗克图瓦尔
Roqueredonde,罗屈埃雷东德
Roquefort-sur-Soulzon,苏尔宗河畔罗屈埃福尔
Roquefort-la-Bédoule,罗屈埃福尔拉贝杜尔
Roquefère,罗屈埃费尔
Roquecourbe,罗屈埃库尔布
Roquebrun,罗屈埃布兰
Roquebillière,罗屈埃比利埃
Roppentzwiller,罗庞特兹维莱
Rontignon,龙蒂尼翁
Rompon,龙蓬
Romilly-sur-Andelle,昂代尔河畔罗米利
Romagnat,罗马尼亚
Roissy-en-France,弗朗斯地区鲁瓦西
Roisel,鲁瓦塞勒
Roiffieux,鲁瓦菲厄
Rognonas,罗尼奥纳
Rœux,勒村
Rœulx,勒勒
Rodilhan,罗迪扬
Rodemack,罗代马
Roches-Prémarie-Andillé,罗舍普雷马里耶昂迪勒
Rochemaure,罗谢莫尔
Roche-la-Molière,罗克拉莫利埃
Rochefort-sur-Loire,卢瓦尔河畔罗谢福尔
Rochefort-du-Gard,罗谢福尔迪加尔
Roche-en-Régnier,雷涅地区罗克
Rochecorbon,罗谢科尔邦
Rocamadour,罗卡马杜
Robecq,罗贝克
Roaix,罗艾
Rivery,里韦里
Rivehaute,里沃特
Rivedoux-Plage,里韦杜普拉格
Riupeyrous,里于佩鲁
Risoul,里苏
Riorges,里奥尔热
Riom-ès-Montagnes,里翁埃蒙塔盖
Rinxent,兰克桑
Rimogne,里莫涅
Rimbach-près-Guebwiller,里姆巴克普雷盖布维莱
Rilhac-Treignac,里亚克特雷尼亚克
Riez,里耶
Rieux-Volvestre,尔约沃尔韦斯特尔
Rieumes,里耶于梅
Rieumajou,里耶于马茹
Rieulay,略莱
Riencourt-lès-Cagnicourt,里安库尔莱卡尼库尔
Riedisheim,里耶迪桑
Richwiller,里克维莱
Richerenches,里舍朗舍
Richelieu,里谢利厄
Ribérac,里贝拉克
Ribemont,里布蒙
Ribarrouy,里巴尔鲁伊
Riantec,里昂泰克
Riaillé,里艾莱
Rhinau,里诺
Reyrieux,雷里厄
Rexpoëde,雷克斯波埃德
Réville,雷维尔
Revest-Saint-Martin,勒韦斯圣马尔坦
Revest-du-Bion,勒韦斯迪比翁
Revest-des-Brousses,勒韦斯代布鲁塞
Retournac,雷图尔纳克
Retonfey,雷通费
Retiers,雷蒂耶尔
Ressons-sur-Matz,马茨河畔雷松
Réquista,雷基斯塔
Renwez,朗韦
Rennes-les-Bains,雷内莱班
Renescure,勒内斯屈尔
Renazé,雷纳泽
Renaison,雷奈松
Remoulins,雷穆兰
Remouillé,雷穆伊莱
Remilly-Wirquin,勒米伊维尔坎
Rémalard,雷马拉尔
Reiningue,雷南盖
Reillanne,雷朗
Reignac-sur-Indre,安德尔河畔雷尼亚克
Reichstett,雷克斯泰
Régusse,雷居斯
Réguiny,雷吉尼
Régny,雷尼
Recques-sur-Hem,埃姆河畔雷克
Recoules-Prévinquières,雷库莱普雷万基埃
Rebreuve-sur-Canche,康什河畔雷布勒弗
Rébénacq,雷贝纳
Île de Ré,雷岛
Razac-sur-l'Isle,利斯尔河畔拉扎克
Rasteau,拉斯托
Raon-l'Étape,朗莱塔珀
Raon-aux-Bois,朗奥布瓦
Ranville,朗维尔
Rannée,拉内埃
Rang-du-Fliers,朗迪夫利耶
Pirou,皮鲁
Piriac-sur-Mer,滨海皮里阿克
Piré-sur-Seiche,塞克河畔皮雷
Piolenc,皮奥朗
Pineuilh,皮纳伊尔
Pin-Balma,潘巴尔马
Pihem,皮姆
Pignan,皮尼昂
Pieusse,皮耶于斯
Piets-Plasence-Moustrou,皮耶特普拉桑克穆斯特鲁
Pierry,皮耶尔里
Pierrevillers,皮耶尔勒维莱尔
Pierrevert,皮耶尔勒韦尔
Pierrefort,皮耶尔雷福尔
Pierrefeu-du-Var,皮耶尔雷弗迪瓦
Piégut-Pluviers,皮埃居普吕维耶尔
Picquigny,皮基尼
Pibrac,皮布拉克
Rhône,罗讷省
Phalempin,法朗潘
Pfetterhouse,普费特鲁斯
Pfastatt,普法斯塔
Pfaffenheim,普法费南
Pézènes-les-Mines,佩泽内莱米内
Pézenas,佩泽纳
