de_haŋkə	항케
de_atoːtex	아토텍
de_ʃənk	솅크
de_maʁyam	마리암
de_pʁaːbus	브라부스
de_ʃtainbax	슈타인바흐
de_kʁamə	크라메
de_zafxənkoː	사브첸코
de_moyʁɐ	모이러
de_vaieteɐshauhsən	바이터스하우젠
de_byːlov	뷜로
de_kaɐɡɐ	카르거
de_kunt͡səndoɐf	쿤첸도르프
de_oyhʀoːpaːtuɐm	유로파투름
de_aɐmin	아르민
de_bibɐ	비버
de_bøɐnɐ	뵈르너
de_ʃønfeldɐ	쇤펠더
de_ʁaːniː	라니
de_ʃafʁat	샤프라트
de_ʃolt͡sə	숄체
de_aknes	아그네스
de_ʁeːseaɐxɡatə	리서치게이트
de_ʁiːdɐ	리더
de_kʁatman	그라트만
de_toːʀun	토룬
de_ʃult͡s	슐츠
de_ʃafaɐt͡sik	샤파르치크
de_list͡st	리스트
de_ʃux	슈흐
de_aueɐsvalt	아우어스발트
de_poːtəntə	포텐테
de_t͡səndɐ	첸더
de_templin	템플린
de_ɡifhoɐn	기프호른
de_ʁauhʃənbax	라우셴바흐
de_baːbel	바벨
de_ʃult͡sə	슐체
de_muteːsius	무테지우스
de_koɐtnɐ	코트너
de_anhaltkøtən	안할트쾨텐
de_veːlɐ	벨러
de_maietiŋɐ	마이팅거
de_deːn	덴
de_an	앤
de_taisən	타이센
de_timeɐman	티머만
de_noɐdeɐnai	노르더나이
de_kint	킨트
de_ʁøːsel	뢰젤
de_sylkə	질케
de_laiebelt	라이벨트
de_haɐfoux	하르포우흐
de_t͡siːdan	지단
de_ɡusman	구스만
de_emʁix	엠리히
de_pauhlanɐ	파울라너
de_kuɐt	쿠르트
de_ʁony	로니
de_t͡ʃoːpauh	초파우
de_doypleɐkmeːlin	도이블러그멜린
de_boːdənbəndɐ	보덴벤더
de_ʃlitə	슐리테
de_aɡəntuɐ	연합
de_ɡal	갈
de_vail	바일
de_st͡seːpan	슈체판
de_jaeɡɐ	예거
de_sniɐbøːniʃ	뵈니슈
de_ʁyːkes	뤼케스
de_sloːteɐdijk	슬로터다이크
de_leoːnaɐt	레오나르트
de_ʁainɐ	라이너
de_ʃtənt͡sel	슈텐첼
de_hesənbeɐk	헤센베르크
de_leaː	레아
de_hansotoː	한스오토
de_velə	벨레
de_folant	폴란트
de_asbøk	아스뵈크
de_tøp͡fɐ	퇴퍼
de_khunʁat	쿤라트
de_hindənbuɐk	힌덴부르크
de_ʁeːbekaː	레베카
de_feɐdiːnant	페르디난트
de_niːdeːʀauhlaː	니더라울라
de_kuːt͡ʃeːʀənkoː	쿠체렌코
de_ueːkeɐmyndə	위케르뮌데
de_aliːmaɐdaːniː	알리마르다니
de_vitən	비텐
de_tieɐɡaɐtən	티어가르텐
de_ɡeoɐɡə	게오르게
de_ʁeːmik	레미히
de_lənt͡s	렌츠
de_t͡soykhaus	초이그하우스
de_faixtnɐ	피치너
de_antjə	안톄
de_kimix	키미히
de_moːniːkaː	모니카
de_valpʁun	발브룬
de_tysən	티센
de_zaːné	자네
de_bitnɐ	비트너
de_leːʀoy	리로이
de_hansən	한센
de_ʁilkə	릴케
de_biɐɡel	비르겔
de_hinteɐkaiefek	힌터카이펙
de_pʁantnɐ	브란트너
de_mathes	마테스
de_tiːʀak	티라크
de_zoːtin	조틴
de_ʃtathaːɡən	슈타트하겐
de_flaːkius	플라키우스
de_katə	카테
de_mkkveːn	맥퀸
de_t͡slaːtan	즐라탄
de_kʁoːsiçk	크로지크
de_fiŋkʃait	핑샤이트
de_vesik	베시크
de_bulmaːn	불만
de_keːlɐ	켈러
de_aɐnhaim	아른하임
de_vaisɡeɐbɐ	바이스게르버
de_ʃiːkaɐt	시카르트
de_klysəndoɐf	클뤼센도르프
de_ʁiːtaː	리타
de_tutliŋən	투틀링겐
de_fáfʁoːfá	바브로바
de_kʁynvalt	그륀발트
de_ʃteːfaːniə	슈테파니
de_aneːmaːʀiə	아네마리
de_ʁoːxus	로후스
de_ostvalt	오스트발트
de_beɐbən	베르벤
de_efaŋeːlist	에방겔리스트
de_ueɐdiŋən	위어딩겐
de_uŋɐ	웅거
de_zaueɐpʁux	자워브루흐
de_ʁeːɡənsbuɐk	레겐스부르크
de_keleɐman	켈레르만
de_ʁoːdə	로데
de_hansɡyntɐ	한스귄터
de_pokɡə	포게
de_voɐm	보름
de_fixtel	피히텔
de_loyhpolt͡s	로이폴츠
de_loeːvik	뢰비히
de_kaːpiːtoː	카피토
de_holtby	홀트비
de_ʃpaːn	슈판
de_keslɐ	케슬러
de_kaiə	카이에
de_iːduːnaː	이두나
de_koːlʃʁaibɐ	콜슈라이버
de_sydənham	시드남
de_ɡastdoɐf	가스트도프
de_joaːxim	요아힘
de_ʃait	샤이트
de_anaːleːnaː	아나레나
de_kyːn	퀸
de_doldiŋɐ	돌딩거
de_vauɐ	바워
de_zilfius	실비우스
de_bokdandy	보그단디
de_kvəndolyn	그벤돌린
de_nasauhvailbuɐk	나사우바일부르크가
de_klosteɐman	클로스테르만
de_pʁandənbuɐɡɐ	브란덴부르크
de_koplənt͡s	코블렌츠
de_edɐ	에더
de_hoxholdiŋɐ	호흐홀딩거
de_t͡simɐ	치머
de_aiʁon	아이론
de_beːfoɐt	베포르트
de_mai	마이
de_mandy	맨디
de_uneɐstal	운너스탈
de_naimkə	나임케
de_halbeɐstat	하버슈타트
de_diːkman	디크만
de_pipik	피피히
de_ʃafhaitlin	샤프하이틀린
de_knøp͡flə	뇌플레
de_kaɐɡus	카르구스
de_keseːman	케제만
de_zøːŋkɐ	죙커
de_pʁaːfoː	브라보
de_antony	안소니
de_ʁot	로트
de_fʁiːt͡si	프리치
de_aʀeːnaː	아레나
de_ʃneːbal	슈네발
de_zaksənʁos	작센로스
de_juŋkhans	융한스
de_pʁandiː	브란디
de_koːmaːta	코마타
de_ʃtaiɡɐ	슈타이거
de_baɐɡfʁedə	바르크프레데
de_yuːsuf	유수프
de_haːbix	하비흐
de_luːbin	루빈
de_veːk	위크
de_olk	올크
de_valkə	발케
de_mat	맷
de_maːsukkiː	마수치
de_ɡoːdeːhaɐt	고트하르트
de_ʃtéfanə	스테판
de_piɐmaːsəns	피르마젠스
de_maːʀek	마레크
de_odiseas	오디세아스
de_maisnɐ	마이스너
de_piːnaː	피나
de_valteɐboɐjans	발터보르얀스
de_leoːnaɐdoː	레오나르도
de_miːxel	미헬
de_koːloknə	쾰른
de_beatə	베아테
de_lipə	리페
de_topmølɐ	토프묄러
de_pasauh	파사우
de_ʁitnɐ	리트너
de_ʁotənbuɐk	로텐부르크
de_køsə	쾨세
de_ʁipbek	리베크
de_əneɐɡiə	에네르기
de_elkə	엘케
de_anjaː	아냐
de_miːxael	미하엘
de_efelyn	에벨린
de_titel	직함
de_baistɐ	바이스터
de_batə	바테
de_kʁausɐ	크라우서
de_ʁaiəniʃ	라이니슈
de_kindɐ	킨더
de_veliŋɐ	벨링거
de_tandɐ	탄더
de_kupʁelaː	쿠프렐라
de_molt͡sbeɐɡɐ	몰츠베르거
de_iɐmeːlaː	이르멜라
de_bøːniʃ	뵈니슈
de_fʁaiebuɐɡɐ	프라이부르크
de_zeːliːnaː	젤리나
de_ʁiːtlə	리들레
de_jyɐɡəns	위르겐스
de_jesnɐ	예스너
de_nauən	나우엔
de_kʁuntebɐ	그룬트헤버
de_beːʀənt	베흐렌트
de_hoːman	호만
de_flaiʃɐ	플라이셔
de_xaos	카오스
de_kʁøːkel	크뢰켈
de_eɡiːnoː	에기노
de_kaɐstən	카르스텐
de_heɐbeɐts	헤르베르츠
de_klokə	클로케
de_vadɐ	바더
de_beːdeɐkə	베데르케
de_poːl	폴
de_jaːmes	제임스
de_mausɐ	마우저
de_ɡalə	갈레
de_p͡fuləndoɐf	풀렌도르프
de_danhof	댄호프
de_jyŋel	융엘
de_doyt͡ʃʃveːdiʃə	독일스웨덴
de_ʃpiːɡelbuɐk	슈피겔부르크
de_noyə	노이에
de_maieves	마이베스
de_kʁeːtuː	크레투
de_auhɡustin	아우구스틴
de_haiedeːlində	하이델린데
de_emikholt͡s	에미히홀츠
de_osteɐhamel	오스터함멜
de_konstant͡sə	콘스탄체
de_bənnetɐ	베네터
de_mandaːla	만다라
de_festɐ	베스터
de_maːʀot͡ssán	머로잔
de_kʁemɐ	크레머
de_ɡaiesənbeɐɡɐ	가이젠베르거
de_ʃtaɐnbeɐɡɐ	슈테른베르그
de_eplɐ	에플러
de_baːl	발
de_bøːkel	뵈켈
de_ʃvaɐt͡ʃiliŋk	슈바르츠실링
de_daːʀəndoɐf	다렌도르프
de_fostel	포스텔
de_velt͡sənbaxɐ	벨첸바셔
de_naːtaliə	나탈리
de_maːdeːluŋk	마델룽
de_hambuɐɡɐ	함부르거
de_velt͡sɐ	벨처
de_ɡaŋl	강글
de_ʁoːlant	롤란트
de_kuːjaːva	쿠야바
de_ambeɐk	암베르크
de_potsdamɐ	포츠담
de_aihan	아이한
de_deslox	데슬로흐
de_dailman	다일만
de_uːlik	울리히
de_ʃtedelʃes	슈테델
de_uːfaː	우파
de_baːseːdov	바제도
de_aby	아비
de_ʁaŋknik	랑니크
de_maɐɡit	마르기트
de_alepoːt͡simɐ	알레포실
de_t͡ʃiɐnɐ	치르너
de_maɐkoː	마르코
de_haitʁix	하이드리히
de_hont͡s	혼츠
de_zeːbastian	제바스티안
de_haldənsleːbən	할덴슬레벤
de_depə	데페
de_haiesənbeɐk	하이젠베르크
de_ɡaiʁ	가이어
de_hənʁiːtə	헨리에테
de_pʁiːlon	브릴론
de_vaieman	바이만
de_kaesɐ	코저
de_balet	발레단
de_syniaːva	시니아바
de_ʁøːm	룀
de_ʁosbeɐk	로스베르크
de_hekɐ	헤커
de_fʁoyhdəntal	프로이덴탈
de_dynaːmoː	뒤나모
de_jup	유프
de_baɐkhoɐn	바르크호른
de_komeɐt͡sbaŋk	코메르츠방크
de_doyt͡ʃ	도이치
de_kaudɐ	카우더
de_ʁeːxənbeɐk	레헨베르크
de_viːsbaːdən	비스바덴
de_hənt͡ʃel	헨첼
de_haiəneːman	하이네만
de_lant͡s	란츠
de_ɡelnhauhsən	겔른하우젠
de_høŋən	횡겐
de_voːdaɐs	보다르스
de_maɐkaːkis	마케이키스
de_t͡siːman	치만
de_vyɐtembeɐk	엘리자베트
de_klinsman	클린스만
de_hausɐ	하우서
de_hanshainʁix	한스하인리히
de_elɡaː	엘가
de_tanjaː	타냐
de_tolə	톨레
de_ɡeɐmany	저머니
de_maːtusek	마투세크
de_hoːnik	호니히
de_liːbuːdaː	리부다
de_ɡasnɐ	가스너
de_heːʀiŋk	헤링
de_ɡənt͡sel	겐첼
de_bok	보크
de_edeːkaː	에데카
de_t͡sint͡səndoɐf	친첸도르프
de_t͡sølɐ	쵤러
de_ʁuːdolf	루돌프
de_paʁys	파리스
de_zaiet͡siŋɐ	자이칭거
de_ɡylix	귈리히
de_diːdeːʀiks	디데릭스
de_baiesiːɡel	바이지겔
de_veːɡeleːbən	베겔레벤
de_obeɐtshauhsən	오베르츠하우젠
de_ʁaix	라이히
de_beːɡaː	베가
de_veːdel	베델
de_noetɐ	뇌터
de_hiɐʃbiːɡel	히르슈비겔
de_klaisteɐleə	클레이스테를레이
de_zamɐ	자머
de_moʃnɐ	모슈너
de_noɐbeɐt	노르베르트
de_oyhʀopə	육군
de_mosə	모세
de_feɐnɐ	페르너
de_fon	폰
de_ənsiːkat	엔지카트
de_vaŋkel	방켈
de_zaːɐpʁyːkən	자르브뤼켄
de_meɐkeːdesmaibax	메르세데스마이바흐
de_ʃtetinɐ	슈체친
de_tʁemlɐ	드렘러
de_veːseɐstaːdion	베저슈타디온
de_pʁus	브루스
de_bauhhaus	바우하우스
de_beoːbaxtɐ	베오바흐터
de_zoɐmaː	조르마
de_vaidə	웨이드
de_pauhloː	파울루
de_datfaɐ	다드파르
de_piːɡulaː	피굴라
de_aːat	아하드
de_diŋelstet	딩겔슈테트
de_kolə	콜
de_lauhdeːɐ	라우더
de_t͡soːʀaː	조라
de_voːmaːnit͡sɐ	우머나이저
de_t͡sait	차이트
de_diːtlində	디틀린데
de_kailbeɐt	카일베르트
de_eʃ	에슈
de_ɡalant	갈란트
de_naɐɡes	나르게스
de_falk	팔크
de_ʃiːʀax	시라흐
de_heːɡən	헤겐
de_beːnedikt	베네딕트
de_niːfeaː	니베아
de_moldauhhaːfən	몰다우하펜
de_lotstetən	로트슈테텐
de_koːnbəndit	콘벤디트
de_ploːbel	블로벨
de_baːʀənsfelt	바렌스펠트
de_kliːt͡siŋk	클리칭
de_daːnusɐ	다누저
de_hənsel	헨젤
de_ʃtefan	슈테판
de_ʃtautə	슈타우테
de_aɐtə	아르테
de_t͡saːpatkaː	차파트카
de_baieɐdynaːmik	베이어다이나믹
de_ʃøpənstet	쇠펜슈테트
de_ʃvaɐt͡sman	슈바르츠만
de_emʁə	엠레
de_pʁeːmeɐhaːfən	브레머하펜
de_neselvaŋk	네셀방
de_aintʁaxt	아인트라흐트
de_poːfalaː	포팔라
de_boɐkh	보르크
de_oleːfian	올레비안
de_kʁoːnənbeɐk	크로넨베르크
de_kʁuʃə	크루셰
de_uːʃiː	우시
de_noɡly	노글리
de_london	론돈
de_kʁams	그람스
de_aʃə	아슈
de_liːsel	리젤
de_edit	에디트
de_t͡seɐmeːloː	체르멜로
de_fink	피흐
de_moːʀaːviːkt͡s	모라위츠
de_ɡeɐman	저먼
de_ʁaum	라움
de_ʃtainhof	슈타인호프
de_viaɐdaː	비아르다
de_hek	헤크
de_faːləntin	발렌틴
de_meɐteːsakɐ	메르테자커
de_kaɐlmiːxael	카를미하엘
de_ʃliːkənʁiːdɐ	슐리켄리더
de_mak	맥
de_zindelfiŋən	진델핑겐
de_ʃtadlmylɐ	슈타들뮐러
de_kaspɐ	카스퍼
de_hoxʁhainbaːn	호흐라인선
de_tʁoːjaːnov	트로야노프
de_kʁiŋs	그링스
de_meːʀet	메레트
de_kandinsky	칸딘스키
de_doɐnbeɐɡɐ	도른베르거
de_xʁistel	크리스텔
de_haleɐfoɐdən	할러포르덴
de_pauk	포크
de_ɡiːdeon	기디언
de_mondiː	몬디
de_heɐboɐn	헤르보른
de_baːdɐ	바더
de_loːboué	로부에
de_kʁosɡeːbauɐ	그로스게바워
de_ʃʁøːdiŋɐ	슈뢰딩거
de_pʁauhxit͡ʃ	브라우히치
de_veɐniːɡeːʀodə	베르니게로데
de_duːbinskiː	두빈스키
de_foɡlsamɐ	포글자머
de_janik	야닉
de_naːmiːkaː	나미카
de_toːmofiḱ	토모빅
de_luːkaː	루카
de_hoɐx	호르히
de_ʃøp	쇼프
de_doyt͡ʃtyɐkiʃə	독일터키
de_kʁet͡ʃmɐ	크레치머
de_hanoː	하노
de_keːfin	케빈
de_bøːniŋk	보닝
de_inotʁans	이노트란스
de_koɐkmat͡s	코르크마즈
de_koɐduːlaː	코르둘라
de_ʃyʁɐ	쉬러
de_aixlɐ	아이클러
de_t͡saːt͡sa	자자족
de_heːliotʁop	헬리오트롭
de_kʁosənkneːtən	그로셍크네텐
de_hənnikə	헤니케
de_pixt	피히트
de_koːn	콘
de_ʃykə	슈크
de_nuːʀu	누루
de_alvinpʁodɐ	알빈브로더
de_zalmut	잘무트
de_t͡svaik	츠바이크
de_haːʃeːmian	하셰미안
de_ɡaːmiŋk	게이밍
de_jənt͡ʃ	옌치
de_ʃyɡulaː	쉬굴라
de_vʁiːt͡sən	브리첸
de_dt͡sseːnifɐ	제니페르
de_komljeːnoːfiḱ	콤레노비치
de_paːsetiː	파제티
de_kən	켄
de_kéliaː	첼리아
de_ʃuːʀixt	슈리히트
de_deːnis	데니스
de_knoːxən	크노헨
de_knispel	크니슈펠
de_laːʀisaː	라리사
de_justus	유스투스
de_ʁiːkaɐdoː	리카르도
de_olympiastaːdion	올림피아슈타디온
de_ʁeːdel	레델
de_doːmin	도민
de_kitel	키텔
de_doːʀis	도리스
de_beɐxtesɡaːdən	베르히테스가덴
de_pant͡snɐ	판츠너
de_emy	에미
de_doɐn	돈
de_velɐ	벨러
de_pliksaː	블릭사
de_bel	벨
de_koːbov	코보프
de_diːɡoː	디에고
de_jak	잭
de_aniaː	아니아
de_ʃlut	슐루트
de_bøkɐ	뵈커
de_kʁistin	크리스틴
de_ʁəntoɐf	렌토르프
de_fiːtlɐ	피들러
de_deɐval	데어발
de_deːmak	데마그
de_ʃvuːles	슈불레스
de_luːkiə	루시
de_manshauhsən	만스하우젠
de_kat͡sɐ	카처
de_jaːniːnaː	야니나
de_tekkal	테칼
de_ofənbuɐk	오펜부르크
de_hoɐstdiːtɐ	호르스트디터
de_ɡepbə	게베
de_aʃɐ	애처
de_vaisvailɐ	바이스바일러
de_nashɐ	내셔
de_ʁonhof	론호프
de_ʁundstet	룬트슈테트
de_aneːliə	안넬리
de_haspelmat	하스펠마트
de_ʁeːbekkaː	레베카
de_neklaː	네질라
de_biːɡaie	비가이
de_zənftənbeɐk	젠프텐베르크
de_ʃøːneːbeɐɡɐ	쇠네베르거
de_eːleɐs	엘러스
de_fʁomɐ	프로머
de_kaie	카이
de_ɡuŋkel	궁켈
de_naːdinə	나딘
de_faːleːʀiː	발레리
de_løːvənhaim	뢰벤하임
de_moyaː	모야
de_baɐʁy	배리
de_hot	호트
de_ploxbeɐɡɐ	블로흐베르거
de_ɡothelf	고트헬프
de_liːpʁaix	리브라이히
de_huk	후크
de_maːloːnai	말로니
de_abts	압츠
de_liŋə	링에
de_iːdaː	이다
de_ɡuːtənbeɐk	구텐베르크
de_fait	바이트
de_ʃøn	쇤
de_loːman	로만
de_anaːmaʀiaː	아나마리아
de_louis	루이스
de_shaː	샤
de_buʃʃultə	부슈슐테
de_pənt͡solt	펜촐트
de_luːdolf	뤼돌프
de_maːʀal	마랄
de_t͡soekə	최케
de_ofeːʀat	오베라트
de_viːnekə	비네케
de_diaːna	디아나
de_floːʀian	플로리안
de_eaɐles	얼스
de_ɡansbeɐk	가네베르크
de_butpʁunən	버트브루넨
de_aŋkʁif	앙그리프
de_zaːvaliʃ	자발리슈
de_kuk	쿠크
de_tet͡snɐ	테츠너
de_maɐɡitaː	마르기타
de_moltman	몰트만
de_zundeɐman	준더만
de_ʃviːɐs	슈비어스
de_ʃvepənbuɐk	슈페펜베르크
de_baldaː	발다
de_ʁaŋin	랑긴
de_ʃleːsiːn	실레시아
de_juŋkniːkel	융니켈
de_zalt͡sbeɐɡən	잘츠베르겐
de_kompɐ	콤퍼
de_kulman	쿨만
de_maːloyhdaː	말로이다
de_haːkan	하칸
de_emil	에밀
de_fʁiːtʁiksʁuː	프리드리히스루
de_maːnesiʃə	마네세
de_ʁaiemont	라이몬트
de_jeːʀemy	예레미
de_deːmelt	데멜트
de_belmɐ	벨머
de_fashion	패션
de_kliŋk	클링
de_naːdiːm	나딤
de_feɐtʁak	조약
de_ziːfeɐs	지페르스
de_kʁonɐ	크로너
de_aɐmel	아르멜
de_neːʀiŋk	네링
de_zelkə	젤케
de_antʁeaː	안드레아
de_zənnhaisɐ	젠하이저
de_plit͡sɐ	블리처
de_paʃ	파슈
de_neɐliŋɐ	네를링거
de_ut	우트
de_axim	아킴
de_meːuv	메우
de_zatman	자트만
de_niːkoːlaie	니콜라이
de_pʁoxnov	프로흐노
de_pʁit͡s	브리츠
de_liːpʁext	리브레히트
de_ɡoltbeɐk	골트베르크
de_hjalmaɐ	얄마르
de_alɡøvɐ	알괴버
de_jaux	야우흐
de_viːdeːman	비데만
de_ɡefeɐt	게페르트
de_lipman	리프만
de_koɐʃ	코르슈
de_uliː	울리
de_ɡai	게이
de_miɐkoː	미르코
de_beːʀiŋɐ	베링거
de_vaiedənman	바이덴만
de_kinskiː	킨스키
de_helmɐ	헬머
de_maknus	마그누스
de_duːʃek	두셰크
de_utə	우테
de_okaː	오카
de_aɐkoːnaː	아르코나
de_daːlkə	달케
de_tʁap	트라프
de_hues	휴즈
de_tɐ	테어
de_zoːt͡sanskaː	조찬스카
de_pʁiŋfʁiːt	브링프리트
de_haːbeɐlant	하베를란트
de_jaːmal	자말
de_altaːna	알타나
de_skoːtɐ	스쿠터
de_ʁafael	라파엘
de_joːnatan	조나탕
de_kʁaifsvalt	그라이프스발트
de_ʃyteːliːot͡sky	쉬테리호츠키
de_feːʀənaː	페레나
de_ʁemʃait	렘샤이트
de_ʁombax	롬바흐
de_anetə	아네테
de_laistɐ	라이스터
de_oɐban	오르반
de_piːlaːva	필라바
de_ʁotvais	로트바이스
de_viɐɡes	비르게스
de_industʁiːs	인더스트리스
de_deːmiɐbai	데미르바이
de_eskaːda	에스카다
de_ʁeːkoɐds	레코드
de_tuːʀek	투레크
de_mynt͡sənbeɐk	뮌첸베르크
de_asam	아잠
de_kaɐmən	카르멘
de_muːhaːmet	무하메드
de_boːkənfelt	보켄펠트
de_bisek	비세크
de_kodə	코드
de_ʃilɡən	실겐
de_biɐɡə	비르게
de_laːdənbuɐk	라덴부르크
de_ɡaːbeːlənt͡s	가벨렌츠
de_hint͡sman	힌츠만
de_ʃənkɐ	쉥커
de_vaːdeful	웨이드풀
de_ʁaiəniçɐ	라이니거
de_daslɐ	다슬러
de_køːlɐ	쾰러
de_hetdeshaim	헤데스하임
de_zeːlov	젤로
de_t͡svaipʁyːkən	츠바이브뤼켄
de_kʁuːmaix	크루마이히
de_lautman	라우트만
de_kʁandet͡skaː	그란데츠카
de_ʁedl	레들
de_kʁyl	크릴
de_tʁekɡɐ	드레거
de_liːbeskint	리버스킨드
de_leːnaː	레나
de_əneɐkon	에네르콘
de_pʁuns	브룬스
de_mynx	뮌히
de_voɐpsvedə	보릅스베데
de_ʃvəntkə	슈벤트케
de_foɐʃeɐmailə	포르셰르마일레
de_ɡosov	고소우
de_noskə	노스케
de_baseːvit͡s	바세비츠
de_juːɡeɐt	주거트
de_tʁautman	트라우트만
de_vaːkən	바켄
de_hut	후트
de_bøtiŋɐ	뵈팅거
de_sfoɐt͡saː	스포르차
de_ainbek	아인베크
de_kʁiːfoː	그리포
de_ekeɐnføɐdə	에케른푀르데
de_hiɐt͡sepʁux	히르체브루흐
de_moːjən	모옌
de_juːlian	율리안
de_hansɡeɐt	한스게르트
de_buːɡənhaːɡən	부겐하겐
de_vinfʁiːt	빈프리트
de_haitʁun	하이드
de_ʃleːɡelbeɐɡɐ	슐레겔베르거
de_ʃʁənknoːt͡siŋk	슈렝크노칭
de_vesels	베셀스
de_haleʃɐ	할레셔
de_zikstiəniʃə	시스티나
de_ʃylə	슐레
de_bakhaus	박하우스
de_laːɡeɐfelt	라거펠트
de_falkneːʀaie	매사냥
de_moːʀel	모렐
de_tiːmə	티메
de_ziːfɐ	지퍼
de_xaɐliə	찰리
de_landeɐs	란더스
de_tʁoːpiːkal	트로피컬
de_moːliːnaɐ	몰리나
de_landshut	란츠후트
de_koːlɐ	콜러
de_edelɡaɐt	에델가르트
de_kleːməns	클레멘스
de_foɐxhaim	포르히하임
de_vald͡ʒmit	발트슈미트
de_niːmølɐ	니묄러
de_makneːtoː	매그니토
de_ʁeːɡioːnal	리저널
de_moːmant	모만드
de_taːbataːbaie	타바타바이
de_iːʀənə	이레네
de_t͡souːdé	주데
de_iːnaː	이나
de_aɐtuɐ	아르투어
de_ɡuildoː	길도
de_aieɡən	아이겐
de_jankɐ	양커
de_paːʀoys	파레우스
de_ʃylɐ	쉴러
de_dyːt͡sən	뒤첸
de_koːkiʃ	코키슈
de_etənhaim	에텐하임
de_aŋeʁɐ	앙거러
de_pʁint͡s	브린츠
de_liŋən	링겐
de_obeɐsalt͡sbeɐk	오버잘츠베르크
de_lineːman	리네만
de_lomel	롬멜
de_balsɐ	발저
de_ʁənsiŋk	렌징
de_haɐtiŋk	하르팅
de_ʁənt͡siː	렌치
de_ʁoːvoːlt	로볼트
de_diaːlekt	방언
de_ʃeɐbius	슈르비우스
de_vaːlax	발라흐
de_amʃel	암셀
de_ɡeːʃonek	게쇼네크
de_bøtɡɐ	뵈트거
de_pint͡ʃɐ	핀처
de_luk	루크
de_faːʀel	파렐
de_bueːʀən	부에렌
de_ʃʁoːvaŋə	슈로방게
de_klənkə	클렝케
de_kaplɐ	카플러
de_ioːnity	아이오니티
de_shkotʁan	슈코드란
de_meːdiaːdeːsiçn	미디어디자인
de_obeɐt	오베르트
de_kaptan	카프탄
de_findɐ	파인더
de_mønxənklatbax	묀헨글라트바흐
de_baieɐliŋk	베이어링
de_haidə	하이데
de_šašiḱ	샤시치
de_pʁyːniŋk	브뤼닝
de_kotny	콧니
de_juːlianə	율리아네
de_zoɐɡə	조르게
de_mathus	마투스
de_leːɡənds	레전드
de_kaːfanian	카바니안
de_ɡʁjasnoːvaː	그랴스노바
de_taɐnat	타르나트
de_faiɡə	파이게
de_mailin	마일린
de_lənnaɐt	레나르트
de_ɡeːselʃaft	천문학회
de_mueleɐstaːl	뮐러슈탈
de_ʁiːman	리만
de_biːbeɐbax	비버바흐
de_koːɐs	쿠어스
de_ʃtudy	슈투디
de_ʁoːsənt͡svaik	로젠츠바이크
de_baɐnak	바르낙
de_ɡulat͡s	걸라츠
de_tʁostən	드로스텐
de_net͡sɐ	네처
de_miːʀoslaf	미로슬라프
de_patʁik	파트리크
de_pɐ	페어
de_elsnɐ	엘스너
de_ʃʁainɐ	슈라이너
de_luksembuɐk	룩셈부르크
de_moːdeɐn	모던
de_ɡoltbax	골트바흐
de_ʃvaːbiŋk	슈바빙
de_maɐʃal	마르샬
de_ʁoːsel	로젤
de_mains	마인스
de_pʁukstʁasə	브룩스슈트라세
de_ʃvaːnit͡s	슈바니츠
de_miːxelsən	미헬센
de_haneːloʀə	하넬로레
de_aspax	아스파흐
de_ziːɡɐ	지거
de_bail	바일
de_zaːmel	자멜
de_tʁauə	트라우에
de_kølʃ	쾰슈
de_lut͡s	루츠
de_zinɐ	지너
de_beɐtaː	베르타
de_baltiʃə	발트
de_milbeɐk	밀베르크
de_unteɐhaːxiŋk	운터하힝
de_olɡaː	올가
de_zalt͡sveːdel	잘츠베델
de_helm	헴
de_beːʀiːfan	베리반
de_zantʁoː	잔드로
de_liːfən	리벤
de_boɐman	보어만
de_ʁaisɐ	라이저
de_boːʀusiaː	보루시아
de_lesɐ	레서
de_ʃʁøk	슈뢰크
de_ʁeːɡənɐ	레게너
de_haːn	한
de_daeːn	덴
de_ɡeɐnhaɐt	게른하르트
de_hiltman	힐트만
de_kʁims	그림
de_eɐt͡sbeɐɡɐ	에르츠베르거
de_dautəndai	다우텐다이
de_ʁiːsdoɐf	리스도르프
de_pʁint͡shoɐn	프린츠호른
de_ʃmiːdeːbeɐk	슈미데베르크
de_folkɐ	폴커
de_kʁøːneːfelt	그뢰네펠트
de_kʁoənɐ	그뢰너
de_akhaːfan	아카반
de_xʁuːpalaː	흐루팔라
de_kaɐlos	카를로스
de_aiɐbus	에어버스
de_ansbax	안스바흐
de_ɡansel	간젤
de_aloːmeːʀoːfiḱ	알로메로비치
de_hasheːmian	하셰미안
de_jyːlix	율리히
de_vaisman	와이스먼
de_kʁotum	그로툼
