angela,앙겔라,anggelra
tobias,토비아스,tobiaseu
sammet,사멧,sames
julius,율리우스,yulriuseu
schreck,시레크,sirekeu
katarina,카타리나,katarina
dimitrij,디미트리,dimiteuri
ovtcharov,옵차로프,obcaropeu
claudia,클라우디아,keulraudia
leistner,라이슈트너,raisyuteuneo
schwentke,슈벤트케,syubenteuke
emil,에밀,emil
schürer,쉬러,swireo
ilse,일제,ilje
nicole,니콜,nikol
struse,슈트루제,syuteuruje
dieter,디터,diteo
laser,라저,rajeo
andré,안드레,andeure
schürrle,쉬를레,swireulre
daniel,다니엘,daniel
brühl,브륄,beurwil
müntefering,뮌터페링,mwinteopering
bleibtreu,블라이프트로이,beulraipeuteuroi
caven,카벤,kaben
schubert,슈베르트,syubereuteu
nora,노라,nora
tschirner,치르너,cireuneo
hotter,호터,hoteo
fritzsche,프리체,peurice
gebhardt,게프하르트,gepeuhareuteu
hannover,하노버,hanobeo
david,다비트,dabiteu
kross,크로스,keuroseu
holger,홀거,holgeo
natalia,나탈리아,natalria
wörner,뵈르너,boereuneo
regner,레그너,regeuneo
giller,길러,gilreo
ley,라이,rai
dostler,도슈틀러,dosyuteulreo
finck,피흐,piheu
cornelia,코르넬리아,koreunelria
froboess,프로뵈스,peuroboeseu
gotter,고터,goteo
rudolph,루돌프,rudolpeu
goc,고치,goci
juliane,율리아네,yulriane
braun,브라운,beuraun
bettina,베티나,betina
zimmermann,치머만,cimeoman
oskar,오스카르,oseukareu
dirlewanger,디를레방거,direulrebanggeo
rall,랄,ral
sturm,슈투름,syutureum
nipperdey,니퍼다이,nipeodai
borchert,보르헤르트,boreuhereuteu
linge,링에,ringe
scherbius,슈르비우스,syureubiuseu
krieger,크리거,keurigeo
simone,지모네,jimone
laudehr,라우더,raudeo
fridman,프리드만,peurideuman
margit,마르기트,mareugiteu
carstensen,카르스텐센,kareuseutensen
symanzik,쥐만치크,jwimancikeu
rundstedt,룬트슈테트,runteusyuteteu
karlotto,카를오토,kareuloto
apel,아펠,apel
hauswald,하우스발트,hauseubalteu
dehmelt,데멜트,demelteu
malloth,말로트,malroteu
katte,카테,kate
maik,마이크,maikeu
bullmann,불만,bulman
serge,세르주,sereuju
gnabry,그나브리,geunabeuri
hanswilhelm,한스빌헬름,hanseubilhelreum
müllerwohlfahrt,뮐러볼파르트,mwilreobolpareuteu
per,페어,peeo
mertesacker,메르테자커,mereutejakeo
ole,올레,olre
bischof,비쇼프,bisyopeu
ritter,리터,riteo
leeb,기사,gisa
robin,로빈,robin
szolkowy,숄코비,syolkobi
doris,도리스,doriseu
schröderköpf,슈뢰더쾨프,syuroedeokoepeu
fedor,페도어,pedoeo
bock,보크,bokeu
model,모델,model
guderian,구데리안,guderian
anni,아니,ani
friesingerpostma,프리징거포스트마,peurijinggeoposeuteuma
hartwig,하르트비히,hareuteubihi
gauder,가우더,gaudeo
arendt,아렌트,arenteu
marcuse,마르쿠제,mareukuje
gottlob,고틀로프,goteulropeu
frege,프레게,peurege
stephan,슈테판,syutepan
schröck,슈뢰크,syuroekeu
jörgensmann,요르겐스만,yoreugenseuman
dirkschneider,디르크슈나이더,direukeusyunaideo
babett,바베트,babeteu
denck,뎅크,dengkeu
klum,클룸,keulrum
ertl,에르틀,ereuteul
gabriel,가브리엘,gabeuriel
heinze,하인체,haince
connor,코너,koneo
arne,아르네,areune
sibel,지벨,jibel
kekilli,케킬리,kekilri
gay,게이,gei
petzold,페촐트,pecolteu
giering,기링,giring
lutz,루츠,ruceu
heßlich,헤슬리히,heseulrihi
matthes,마테스,mateseu
pasquale,파스쿠알레,paseukualre
passarelli,파사렐리,pasarelri
carls,카를스,kareulseu
jacobi,야코비,yakobi
zuse,추제,cuje
guericke,게리케,gerike
schlutt,슐루트,syulruteu
irma,이르마,ireuma
grese,그레제,geureje
serdar,세르다르,sereudareu
taşçı,타쉬츠,taswiceu
hennicke,헤니케,henike
mathias,마티아스,matiaseu
ungers,웅거스,unggeoseu
panzer,팬저,paenjeo
bülow,뷜로,bwilro
blobel,블로벨,beulrobel
emmerich,에머리히,emeorihi
ebeling,에벨링,ebelring
gwisdek,그비스데크,geubiseudekeu
manuela,마누엘라,manuelra
schwesig,슈베지히,syubejihi
carlo,카를로,kareulro
ljubek,류베크,ryubekeu
amann,아만,aman
träsch,트레슈,teuresyu
eckhart,에크하르트,ekeuhareuteu
tolle,톨레,tolre
scherchen,셰르헨,syereuhen
kretschmer,크레치머,keurecimeo
conrad,콘라트,konrateu
aby,아비,abi
warburg,바르부르크,bareubureukeu
hilbert,힐버트,hilbeoteu
heidemann,하이데만,haideman
jentsch,옌치,yenci
assani,아사니,asani
lukimya,루키미아물롱고티,rukimiamulronggoti
weisgerber,바이스게르버,baiseugereubeo
frederick,프레더릭,peuredeorig
lau,라우,rau
eckart,에카르트,ekareuteu
backhaus,박하우스,baghauseu
kluck,클루크,keulrukeu
kahler,칼러,kalreo
lou,루,ru
bega,베가,bega
biedermann,비더만,bideoman
moltmann,몰트만,molteuman
herrmann,헤르만,hereuman
schmid,슈미트,syumiteu
gunda,군다,gunda
niemannstirnemann,니만슈티르네만,nimansyutireuneman
troeltsch,트뢸치,teuroelci
korsch,코르슈,koreusyu
heiden,하이덴,haiden
norkus,노르쿠스,noreukuseu
litfin,리트핀,riteupin
mittag,미타크,mitakeu
weißenberger,바이센베르거,baisenbereugeo
heegner,헤그너,hegeuneo
adam,아담,adam
bousdoukos,부스두코스,buseudukoseu
thanos,타노스,tanoseu
petsos,페초스,pecoseu
löwitsch,뢰비치,roebici
charlotte,샤를로테,syareulrote
bühler,뷜러,bwilreo
curtius,쿠르티우스,kureutiuseu
conon,코논,konon
gabelentz,가벨렌츠,gabelrenceu
sig,지그,jigeu
ruman,루만,ruman
hessenberg,헤센베르크,hesenbereukeu
anita,아니타,anita
pallenberg,팔렌버그,palrenbeogeu
lotte,로테,rote
herglotz,헤르글로츠,hereugeulroceu
hecking,헤킹,heking
hannes,하네스,haneseu
messemer,메세머,mesemeo
auerswald,아우어스발트,aueoseubalteu
bouhler,보울러,boulreo
rosel,로젤,rojel
zech,제크,jekeu
rudy,루디,rudi
steinhaus,슈타인하우스,syutainhauseu
sven,스벤,seuben
ulreich,울라이히,ulraihi
habich,하비흐,habiheu
schnelldorfer,슈넬도르퍼,syuneldoreupeo
straßberger,슈트라스베르거,syuteuraseubereugeo
harnik,하르니크,hareunikeu
heino,하이노,haino
ferch,페르히,pereuhi
nina,니나,nina
ehard,에하르트,ehareuteu
bißdorf,비스도르프,biseudoreupeu
urzendowsky,우르첸도프스키,ureucendopeuseuki
jakob,야코프,yakopeu
wassermann,바서만,baseoman
ernstrobert,에른스트로베르트,ereunseuteurobereuteu
grawitz,그라비츠,geurabiceu
verhoeven,페어회벤,peeohoeben
delhaye,델하예,delhaye
elke,엘케,elke
schallsüß,샬,syal
epp,기사,gisa
joseph,요제프,yojepeu
berchtold,베르히톨트,bereuhitolteu
sanderling,잔덜링,jandeolring
guillaume,기욤,giyom
viktor,빅토어,bigtoeo
brack,브라크,beurakeu
högl,회글,hoegeul
willy,빌리,bilri
fritsch,프리치,peurici
kaiser,카이저,kaijeo
iser,이저,ijeo
tramitz,트라미츠,teuramiceu
luckmann,루크만,rukeuman
schnellinger,슈넬링거,syunelringgeo
tilly,틸리,tilri
fleischer,플라이셔,peulraisyeo
baptist,밥티스트,babtiseuteu
metz,메츠,meceu
schramm,슈람,syuram
piscator,피스카토르,piseukatoreu
riemelt,리멜트,rimelteu
sylvester,질베스터,jilbeseuteo
groth,그로트,geuroteu
jennifer,예니퍼,yenipeo
khunrath,쿤라트,kunrateu
xenia,크세니아,keusenia
seeberg,제베르크,jebereukeu
nadine,나딘,nadin
keßler,케슬러,keseulreo
rick,릭,rig
kavanian,카바니안,kabanian
bartos,바르토스,bareutoseu
süß,쥐스,jwiseu
oppenheimer,오펜하이머,openhaimeo
buchholz,부흐홀츠,buheuholceu
strunz,슈트룬츠,syuteurunceu
gliese,글리제,geulrije
edgar,에드가,edeuga
feuchtinger,포이흐팅거,poiheutinggeo
bormann,보어만,boeoman
georghans,게오르크한스,georeukeuhanseu
reinhardt,라인하르트,rainhareuteu
dornberger,도른베르거,doreunbereugeo
oka,오카,oka
nikolov,니콜로프,nikolropeu
oksana,옥사나,ogsana
chusovitina,추소비티나,cusobitina
artur,아르투어,areutueo
axmann,악스만,agseuman
ulmen,울멘,ulmen
dagmar,다그마,dageuma
lurz,루르츠,rureuceu
hallervorden,할러포르덴,halreoporeuden
hirschbiegel,히르슈비겔,hireusyubigel
kluge,클루게,keulruge
ute,우테,ute
lemper,렘퍼,rempeo
holz,홀츠,holceu
frei,프라이,peurai
norbert,노르베르트,noreubereuteu
haug,하우크,haukeu
hellmann,헬만,helman
astrid,아스트리트,aseuteuriteu
kumbernuss,쿰베르누스,kumbereunuseu
charles,찰스,calseu
p,프로테우스,peuroteuseu
steinmetz,스타인메츠,seutainmeceu
fürmann,퓌만,pwiman
irmgard,이름가르트,ireumgareuteu
seefried,제프리트,jepeuriteu
behnisch,베니슈,benisyu
bonhoeffer,본회퍼,bonhoepeo
hugo,후고,hugo
seeliger,젤리거,jelrigeo
melanchthon,멜란히톤,melranhiton
loch,로흐,roheu
porsche,포르셰,poreusye
mohnke,몽케,mongke
boris,보리스,boriseu
bultmann,불트만,bulteuman
yıldıray,이을드라이,ieuldeurai
baştürk,바쉬튀르크,baswitwireukeu
nikolaus,니콜라우스,nikolrauseu
zinzendorf,친첸도르프,cincendoreupeu
eichler,아이클러,aikeulreo
valeska,발레스카,balreseuka
gert,게르트,gereuteu
wieker,비커,bikeo
schniewind,슈니빈트,syunibinteu
elga,엘가,elga
bukowski,부코스키,bukoseuki
kipping,키핑,kiping
hessen,헤센,hesen
meins,마인스,mainseu
axel,악셀,agsel
honneth,호네트,honeteu
kaymer,카이머,kaimeo
berling,베를링,bereulring
hansgeorg,한스게오르크,hanseugeoreukeu
gadamer,가다머,gadameo
eschenbach,에셴바흐,esyenbaheu
thielemann,틸레만,tilreman
fuchsberger,푹스베르거,pugseubereugeo
keitel,카이텔,kaitel
zimmer,치머,cimeo
mehmet,메멧,memes
kurtuluş,쿠투루스,kuturuseu
habermas,하버마스,habeomaseu
ingo,잉고,inggo
naujoks,나우욕스,nauyogseu
allien,알리엔,alrien
emmy,에미,emi
gansel,간젤,ganjel
baumann,바우만,bauman
ricarda,리카르다,rikareuda
huch,후흐,huheu
schily,실리,silri
petra,페트라,peteura
felke,펠케,pelke
schweighöfer,슈바이크회퍼,syubaikeuhoepeo
ratjen,라첸,racen
schäffer,셰퍼,syepeo
armin,아르민,areumin
laschet,라셰트,rasyeteu
ekici,에키지,ekiji
tunay,투나이,tunai
torun,토룬,torun
hochhuth,호흐후트,hoheuhuteu
grodotzki,그로도츠키,geurodoceuki
ria,리아,ria
baran,바란,baran
lenz,렌츠,renceu
karljosef,카를요제프,kareulyojepeu
rauber,라우버,raubeo
habeck,하베크,habekeu
milser,밀저,miljeo
folkerts,폴커츠,polkeoceu
rams,람스,ramseu
andersch,안더슈,andeosyu
harmel,하르멜,hareumel
straßmann,슈트라스만,syuteuraseuman
zender,첸더,cendeo
klausener,클라우제너,keulraujeneo
karin,카린,karin
büttnerjanz,얀츠,yanceu
samuel,사무엘,samuel
olivia,올리비아,olribia
pascal,파스칼,paseukal
nadja,나디아,nadia
uhl,울,ul
eich,아이히,aihi
rühmann,뤼만,rwiman
unruh,운루,unru
wöhler,뵐러,boelreo
rad,라트,rateu
knaup,크나우프,keunaupeu
zeisler,자이슬러,jaiseulreo
steltzer,슈텔처,syutelceo
magdalena,마그달레나,mageudalrena
neuner,노이너,noineo
eberhard,에버하르트,ebeohareuteu
mackensen,마켄젠,makenjen
henrich,하인리히,hainrihi
focke,포케,poke
frodeno,프로데노,peurodeno
barbara,바르바라,bareubara
sukowa,수코바,sukoba
rilke,릴케,rilke
volkelt,폴켈트,polkelteu
pachelbel,파헬벨,pahelbel
junior,보어만,boeoman
dönitz,되니츠,doeniceu
heines,하이네스,haineseu
koppe,코페,kope
leko,레코,reko
lukas,루카스,rukaseu
käsemann,케제만,kejeman
eisner,아이스너,aiseuneo
brückner,브뤼크너,beurwikeuneo
eberbach,에버바흐,ebeobaheu
schwarzschild,슈바르츠실트,syubareuceusilteu
kempf,켐프,kempeu
vogel,포겔,pogel
schellnhuber,셸른후버,syelreunhubeo
ketterle,케털리,keteolri
bothe,보테,bote
mann,만,man
kirsten,키르스텐,kireuseuten
dunst,던스트,deonseuteu
pezzaiuoli,페차이올리,pecaiolri
dietmar,디트마어,diteumaeo
lorenz,로렌츠,rorenceu
bornkamm,보른캄,boreunkam
opitz,오피츠,opiceu
lilli,릴리,rilri
palmer,팔머,palmeo
brentano,브렌타노,beurentano
ende,엔데,ende
nicolai,니콜라이,nikolrai
jaspers,야스퍼스,yaseupeoseu
simon,지몬,jimon
marquard,마르크바르트,mareukeubareuteu
henriette,헨리에테,henriete
kim,킴,kim
petras,페트라스,peteuraseu
gottlieb,고틀리프,goteulripeu
baumgarten,바움가르텐,baumgareuten
weber,베버,bebeo
judith,유디트,yuditeu
spahn,슈판,syupan
sammel,자멜,jamel
irm,임,im
hopf,호프,hopeu
berkel,베르켈,bereukel
oberth,오베르트,obereuteu
romy,로미,romi
scheler,셸러,syelreo
fox,폭스,pogseu
gieseking,기제킹,gijeking
rani,라니,rani
zapatka,차파트카,capateuka
courant,쿠란트,kuranteu
neureuther,노이로이터,noiroiteo
deutsch,도이치,doici
mahler,말러,malreo
heym,하임,haim
meinhof,마인호프,mainhopeu
tony,토니,toni
meister,마이스터,maiseuteo
ferry,페리,peri
elyas,엘리아스,elriaseu
mbarek,음바레크,eumbarekeu
kater,카터,kateo
student,슈투덴트,syutudenteu
hülkenberg,휠켄베르크,hwilkenbereukeu
granach,그라나흐,geuranaheu
margarete,마가레테,magarete
schüttelihotzky,쉬테리호츠키,switerihoceuki
winfried,빈프리트,binpeuriteu
olaf,올라프,olrapeu
scholz,숄츠,syolceu
breker,브레커,beurekeo
teuber,토이버,toibeo
wassily,바실리,basilri
kandinsky,칸딘스키,kandinseuki
augustin,아우구스틴,auguseutin
bea,베아,bea
herfurth,헤르푸르트,hereupureuteu
eigen,아이겐,aigen
wicki,비키,biki
herzberg,헤르츠베르크,hereuceubereukeu
dühring,뒤링,dwiring
delbrück,델브뤼크,delbeurwikeu
trissenaar,트리센나,teurisenna
cornelius,코르넬리우스,koreunelriuseu
agrippa,아그리파,ageuripa
nettesheim,네테스하임,neteseuhaim
alder,알더,aldeo
knoche,크노헤,keunohe
mattes,마테스,mateseu
kautsky,카우츠키,kauceuki
dehmel,데멜,demel
deisenhofer,다이젠호퍼,daijenhopeo
miroslav,미로슬라프,miroseulrapeu
klose,클로제,keulroje
moeller,묄러,moelreo
barnack,바르낙,bareunag
gerlich,게를리히,gereulrihi
nehring,네링,nering
mesut,메수트,mesuteu
özil,외질,oejil
redieß,레디스,rediseu
keilberth,카일베르트,kailbereuteu
schepmann,셰프만,syepeuman
sachsenweimar,작센바이마르,jagsenbaimareu
percy,퍼시,peosi
adlon,아들론,adeulron
bergius,베르기우스,bereugiuseu
eulerchelpin,오일러켈핀,oilreokelpin
diels,딜스,dilseu
klopp,클로프,keulropeu
engels,엥겔스,enggelseu
gropius,그로피우스,geuropiuseu
jung,융,yung
prey,프라이,peurai
münster,뮌스터,mwinseuteo
wittfogel,비트포겔,biteupogel
friedländer,프리들란더,peurideulrandeo
luigi,루이지,ruiji
colani,꼴라니,ggolrani
gerg,게르크,gereukeu
bierbichler,비어비흘러,bieobiheulreo
crüwell,크뤼벨,keurwibel
karlwilhelm,카를빌헬름,kareulbilhelreum
schlieben,슐리벤,syulriben
ziegler,치글러,cigeulreo
huber,후버,hubeo
naujocks,나우요크스,nauyokeuseu
strasser,슈트라서,syuteuraseo
böhm,뵘,boem
steinhöfel,슈타인회펠,syutainhoepel
hacks,학스,hagseu
sawallisch,자발리슈,jabalrisyu
hund,훈트,hunteu
barnaby,바르나비,bareunabi
metschurat,메추라트,mecurateu
schanelec,샤넬레크,syanelrekeu
jo,요,yo
weil,바일,bail
padberg,파트베르크,pateubereukeu
ossi,오시,osi
oswalda,오스발다,oseubalda
birthe,비르데,bireude
wolter,볼터,bolteo
tennstedt,텐슈테트,tensyuteteu
devid,데비드,debideu
striesow,슈트리조,syuteurijo
auermann,아우어만,aueoman
baki,바키,baki
davrak,다브렉,dabeureg
babbel,바벨,babel
amandus,아만두스,amanduseu
kelly,켈리,kelri
bentz,벤츠,benceu
greta,그레타,geureta
daum,다움,daum
choltitz,콜티츠,kolticeu
fredi,프레디,peuredi
bobic,보비치,bobici
hanshermann,한스헤르만,hanseuhereuman
gentner,겐트너,genteuneo
laura,라우라,raura
berlin,베를린,bereulrin
berg,베르크,bereukeu
prandtl,프란틀,peuranteul
nastassja,나스타샤,naseutasya
rosenzweig,로젠츠바이크,rojenceubaikeu
koeberlin,쾨베를린,koebereulrin
bahar,바하르,bahareu
kizil,크즐,keujeul
jawed,자베드,jabedeu
karim,카림,karim
hoss,호스,hoseu
lagerfeld,라거펠트,rageopelteu
schiffer,시퍼,sipeo
hahn,한,han
schafheitlin,샤프하이틀린,syapeuhaiteulrin
schüssler,쉬슬러,swiseulreo
fiorenza,피오렌자,piorenja
jauß,야우스,yauseu
gustaf,구스타프,guseutapeu
gründgens,그뤼드겐스,geurwideugenseu
rydzek,뤼트체크,rwiteucekeu
reinhart,라인하르트,rainhareuteu
koselleck,코젤레크,kojelrekeu
mengs,멩스,mengseu
behrens,베렌스,berenseu
mendelsohn,멘델손,mendelson
janson,얀존,yanjon
adorf,아도르프,adoreupeu
senna,세나,sena
gammour,그무르,geumureu
haushofer,하우스호퍼,hauseuhopeo
fechter,페흐터,peheuteo
suzanne,수잔,sujan
borsody,보소디,bosodi
fabian,파비안,pabian
hambüchen,함뷔헨,hambwihen
johanna,요하나,yohana
wokalek,보칼레크,bokalrekeu
veh,페,pe
kroner,크로너,keuroneo
tetzel,테첼,tecel
baldur,발두어,baldueo
friederike,프레데리케,peurederike
prochnow,프로흐노,peuroheuno
beno,베노,beno
gutenberg,구텐베르크,gutenbereukeu
borowski,보로프스키,boropeuseuki
dassler,다슬러,daseulreo
schwab,슈바프,syubapeu
bucherer,부헤러,buhereo
ettrich,에트리히,eteurihi
binnig,비니히,binihi
wolleh,볼레,bolre
ehlers,엘러스,elreoseu
helm,헴,hem
mannheim,만하임,manhaim
horkheimer,호르크하이머,horeukeuhaimeo
faust,파우스트,pauseuteu
karltheodor,카를테오도어,kareulteodoeo
zu,추,cu
guttenberg,구텐베르크,gutenbereukeu
dallmann,달만,dalman
boy,보이,boi
appel,아펠,apel
waltz,발츠,balceu
henze,헨체,hence
alt,알트,alteu
monika,모니카,monika
sozanska,조찬스카,jocanseuka
wolfhart,볼프하르트,bolpeuhareuteu
pannenberg,판넨베르크,pannenbereukeu
schieber,쉬버,swibeo
schenke,솅케,syengke
lanig,라니히,ranihi
allagui,알라구이,alragui
fitz,피츠,piceu
boas,보아스,boaseu
nguyen,응우옌,eunguyen
mohamed,무함마드,muhammadeu
zidan,지단,jidan
baader,바더,badeo
kumm,쿰,kum
althaus,알트하우스,alteuhauseu
böcker,뵈커,boekeo
frick,프리크,peurikeu
bohlen,볼렌,bolren
jüngel,융엘,yungel
steinhoff,슈타인호프,syutainhopeu
fröbe,프뢰베,peuroebe
dahrendorf,다렌도르프,darendoreupeu
kannenberg,카넨베르크,kanenbereukeu
löwith,뢰비트,roebiteu
rickert,리케르트,rikereuteu
briana,브리애나,beuriaena
banks,뱅크스,baengkeuseu
oberheuser,오버호이저,obeohoijeo
böhme,뵈메,boeme
seifert,자이페르트,jaipereuteu
lowens,로웬스,rowenseu
wolzogen,볼초겐,bolcogen
brunnhofer,브룬호퍼,beurunhopeo
emilia,에밀리아,emilria
schüle,슐레,syulre
elias,엘리아스,elriaseu
höß,회스,hoeseu
selma,셀마,selma
ergeç,에르게치,ereugeci
cretu,크레투,keuretu
sylvia,실비아,silbia
nasar,나사르,nasareu
streicher,슈트라이허,syuteuraiheo
ben,벤,ben
mayer,마이어,maieo
amschel,암셀,amsel
rothschild,로트실트,roteusilteu
antonia,안토니아,antonia
rilling,릴링,rilring
gökhan,괴크한,goekeuhan
töre,퇴레,toere
mirko,미르코,mireuko
slomka,슬롬카,seulromka
tomasz,토마시,tomasi
wałdoch,바우도흐,baudoheu
moses,모제스,mojeseu
mendelssohn,멘델스존,mendelseujon
wundt,분트,bunteu
gotell,고텔,gotel
rosberg,로스베르크,roseubereukeu
fischerdieskau,피셔디스카우,pisyeodiseukau
