éverton,艾华顿
carvalhais,卡尔瓦利艾什
ajude,阿茹迪
góis,戈伊什
torreira,托雷拉
guetim,盖廷
vermoim,韦尔莫因
gove,戈维
mancelos,曼塞卢什
padronelo,帕德罗内卢
sebolido,塞博利杜
arganil,阿加尼尔
astromil,阿斯特罗米尔
covelas,科韦拉什
eucísia,欧西西亚
soeima,索埃马
carrapatas,卡拉帕塔什
espadanedo,埃什帕内杜
selores,塞洛里什
pinela,皮内拉
novelas,诺韦拉什
cernadelo,塞尔纳德卢
múrias,穆里亚什
rossas,罗萨什
alvelos,阿尔韦卢什
alvarelhos,阿尔瓦雷柳什
alvites,阿尔维蒂什
alvito,阿尔维图
alvite,阿尔维蒂
vinhas,维尼亚什
pereiros,佩雷鲁什
póvoa,波瓦
sambade,桑巴迪
marmelos,马尔梅卢什
parambos,帕兰博斯
lagoaça,拉戈阿萨
fradizela,弗拉迪泽拉
alvaiázere,阿尔瓦亚泽里
feira,费拉
cedães,塞当伊什
ouca,欧卡
tvi,独立电视台
relíquias,雷利基亚什
amareleja,阿马雷莱雅
edroso,埃德罗索
castanheiro,卡什塔涅鲁
amendoeira,阿门多埃拉
sanhoane,萨尼奥阿尼
gebelim,热贝林
meirinhos,梅里纽什
castelãos,卡斯特朗什
olmos,奥尔穆什
peredo,佩雷多
candemil,坎德米尔
rans,兰什
amora,阿莫拉
vale,瓦莱
lixa,利沙
ancede,安塞迪
seia,塞亚
peroguarda,佩罗瓜尔达
madail,马达伊尔
quintos,金图什
sanfins,桑芬什
selmes,塞尔梅什
pedroso,佩德罗苏
minho,米尼奥省
murça,穆尔萨
perosinho,佩罗西纽
beduído,贝杜伊杜
aldreu,阿尔德雷乌
mosteirô,莫斯泰罗
alheira,阿列拉
aljubarrota,阿尔茹巴罗塔
juromenha,茹洛梅尼亚
arões,阿龙伊什
roge,罗吉
retorta,雷托尔塔
arrifana,阿里法纳
argoncilhe,阿尔贡西利
rates,拉蒂什
sortes,索尔蒂什
vandoma,万多马
valtorno,瓦莱迪托尔努
uva,乌瓦
tougues,托吉什
sandim,桑丁
guisande,吉桑德
sequeiró,塞凯罗
custoias,库斯托亚什
sanche,桑希
espargo,埃什帕尔古
alvaredos,阿尔瓦雷杜什
constantim,康斯坦丁
cartaz,卡特兹
lobão,洛邦
alcáçova,阿尔卡索瓦
quirás,吉拉什
mogofores,莫戈福里什
reguenga,雷根加
murtosa,穆尔托萨
talhadas,塔利亚达什
aguim,阿金
terena,特雷纳
fermelã,费尔梅朗
recarei,雷卡雷
escapães,埃斯卡庞伊什
vaiamonte,瓦亚蒙蒂
assumar,阿苏马尔
ossela,奥塞拉
cedrim,塞德林
pigeiros,皮热鲁什
sousel,索西尔
margem,马尔任
reguengo,雷根古
veiros,韦鲁什
casais,卡赛什
janarde,雅纳尔迪
ancas,安卡斯
urra,乌拉
fermedo,费尔梅杜
cacia,卡西亚
torrados,托拉杜什
algosinho,阿尔戈西纽
palhaça,帕利亚萨
burgo,布尔古
fortios,福尔蒂乌什
vairão,瓦伊朗
unhão,乌尼扬
tamengos,塔门戈什
mansores,曼索里什
matriz,马特里什
fajões,法容伊什
nariz,纳里什
pardilhó,帕尔迪略
vimieiro,维米埃鲁
corgo,科尔戈
terrugem,特鲁任
espinho,埃斯皮纽
belver,贝尔韦尔
escariz,埃斯卡里斯
ul,乌尔
árvore,阿尔沃里
eirol,埃鲁尔
sendas,森达什
sangalhos,桑加柳什
seroa,塞罗阿
vacariça,瓦卡里萨
dornelas,多尔内拉什
codeçoso,科德索索
soza,索萨
pindelo,平德卢
esgueira,埃什盖拉
moldes,莫尔迪什
tolosa,托洛萨
cortegaça,科尔特加萨
amieira,阿米埃拉
comenda,科门达
requeixo,雷凯舒
boim,博因
carregosa,卡雷戈萨
calvão,卡尔旺
varziela,瓦尔齐埃拉
galveias,加尔韦亚什
arada,阿拉达
tropeço,特罗佩苏
cristelos,克里斯特卢什
carreiras,卡雷拉什
montalvão,蒙塔尔旺
salreu,萨尔雷乌
troviscal,特罗维什卡尔
oiã,奥扬
orada,奥拉达
covas,科瓦什
oliveirinha,奥利韦里尼亚
lodares,洛达里什
montargil,蒙塔尔吉尔
tramaga,特拉马加
palmaz,帕尔马斯
douro,杜罗省
livre,自由
ataíde,阿塔伊迪
conímbriga,科英布里加
tsuboi,坪井
helena,海伦娜
ignez,伊格涅兹
bispo,亚瑟
nádson,纳德森
ralf,拉尔夫
teles,特莱斯
bezerra,贝塞拉
neuton,纽顿
eccel,埃塞尔
christiane,克里斯奇安妮
torloni,托尔罗尼
bamba,安德森
amoedo,阿莫阿多
helmut,赫尔穆特
sick,西克
benny,本尼
feilhaber,费尔哈伯
albuquerque,阿尔布开克
saad,萨阿德
achim,阿齐姆
steiner,施泰纳
jussiê,帕保路加西亚
adilson,艾迪臣
zeca,泽卡
pagodinho,帕戈丁
cármen,卡尔门
lúcia,露西亚
geílson,基尔臣
maurício,毛里西奥
gugelmin,古热尔明
boesel,博埃塞尔
marin,马林
correia,科雷亚
claro,克拉罗
amazonino,亚马孙诺
ribas,里巴斯
timberg,廷伯格
tarso,塔尔索
marisa,玛莉莎
scolari,斯科拉里
rego,雷戈
burti,布尔蒂
chico,奇科
landi,兰迪
ben,本
jor,乔尔
jader,贾德尔
volnei,沃内
spindler,思平德
liédson,列特臣
enrique,恩里克
bernoldi,贝尔诺迪
zetti,泽蒂
fischer,费雪
thomas,托马斯
glauber,格劳贝尔
euzébio,欧泽比奥
donizetti,多尼采蒂
jobim,裘宾
maurren,莫琳
maggi,马吉
ivete,伊维特
sangalo,桑加洛
fritz,弗里茨
franchin,弗兰茨
schiavolin,斯基亚沃林
oswaldo,奥斯瓦尔多
norberto,诺伯托
murara,穆拉拉
olavo,奥拉沃
russo,鲁索
orani,奥拉尼
tempesta,坦佩斯塔
leonel,莱昂内尔
brizola,布里佐拉
silvio,西尔维奥
lachowski,拉霍夫斯基
joel,乔尔
macedo,马塞多
deus,德乌斯
jennifer,珍妮花
o'neill,奥妮露
ronny,罗尼
heberson,赫伯森
brennand,布雷南德
maiara,玛雅拉
walsh,沃许
marina,玛丽娜
seixas,塞沙斯
cavalcanti,卡瓦尔康蒂
brandes,布兰德斯
polga,普加
maior,梅尔
aquino,阿奎诺
djair,查亚
kaye,凯伊
morelenbaum,莫雷伦鲍姆
isaac,艾萨克
karabtchevsky,卡拉布切夫斯基
helô,埃洛
elaine,埃兰妮
nei,内
moretto,莫雷托
anaílson,阿尼尔森
noleto,诺莱托
ipojucã,伊波儒卡
eliane,伊莲
ney,内伊
pequeno,佩克诺
vital,维塔尔
corbellini,科尔贝利尼
romano,罗马诺
lázaro,拉萨罗
robles,罗伯斯
eudes,埃乌德斯
oncins,翁辛斯
valdeci,瓦尔迪奇
basílio,巴基里奥
dani,丹妮
kitadai,基塔戴
simioni,西米奥尼
guy,盖伊
ecker,艾克尔
eumir,犹米勒
deodato,德奥达托
cao,卡欧
hamburger,汉巴格
werdum,温顿
wallyson,禾尼臣
ná,娜
ozzetti,奥泽蒂
rita,丽塔
lee,李
garay,加雷
cristiane,克里斯蒂安
honório,奥诺里奥
hermeto,赫梅托
baldocchi,巴尔多奇
iara,耶拉
betanin,贝塔宁
guinle,古茵勒
nildo,尼尔多
parente,帕伦特
eller,埃勒
larissa,拉里萨
jayme,杰梅
monjardim,蒙雅尔廷
alecsandro,阿莱克桑德罗
marigo,马利高
jofre,乔弗雷
girônimo,吉罗尼莫
zanandréa,扎南德雷阿
marchiori,马尔基奥里
rachel,拉谢尔
agostinho,阿戈什蒂纽
fortes,福特斯
negueba,尼古尔巴
nathan,内森
deborah,德博拉
colker,库克尔
margareth,玛格丽特
haroldo,阿罗多
arão,阿劳
juary,华利
chica,奇卡
kiko,基科
germán,格尔曼
efromovich,叶夫罗莫维奇
samir,萨米尔
ewbank,尤班克
maradona,马拉当拿
dangui,丹古
elizeu,艾利施路
marciano,马斯安奴
wellingsson,威灵臣
william,威廉
giselle,吉瑟勒尔
itié,伊迪斯
rambo,兰保
justino,犹斯定
oiticica,奥蒂西卡
rockenbach,罗肯巴赫
ximenes,希梅内斯
marochi,马罗基
marzo,马索
ítalo,伊塔洛
zappa,扎帕
antonelli,安东内利
tcheco,特切科
claudinei,克劳迪内
quirino,达席尔瓦
anuar,阿努阿尔
battisti,巴蒂斯蒂
taison,泰森
mel,梅尔
fronckowiak,佛朗科瓦克
vergilio,维基奥
bilica,比利卡
bá,巴
carina,卡里纳
beduschi,贝德施
anderle,安德利
florinda,佛洛琳达
bolkan,波坎
sanderlei,桑德雷
parrela,帕雷拉
jaílson,泰利臣
marcelino,马塞利诺
romboli,龙波利
dj,德杰
patife,帕夫
anita,阿妮塔
garibaldi,加里波第
adriane,阿德莉安妮
galisteu,加利斯特屋
rômulo,罗幕洛
zagallo,扎加洛
charlone,查朗
wellington,威灵顿
plassmann,普拉斯曼
leo,里奥
stronda,斯特龙达
glaube,古拉贝
feitosa,菲托撒
laurindo,劳林多
sette,塞特
câmara,卡马拉
darcy,达西
rezende,雷曾德
samara,萨马拉
felippo,费利波
batata,巴塔塔
dorival,多里瓦尔
peruzzo,佩鲁佐
sidney,西德尼
pullen,普伦
kopenawa,科佩纳瓦
yanomami,亚诺马米
pagu,巴古
castriani,卡斯特里亚尼
carbone,卡尔本
sonny,桑尼
mauricio,毛里西奥
perácio,佩拉西奥
evandro,伊万德罗
goebel,戈贝尔
pintado,平塔多
pontes,庞特斯
raphael,拉斐尔
roulien,罗利安
ariano,阿里亚诺
suassuna,苏萨苏纳
ramez,拉梅兹
tebet,特贝特
romão,罗马奥
chandre,尚德雷
bob,鲍伯
burnquist,勃奎斯特
nuzman,努兹曼
perla,佩拉
haneyjardine,哈莉贾德林
netinho,内蒂尼奥
amon,阿蒙
tobin,托宾
pimpão,平庞
tchô,特楚
marlos,马洛斯
etzel,埃策尔
ramiro,拉米罗
buarque,布尔克
marky,马基
abdenur,阿布德努尔
isadora,伊莎多拉
williams,威廉姆斯
rickson,瑞克森
gral,格拉尔
filipe,菲利佩
kasmirski,卡斯米尔斯基
spengler,斯宾格勒
miglioranzi,米利奥兰斯
irineu,依勒内
wilges,维尔热斯
fabio,法比奥
pirillo,皮里洛
alexander,亚历山大
kellner,克尔纳
pinho,皮尼奥
semler,塞姆勒
arnaldo,阿纳尔多
cezar,切扎尔
joe,乔
penna,佩纳
farfus,法富斯
derlei,德尔雷
ferran,费兰
gislon,吉斯隆
pere,佩德罗
casaldàliga,卡萨尔达利加
konder,康德
branco,布兰科
baiano,巴亚诺
sóbis,索比斯
vragel,维拉格尔
jarbas,阿尔巴斯
faustinho,佛斯丁尼奥
sobrinho,索布利尼奥
tim,蒂姆
eugénio,欧仁尼奥
murilo,穆里洛
túlio,图利奥
jádson,谢臣
endres,安德斯
florent,佛罗伦特
amodio,阿莫迪欧
koch,科赫
maimone,迈莫内
ávila,阿维拉
friedenreich,弗里登赖希
clasen,克拉森
waldo,华度
mozart,莫扎特
guarnieri,瓜尼埃里
wright,赖特
lyoto,流托
machida,町田
argélico,阿吉尔
ary,阿里
bornhausen,博恩豪森
miélli,米埃利
venerando,维内兰多
jadel,贾德尔
gregório,格雷戈里
friaça,弗里亚萨
sordi,索迪
marinho,马里尼奥
leivinha,李维尼亚
louzada,兰扎达
behar,贝哈尔
mônica,莫妮卡
kléber,克莱伯
giacomance,加科曼斯
zarvos,札佛斯
samuel,萨穆埃尔
alfredo,阿尔弗雷多
volpi,沃尔夫
boiadeiro,邦亚达洛
afanasieff,阿法纳西夫
blanka,布兰卡
gaúcho,高乔
enemésio,恩内梅斯欧
lazzaris,拉扎里斯
dudu,杜杜
boff,波夫
aldemir,阿尔德米尔
galera,加莱拉
gui,桂
boratto,博拉托
moderato,莫德拉托
wisinteiner,魏赛特因纳尔
sarnes,萨内斯
negrão,内格拉
reynaldo,雷纳多
gianecchini,贾内奇尼
jabor,雅伯
beato,贝亚托
reidy,雷迪
givanildo,吉万尼尔多
scheidt,沙伊特
jaques,莫伦兰
stolfi,斯托菲
carlinhos,卡连浩斯
brown,伯恩
bartolomeu,巴尔托洛梅乌
bueno,布埃诺
serginho,塞尔吉尼奥
chulapa,楚拉帕
betty,贝蒂
nelsinho,内尔西尼奥
levy,拉维
martinho,马提尼奥
vila,维拉
anysio,安西奥
eliseu,埃利塞乌
visconti,维斯孔蒂
netto,内托
marílson,马里尔森
sperafico,斯佩拉菲科
menotti,梅诺蒂
del,德尔
picchia,皮齐亚
leonízio,莱奥尼迪奥
fantoni,凡托尼
marc,马克
van,范
roosmalen,罗斯玛伦
casagrande,卡萨格兰
frei,弗雷
caneca,卡内卡
ciro,西罗
boeck,保斯克
elon,埃隆
secco,赛科
carla,卡拉
camurati,卡穆拉蒂
dalton,道尔顿
trevisan,特雷维桑
francesco,弗朗切斯科
matarazzo,马塔拉佐伯爵
mojica,莫金卡
marins,马林斯
malachias,马拉切斯
airto,艾尔托
agenor,阿吉诺
girardi,吉拉迪
rossi,罗西
frans,弗兰斯
krajcberg,克拉杰伯格
franz,弗朗兹
weissmann,魏斯曼
ferretti,费雷蒂
ohana,奥纳
pretinha,普雷蒂尼娅
max,马克斯
suellen,苏伦
altheman,阿尔泽曼
rezek,任杰克
giorgi,乔治
levir,莱维尔
culpi,库尔皮
wortmann,沃特曼
kis,基什
tunga,通加
aymoré,埃莫雷
francileudo,弗兰西莱多
lorenzo,洛伦索
fernández,费尔南德斯
boal,波瓦
chagas,查加斯
christovam,克里斯托万
herson,赫森
capri,卡普里
demian,德米安
camila,卡米拉
brait,布莱特
gleiser,格莱泽
nicolas,尼古拉斯
alcione,阿西奥
juarez,华雷斯
távora,塔沃拉
sylvio,施维奥
otto,奥托
rua,鲁阿
warwick,沃里克
estevam,埃斯特万
kerr,克尔
mahau,马奥
suguimati,苏吉马蒂
waldir,委乐得
nívea,妮维雅
stelmann,斯泰尔曼
davidson,戴维森
brandão,布兰
neeleman,尼尔曼
regina,里贾纳
ado,阿多
portoalegre,阿雷格里
ohtake,大竹
emiliano,埃米利亚诺
shelda,谢尔达
bede,比德
raoni,郝倪
harison,夏里臣
nery,尼尔
rychely,列捷尼
castroneves,卡斯特罗
razia,拉齐亚
miúcha,缪查
szidon,西登
sabrina,萨布里娜
sato,萨托
claiton,卡尔顿
fontoura,丰图拉
cadillac,凯迪拉克
pedrosa,佩德罗萨
lenk,莲克
cintia,歆缇娅
ilsinho,伊西尼奥
michael,米高
flora,弗洛拉
purim,珀林
feola,费奥拉
lauro,劳罗
escorel,埃斯科雷尔
emanuela,艾马努埃拉
ulysses,尤利西斯
brecheret,布雷谢雷
sissi,茜茜
guizzardi,吉扎尔迪
marsiglia,马尔斯利亚
yane,雅尼兹
nachtergaele,纳克加勒
leopoldo,里奥波尔多
miguez,米格斯
gleisi,格列西
hoffmann,霍夫曼
jacqueline,杰基
beth,贝丝
yoná,约纳
ferreiro,费雷罗
preguinho,普雷济尼奥
norma,诺玛
bengell,本热尔
marshall,马歇尔
brickman,布瑞克曼
sandra,桑德拉
corveloni,科维洛尼
dercy,德西
rosângela,罗桑杰拉
cacá,卡卡
vivianne,维维安娜
pasmanter,帕斯曼特
virna,维露娜
stênio,施特尼奥
elba,厄尔巴
pádua,帕多瓦
leite,雷特
patrick,帕特里克
knust,克努斯
pellicciari,佩利恰里
wanderlei,万德雷
wallid,瓦里德
ismail,依斯马尔
rosauro,罗萨罗
elis,埃莉斯
benício,本尼西奥
suplicy,苏普利西
renzo,伦佐
sthefany,斯蒂芬妮
romualdo,罗穆阿尔
arppi,阿鲁皮
andreas,安德烈亚斯
kisser,基瑟
maría,马里亚
alvear,阿尔韦亚尔
hatoum,哈图姆
lagreca,拉格瑞卡
aramburu,阿兰布鲁
thyago,蒂亚戈
trochillo,图切罗
paes,佩斯
lélis,勒里斯
lara,拉拉
charlie,查理
byrd,伯德
harrisson,哈里森
odebrecht,奥德布雷希特
marotta,马罗塔
rangel,兰热尔
murtinho,穆尔蒂纽
ruth,露丝
kedar,基达
mattar,马塔尔
pipo,皮波
derani,德拉尼
marcolino,马戈林诺
candau,坎道
barteczko,巴特斯科
barbuy,巴拜
ariel,埃里尔
negrini,内格里尼
schumacher,桑托斯
gilda,吉尔达
e,埃
ebejer,埃贝耶尔
zezé,泽塞
kassab,卡萨布
klebber,克雷贝
edvaldo,埃德瓦尔多
zélia,塞莉亚
duncan,邓肯
sanvezzo,圣维佐
denilson,德尼尔森
dimba,丁巴
serrano,塞拉诺
mengálvio,门加尔维奥
diegues,迭格斯
vasconcellos,瓦斯康塞洛斯
refosco,莱福斯科
henri,亨利
castelli,卡斯泰利
martha,玛莎
overbeck,奥弗贝克
heloísa,赫洛伊萨
dalla,达拉
vecchia,维奇亚
aloísio,类思
lorscheider,洛尔沙伊德尔
fogo,烈火
macia,马西亚
farès,法里斯
maakaroun,马卡伦
viola,维欧拉
yasmin,雅斯敏
cury,库里
bianca,比安卡
comparato,孔帕拉托
nikão,尼康
cecília,塞西莉亚
romero,罗梅罗
jucá,茹卡
christine,克里斯蒂娜
venâncio,维纳西奥
avelar,阿维拉尔
guinga,吉加
dadeus,达德乌斯
grings,格林格斯
ísis,伊斯
baleiro,巴尔鲁
bia,比阿
lage,奇
nádia,纳迪亚
lippi,里皮
sheron,谢伦
menezzes,梅内泽斯
anastasia,阿纳斯塔西亚
nicola,尼科拉
siri,西里
nicole,妮可
puzzi,波奇
rebelo,雷贝洛
nicolelis,妮可利斯
beto,贝托
richa,莉查
geovanna,格奥瓦娜
tominaga,托明加
khouri,克霍里
wyllys,威利斯
arduíno,阿尔杜伊诺
colassanti,科拉桑蒂
arlindo,阿林多
chinaglia,基纳利亚
julia,茱莉亚
bacha,巴查
cléber,克莱伯
medrado,梅德拉多
nanda,南达
menegazzo,文历加素
raia,拉亚
claudia,克劳迪娅
leitte,莱特
tato,塔托
gabus,加布斯
auricélio,奥里塞罗
edinaldo,艾迪纳尔多
athos,阿多斯
bulcão,布尔康
botelho,博特略
cleo,利奥
bial,比亚
daniele,达涅莱
alano,阿拉诺
elizabeth,伊丽莎白
savalla,萨瓦拉
lago,拉戈
luca,卡罗琳
kumahara,熊原
cleiton,克莱顿
tony,托尼
kanaan,卡纳安
valerio,瓦莱里奥
clementino,克莱门蒂诺
dina,迪娜
sfat,斯法特
ferrero,费雷罗
bete,贝特
zezeh,泽泽
tombini,汤比尼
bacelar,巴塞拉尔
otacilio,奥塔西留斯
thaila,泰拉
ayala,埃亚拉
danielle,丹妮尔
winits,温特斯
marlui,玛露伊
gauss,高斯
dick,迪克
farney,法尼
linzmeyer,林斯迈耶
josimar,祖斯马
héctor,海科特
babenco,巴班克
caco,卡科
ciocler,乔克勒
gissoni,吉索尼
lund,兰德
sganzerla,斯甘泽
bin,本
benites,索雷斯
piazza,皮亚扎
raica,拉伊卡
suzuki,铃木
ceschiatti,切斯基亚蒂
rorion,洛尔昂
meneghel,梅内格尔
irene,伊雷内
ravache,拉瓦谢
folgosi,福尔戈西
marieta,玛丽埃塔
severo,塞韦罗
kléberson,克莱贝松
davide,达维德
maluf,马鲁夫
bráulio,布罗里欧
mantovani,曼托伐尼
serrado,塞拉多
colônia,科洛尼亚
tainá,泰娜
leila,莱拉
diniz,迪尼兹
renê,雷内
tatiana,塔蒂亚娜
salem,塞勒姆
rees,雷斯
suely,苏利
rolnik,罗尔尼克
georgini,格奥尔基尼
sonia,桑妮雅
rubinsky,鲁宾斯基
olinto,奥林托
velho,韦略
genro,杰内罗
silviano,西尔维亚诺
wizard,韦泽
ismäel,伊斯梅尔
alvariza,阿尔瓦里萨
labatut,拉巴杜
goertzel,格策尔
leandson,利安臣
tales,泰利
schutz,史高斯
cauã,卡瓦
reymond,雷蒙德
gracindo,格拉辛多
carmem,卡门
othon,奥顿
rossana,罗莎娜
ghessa,格萨
grazi,格拉日丽
massafera,马萨费拉
nanini,纳尼尼
cepeda,塞佩达
christianne,克里斯蒂安妮
christina,克里斯蒂娜
andrei,安德烈
frascarelli,弗拉斯卡雷利
mattos,马托斯
izzo,伊佐
mamede,马梅德
thaís,塔伊斯
maitê,玛依黛
paolla,宝拉
lombardi,隆巴迪
paloma,帕洛玛
bernardi,贝纳尔迪
marquezine,马尔科辛
calheiros,卡列罗斯
urso,乌索
criolo,克里奥洛
fux,富克斯
geovane,吉奥万
rey,雷伊
genivaldo,杰瑞瓦多
george,乔治
arias,阿里亚斯
ronan,路兰
carolino,卡路连奴
jackson,杰克逊
cláudya,克劳迪娅
nicette,尼斯特
selton,谢尔顿
john,约翰
neschling,内西林
magalhaes,马加尔维斯
glaydson,基臣
dado,达多
dolabella,多拉贝拉
licínio,利西尼奥
azevedo,阿泽维多
célio,施利奥
redecker,雷戴克
groisman,格罗斯曼
matsunaga,松永
chiquinho,齐奎尼奥
polessa,波莱莎
leon,里昂
hirszman,海尔兹曼
fabíula,法比乌娜
débora,德博拉
lyra,莱拉
lavender,拉文达
guta,古塔
stresser,斯特雷瑟
guto,古托
deize,德兹
tigrona,蒂格罗纳
danton,丹通
hadybala,哈德森
fiorella,菲奥雷拉
mattheis,马蒂娅斯
sophie,索菲
charlotte,夏洛特
noll,诺尔
ortiz,奥尔蒂斯
lubambo,卢本博
noya,诺亚
sulzbach,苏尔茨巴赫
dorielton,多利
boris,鲍里斯
vassilievich,瓦西里耶维奇
skvortsov,斯科沃佐夫
gaia,加伊雅
bermani,伯曼妮
dom,唐
la,拉
nena,尼娜
abraham,亚伯拉罕
palatnik,帕拉特尼克
katiuscia,卡蒂乌西亚
canoro,卡诺罗
grolli,格罗利
dyanfres,迪扬夫雷斯
helder,埃尔德
barbalho,巴尔巴略
phellipe,菲利佩
haagensen,哈根森
edgar,埃德加
aldrighi,艾特列基
sant'anna,桑塔安娜
françoise,弗朗索瓦
forton,福尔东
drussyla,德吕西拉
giancarlo,贾恩卡洛
ismaily,伊斯梅利
edmar,埃德马
lais,莱丝
laudir,劳迪尔
aldir,阿尔迪尔
blanc,布兰克
assumpção,阿松桑
padovani,帕多瓦尼
celin,切林
isabel,伊莎贝尔
fillardis,菲迪斯
isabelle,伊莎贝拉
drummond,德鲁蒙德
mariah,玛丽亚
buzolin,布佐林
lidi,莉迪
tatá,塔塔
werneck,韦内克
aloizio,阿洛伊齐奥
mercadante,梅尔卡丹特阿
lua,卢瓦纳
blanco,布兰科
letícia,莱蒂西亚
wierzchowski,维日霍夫斯基
alexandré,亚历山大
chan,陈
picchi,皮基
louis,路易斯
chirillo,基里洛
nando,南多
jacksen,杰森
elisa,伊丽莎
volpatto,沃尔帕托
lino,利诺
facioli,法奇欧利
guineto,吉尼托
ananias,阿纳尼亚斯
elói,埃洛伊
patricky,帕特里克
melodia,梅乐迪阿
randolfe,兰道夫
karla,卡拉
paiakã,帕亚坎
luiza,路易莎
erundina,埃鲁迪纳
luke,卢卡
ross,罗斯
patricio,帕特里西奥
pitbull,弗莱雷
yoya,尤亚
wursch,乌尔施
abujamra,阿贾姆罗拉
kon,侃
morelli,莫雷利
meg,梅格
adnet,阿德奈特
bennett,贝内特
zaltron,扎尔特龙
amoretty,阿莫雷提
matheis,马修斯
jéfferson,杰斐逊
feijão,费让
crivella,克里韦拉
tas,塔斯
paternost,帕特诺斯特
avellar,阿维拉
fágner,法格拿
virgílio,维尔吉利奥
vasconcelos,瓦斯康塞洛斯
preta,普雷塔
nilson,尼尔臣
elber,艾尔巴
eymael,埃梅尔
bustani,布斯塔尼
daisy,黛西
lúcidi,卢西迪
patarra,帕塔拉
troyjo,特罗伊若
aché,阿切
rios,里奥斯
marilia,玛丽利亚
alysson,阿里森
paulinelli,保利内利
alê,阿莱
reginaldo,雷吉纳尔多
chay,查伊
suede,苏埃德
tabalipa,塔巴利帕
copertino,科佩尔蒂诺
lewandowski,莱万多夫斯基
renata,雷纳塔
fan,范
jece,热塞
valadão,瓦拉当
milhem,米尔黑
cortaz,考塔兹
roan,罗安
garolli,加罗利
mussum,穆苏姆
lu,吕
grimaldi,格里马尔迪
máximo,梅西莫
papaléo,帕帕莱奥
tabajara,塔巴哈拉
ruas,鲁阿斯
narubodin,纳鲁巴丁
weerawatnodom,维拉瓦诺丹
bárbara,芭芭拉
fuente,富恩特
anna,安娜
pimentel,皮门特尔
bruce,布鲁斯
gomlevsky,戈姆列夫斯基
santanna,桑塔纳
gullane,古兰
olivia,奥利维亚
byington,白灵顿
rubenilson,鲁宾利臣
bivar,比瓦尔
odete,奥黛特
cadu,卡杜
paschoal,帕斯霍阿尔
pakorn,巴功
prempak,炳巴
galhardo,加尔哈多
aníbal,阿尼巴尔
elizângela,艾莉让哲拉
mossy,莫西
mullins,穆林斯
demosthenes,德摩斯提尼
syllos,希尔洛斯
cônsul,康索
simone,西蒙妮
spoladore,斯波拉多尔
cyria,西里亚
coentro,科恩特罗
birolli,比罗里
paz,帕斯
tallys,塔利斯
taniguchi,谷口
catia,卡蒂亚
tata,塔塔
tamara,塔玛拉
tammy,塔米
calafiori,卡拉菲欧利
thereza,泰瑞莎
imanishikari,今西加里
seiblitz,塞布利兹
cardadeiro,卡达迪鲁
altino,阿尔蒂诺
marcondes,马孔德斯
pacholek,帕奇莱克
ticão,狄卡奥
dandara,丹达拉
aarão,阿朗
steinbruch,施泰因布鲁赫
azulay,阿祖莱
ada,阿达
chaseliov,查塞里奥夫
aramis,阿拉米斯
vadão,瓦当
tânia,塔尼亚
ganjaman,甘贾曼
uendel,乌恩德尔
valdeno,华甸劳
adrian,阿图罗
jaoude,鲁阿斯
carolyna,卡罗莉娜
munduruku,蒙杜鲁库
castrinho,卡斯特里尼奥
alcolumbre,阿尔科隆布尔
larriera,拉瑞莉拉
poyart,博亚尔特
cida,奇达
borghetti,博尔盖蒂
dennis,丹尼斯
ares,阿雷斯
toffoli,托夫利
desireé,德西雷
vignolli,维尼奥里
clarisse,克拉丽斯
clóvis,克洛维斯
aldri,阿尔德里
anunciação,阿诺西亚桑
costanza,科斯坦萨
pascolato,帕斯科拉托
felício,费利西奥
djenane,戴弥娜
avancini,阿万奇尼
tornaghi,托尔纳吉
mafrense,马弗伦塞
sarno,萨尔诺
gerardo,热拉尔多
juraci,茹拉西
bicudo,比古多
hylka,希尔卡
dorinha,多里
duval,杜瓦尔
fluvia,弗卢维亚
ibsen,易卜生
aguillar,阿吉拉尔
eleonor,爱雷欧诺尔
déa,迪亚
selva,塞尔瓦
dulce,杜尔塞
bauraqui,鲍拉基
surita,苏里塔
pelizzari,佩利扎里
gillray,吉尔雷
eloísa,埃洛伊莎
mafalda,马福尔达
irandhir,伊尼德尔
emilio,埃米利奥
ionei,约涅
rocco,罗科
ernani,埃内尼
erik,埃里克
marmo,马默
guel,盖尔
arraes,阿赖斯
orciollo,奥西奥洛
ivana,伊万娜
jinkings,金金斯
jakson,贾克森
follmann,弗罗曼
loup,卢普
eucir,尤西尔
evaldo,埃瓦尔多
palomanes,帕洛马内斯
mechetti,梅凯蒂
millet,米勒
jerry,杰里
adriani,阿德里亚尼
boliveira,波利维拉
jeferson,杰斐逊
jilmar,吉尔马
tatto,塔托
helton,赫尔顿
pagnoncelli,帕尼翁切利
anitelli,阿尼泰利
porchat,波尔夏
temporão,滕波朗
chachá,查查
trassi,特拉西
joffily,乔菲利
teotônio,特奥托尼奥
segurado,瑟古拉多
louzeiro,洛泽罗
hique,希克
gomez,戈麦斯
doo,杜
geddel,格德尔
jonatas,乔纳塔斯
georgiana,乔治亚娜
góes,戈埃斯
acaiabe,阿卡亚贝
mentor,门托
trajano,特拉哈诺
kate,凯特
lula,卢拉
karol,卡罗尔
conká,康卡
laila,莱拉
zaid,扎伊德
lan,蓝
lana,拉娜
rodes,罗德斯
doria,多里亚
lasier,拉西尔
pitombo,皮通博
laís,拉意丝
bodanzky,波丹斯基
