кирилл,基里尔,kirill
морозовск,莫罗佐夫斯克,morozovsk
алупка,阿卢普卡,alupka
вольск,沃利斯克,volsk
мосальск,莫萨利斯克,mosalsk
муравленко,穆拉夫连科,muravlenko
московский,莫斯科夫斯基,moskovskiy
ворсма,沃尔斯马,vorsma
воркута,沃尔库塔,vorkuta
карабаново,卡拉巴诺沃,karabanovo
воскресенск,沃斯克列先斯克,voskresensk
воткинск,沃特金斯克,votkinsk
высоковск,维索科夫斯克,vysokovsk
выкса,维克萨,vyksa
саки,萨基,saki
похвистнево,波赫维斯特涅沃,pohvistnevo
красноперекопск,克拉斯诺彼列科普斯克,krasnoperekopsk
вяземский,维亚泽姆斯基,vyazemskiy
луганск,卢甘斯克,lugansk
муром,穆罗姆,murom
мураши,穆拉希,murashi
вязники,维亚兹尼基,vyazniki
гавриловям,加夫里洛夫亚姆,gavrilovyam
мценск,姆岑斯克,mcensk
мышкин,梅什金,myshkin
стрельна,斯特列利纳,strelna
приамурье,外东北,priamure
прохоровка,普洛霍罗夫卡,prohorovka
гагарин,加加林,gagarin
гаджиево,加吉耶沃,gadzhievo
восход,沃斯霍德,voshod
сосьва,索西瓦,sosva
юдиттенкирха,尤迪滕教堂,yudittenkirha
глазов,格拉佐夫,glazov
горбатов,戈尔巴托夫,gorbatov
горнозаводск,戈尔诺扎沃茨克,gornozavodsk
голицыно,戈利齐诺,golicyno
гай,加伊,gay
галич,加利奇,galich
гдов,格多夫,gdov
раменское,拉缅斯科耶,ramenskoe
дыхтау,德赫套山,dyhtau
навашино,纳瓦希诺,navashino
наволоки,纳沃洛基,navoloki
назарово,纳扎罗沃,nazarovo
городище,戈罗季谢,gorodishche
городовиковск,戈罗多维科夫斯克,gorodovikovsk
городец,戈罗杰茨,gorodec
губкинский,古布金斯基,gubkinskiy
жешарт,热沙尔特,zheshart
нарткала,纳尔特卡拉,nartkala
кижи,基日岛的木结构教堂,kizhi
гороховец,戈罗霍韦茨,gorohovec
грайворон,格赖沃龙,grayvoron
гремячинск,格列米亚钦斯克,gremyachinsk
грязовец,格里亚佐韦茨,gryazovec
грязи,格里亚济,gryazi
называевск,纳济瓦耶夫斯克,nazyvaevsk
назрань,纳兹兰,nazran
нариманов,纳里曼诺夫,narimanov
губкин,古布金,gubkin
губаха,古巴哈,gubaha
нарофоминск,纳罗福明斯克,narofominsk
гуково,古科沃,gukovo
гудермес,古杰尔梅斯,gudermes
гурьевск,古里耶夫斯克,gurevsk
невель,涅韦尔,nevel
гусиноозёрск,古西诺奥泽尔斯克,gusinoozyorsk
гусьхрустальный,古西赫鲁斯塔利内,gushrustalnyy
невельск,涅韦尔斯克,nevelsk
невинномысск,涅温诺梅斯克,nevinnomyssk
невьянск,涅维扬斯克,nevyansk
давлеканово,达夫列卡诺沃,davlekanovo
далматово,达尔马托沃,dalmatovo
узбеки,乌孜别克族,uzbeki
аврора,阿芙乐尔号巡洋舰,avrora
дедовск,杰多夫斯克,dedovsk
орлов,奥尔洛夫,orlov
глонасс,格洛纳斯系统,glonass
дальнереченск,达利涅列琴斯克,dalnerechensk
данков,丹科夫,dankov
данилов,丹尼洛夫,danilov
таганрог,塔甘罗格,taganrog
тобольск,托博尔斯克,tobolsk
рубин,喀山红宝石足球俱乐部,rubin
нижневартовск,下瓦尔托夫斯克,nizhnevartovsk
нижнекамск,下卡姆斯克,nizhnekamsk
нефтекамск,涅夫捷卡姆斯克,neftekamsk
нефтекумск,涅夫捷库姆斯克,neftekumsk
нефтеюганск,涅夫捷尤甘斯克,nefteyugansk
нея,涅亚,neya
нерехта,涅列赫塔,nerehta
нелидово,涅利多沃,nelidovo
нерюнгри,涅留恩格里,neryungri
нестеров,涅斯捷罗夫,nesterov
нефтегорск,涅夫捷戈尔斯克,neftegorsk
нижнеудинск,下乌金斯克,nizhneudinsk
юрино,尤里诺,yurino
архара,阿尔哈拉,arhara
белоозёрский,别洛奥焦尔斯基,beloozyorskiy
гопники,高普尼克,gopniki
николаевск,尼古拉耶夫斯克,nikolaevsk
николаевскнаамуре,庙街,nikolaevsknaamure
мидланд,米德兰车队,midland
никольск,尼科利斯克,nikolsk
новоалександровск,新亚历山德罗夫斯克,novoaleksandrovsk
новоалтайск,新阿尔泰斯克,novoaltaysk
маруся,玛鲁西亚车队,marusya
новоаннинский,新安宁斯基,novoanninskiy
северсталь,北方钢铁,severstal
плесецк,普列谢茨克,pleseck
нововоронеж,新沃罗涅日,novovoronezh
мангазея,曼加泽亚,mangazeya
новодвинск,新德文斯克,novodvinsk
новокуйбышевск,新古比雪夫斯克,novokuybyshevsk
лежнево,列日涅沃,lezhnevo
анаун,阿纳温火山,anaun
мордовия,莫尔多瓦萨兰斯克足球俱乐部,mordoviya
новопавловск,新巴甫洛夫斯克,novopavlovsk
новомосковск,新莫斯科夫斯克,novomoskovsk
новоржев,新勒热夫,novorzhev
новосиль,诺沃西利,novosil
новомичуринск,新米丘林斯克,novomichurinsk
новосокольники,新索科利尼基,novosokolniki
новозыбков,新济布科夫,novozybkov
новокубанск,新库班斯克,novokubansk
ряжск,里亚日斯克,ryazhsk
киргизы,柯尔克孜族,kirgizy
новотроицк,新特罗伊茨克,novotroick
чамзинка,恰姆津卡,chamzinka
новоузенск,新乌津斯克,novouzensk
новоульяновск,新乌里扬诺夫斯克,novoulyanovsk
новоуральск,新乌拉尔斯克,novouralsk
новохопёрск,新霍皮奥尔斯克,novohopyorsk
хибины,希比内山脉,hibiny
забайкалье,外贝加尔山脉,zabaykale
ногинск,诺金斯克,noginsk
сочи,索契,sochi
новочеркасск,新切尔卡斯克,novocherkassk
новочебоксарск,新切博克萨尔斯克,novocheboksarsk
пограничный,波格拉尼奇内,pogranichnyy
норильск,诺里尔斯克,norilsk
ноябрьск,诺亚布里斯克,noyabrsk
нолинск,诺林斯克,nolinsk
нурлат,努尔拉特,nurlat
северный,谢韦尔内,severnyy
боровой,博罗沃伊,borovoy
благоево,布拉戈耶沃,blagoevo
парма,帕尔马,parma
водный,沃德内,vodnyy
кожва,科日瓦,kozhva
нытва,内特瓦,nytva
нюрба,纽尔巴,nyurba
тикси,季克西,tiksi
няндома,尼扬多马,nyandoma
нягань,尼亚甘,nyagan
охотск,鄂霍次克,ohotsk
бира,比拉,bira
облучье,奥布卢奇耶,obluche
обнинск,奥布宁斯克,obninsk
обь,鄂毕,ob
одинцово,奥金佐沃,odincovo
ожерелье,奥热列利耶,ozherele
вятское,维亚茨科耶,vyatskoe
нанайцы,赫哲族,nanaycy
деденево,杰杰涅沃,dedenevo
пятигорск,皮亚季戈尔斯克,pyatigorsk
монголы,蒙古族,mongoly
озёрск,奥焦尔斯克,ozyorsk
северомуйск,北穆伊斯克,severomuysk
озёры,奥焦雷,ozyory
трансаэро,全禄航空,transaero
коломенское,科罗缅斯克,kolomenskoe
шелехов,谢列霍夫,shelehov
окуловка,奥库洛夫卡,okulovka
олёкминск,奥廖克明斯克,olyokminsk
оленегорск,奥列涅戈尔斯克,olenegorsk
росатом,俄罗斯国家原子能公司,rosatom
юрты,尤尔特,yurty
бузулук,布祖卢克,buzuluk
онега,奥涅加,onega
омутнинск,奥穆特宁斯克,omutninsk
ореховозуево,奥列霍沃祖耶沃,orehovozuevo
оса,奥萨,osa
эльбрус,厄尔布鲁士山,elbrus
шинник,雅罗斯拉夫尔辛尼克足球俱乐部,shinnik
осинники,奥辛尼基,osinniki
остров,奥斯特罗夫,ostrov
осташков,奥斯塔什科夫,ostashkov
красный,克拉斯内,krasnyy
прогноз,预报号卫星,prognoz
островной,奥斯特罗夫诺伊,ostrovnoy
адлер,阿德列尔,adler
острогожск,奥斯特罗戈日斯克,ostrogozhsk
отрадный,奥特拉德内,otradnyy
оха,奥哈,oha
оханск,奥汉斯克,ohansk
очёр,奥乔尔,ochyor
алханай,阿尔哈奈国家公园,alhanay
кизимен,基济缅火山,kizimen
атомстройэкспорт,俄罗斯原子能出口公司,atomstroyeksport
павловск,巴甫洛夫斯克,pavlovsk
павлово,巴甫洛沃,pavlovo
палласовка,帕拉索夫卡,pallasovka
уйгуры,维吾尔族,uygury
певек,佩韦克,pevek
переславльзалесский,佩列斯拉夫尔扎列斯基,pereslavlzalesskiy
перевоз,佩列沃兹,perevoz
пересвет,佩列斯韦特,peresvet
пестово,佩斯托沃,pestovo
ангара,安加拉系列运载火箭,angara
моздок,莫兹多克,mozdok
смидович,斯米多维奇,smidovich
петровск,彼得罗夫斯克,petrovsk
волгаднепр,伏尔加第聂伯航空,volgadnepr
ардон,阿尔东,ardon
зеленогорск,泽列诺戈尔斯克,zelenogorsk
петровскзабайкальский,彼得罗夫斯克,petrovskzabaykalskiy
ванино,瓦尼诺,vanino
печора,伯朝拉,pechora
петухово,佩图霍沃,petuhovo
петушки,佩图什基,petushki
свирьстрой,斯维里斯特罗伊,svirstroy
пионерский,皮奥涅尔斯基,pionerskiy
печоры,佩乔雷,pechory
орск,奥尔斯克,orsk
торопец,托罗佩茨,toropec
питкяранта,皮特基亚兰塔,pitkyaranta
плавск,普拉夫斯克,plavsk
новокручининский,新克鲁奇宁斯基,novokruchininskiy
толбачик,托尔巴奇克火山,tolbachik
пласт,普拉斯特,plast
поворино,波沃里诺,povorino
плёс,普廖斯,plyos
явас,亚瓦斯,yavas
енисей,克拉斯诺亚尔斯克叶尼塞足球俱乐部,enisey
чернышевск,车尔尼雪夫斯克,chernyshevsk
шивелуч,舍维留奇火山,shiveluch
покачи,波卡奇,pokachi
тятя,爷爷岳,tyatya
ильинский,伊利因斯基,ilinskiy
промышленная,普罗梅什连纳亚,promyshlennaya
мариинск,马林斯克,mariinsk
полесск,波列斯克,polessk
полевской,波列夫斯科伊,polevskoy
олонец,奥洛涅茨,olonec
покровск,波克罗夫斯克,pokrovsk
стрежевой,斯特列热沃伊,strezhevoy
слюдянка,斯柳江卡,slyudyanka
ракитное,拉基特诺耶,rakitnoe
диксон,迪克森,dikson
глобус,全球巴士航空,globus
сургутнефтегаз,苏尔古特油气公司,surgutneftegaz
союзмультфильм,联盟动画电影,soyuzmultfilm
холмогоры,霍尔莫戈雷,holmogory
полысаево,波雷萨耶沃,polysaevo
ростов,罗斯托夫足球俱乐部,rostov
полярный,波利亚尔内,polyarnyy
рождествено,罗日德斯特韦诺庄园,rozhdestveno
сиверский,锡韦尔斯基,siverskiy
тайцы,泰齐,taycy
починок,波奇诺克,pochinok
пошехонье,波舍霍尼耶,poshehone
почеп,波切普,pochep
сургут,苏尔古特,surgut
порхов,波尔霍夫,porhov
поронайск,波罗奈斯克,poronaysk
приютово,普里尤托沃,priyutovo
энгельс,恩格斯空军基地,engels
приволжск,普里沃尔日斯克,privolzhsk
правдинск,普拉夫金斯克,pravdinsk
правда,真理报,pravda
спартакнальчик,纳尔奇克斯巴达足球俱乐部,spartaknalchik
джалиль,贾利勒,dzhalil
палана,帕拉纳,palana
пугачёв,普加乔夫,pugachyov
пудож,普多日,pudozh
пролетарск,普罗列塔尔斯克,proletarsk
прокопьевск,普罗科皮耶夫斯克,prokopevsk
протвино,普罗特维诺,protvino
приморскоахтарск,滨海阿赫塔尔斯克,primorskoahtarsk
чита,赤塔,chita
бта,经纬台式大型望远镜,bta
ольга,奥尔加,olga
пустошка,普斯托什卡,pustoshka
пучеж,普切日,puchezh
прохладный,普罗赫拉德内,prohladnyy
анна,安娜,anna
ноглики,诺格利基,nogliki
пущино,普希诺,pushchino
пушкино,普希金诺,pushkino
пытьях,佩季亚赫,pytyah
пыталово,佩塔洛沃,pytalovo
райчихинск,赖奇欣斯克,raychihinsk
радужный,拉杜日内,raduzhnyy
авиадвигатель,什韦措夫发动机设计局,aviadvigatel
викимапия,维基卫星地图,vikimapiya
озёрское,长滨村,ozyorskoe
лесогорское,名好町,lesogorskoe
авангард,鄂木斯克先锋,avangard
охотское,富内村,ohotskoe
корёсарам,高丽族,koryosaram
приморский,普里莫尔斯基,primorskiy
туманная,图们江,tumannaya
арти,阿尔季,arti
балтика,加里宁格勒波罗的海足球俱乐部,baltika
псебай,普谢拜,psebay
шацк,沙茨克,shack
зенит,泽尼特,zenit
серов,谢罗夫,serov
бырранга,贝兰加山脉,byrranga
бакенинг,巴克宁格火山,bakening
балакирево,巴拉基列沃,balakirevo
северодвинск,北德文斯克,severodvinsk
бурлак,纤夫,burlak
белуха,别卢哈山,beluha
аэрофлот,俄罗斯航空,aeroflot
азас,阿扎斯高原,azas
базардюзю,巴扎尔久久山,bazardyuzyu
башнефть,巴什石油公司,bashneft
бачатский,巴恰茨基,bachatskiy
нязепетровск,尼亚泽彼得罗夫斯克,nyazepetrovsk
новопокровка,新波克罗夫卡,novopokrovka
ржев,勒热夫,rzhev
шебекино,舍别基诺,shebekino
строитель,斯特罗伊捷利,stroitel
короча,科罗恰,korocha
эвенки,鄂温克族,evenki
икша,伊克沙,iksha
беленькая,别列尼卡亚火山,belenkaya
луна,月球号系列探测器,luna
сунтархаята,孙塔尔哈亚塔山脉,suntarhayata
попигай,波皮盖陨石坑,popigay
беринговский,白令戈夫斯基,beringovskiy
берёзка,小白桦商店,beryozka
берёзово,别廖佐沃,beryozovo
оймякон,奥伊米亚康,oymyakon
хребтовая,赫列布托瓦亚,hrebtovaya
средний,斯列德尼,sredniy
карелия,卡累利阿,kareliya
байкит,拜基特,baykit
аскиз,阿斯基兹,askiz
товарково,托瓦尔科沃,tovarkovo
алтухово,阿尔图霍沃,altuhovo
ордынское,奥尔登斯科耶,ordynskoe
чаны,恰内,chany
сибирский,锡比尔斯基,sibirskiy
ревда,列夫达,revda
рассказово,拉斯卡佐沃,rasskazovo
реж,列日,rezh
россошь,罗索希,rossosh
рославль,罗斯拉夫尔,roslavl
реутов,列乌托夫,reutov
родники,罗德尼基,rodniki
ртищево,勒季谢沃,rtishchevo
рошаль,罗沙利,roshal
рубцовск,鲁布佐夫斯克,rubcovsk
рудня,鲁德尼亚,rudnya
пеники,佩尼基,peniki
тургенево,屠格涅沃,turgenevo
асача,阿萨恰火山,asacha
южнокурильск,南库里尔斯克,yuzhnokurilsk
новописцово,新皮斯佐沃,novopiscovo
