lionel,利昂内尔
petagna,佩塔纳
franca,弗兰卡
sozzani,索萨尼
fioravanti,菲奥拉万蒂
susanna,苏珊娜
tamaro,塔玛洛
toldo,托尔多
pellegrini,佩莱格里尼
iva,伊娃
zanicchi,扎尼基
amelia,阿梅利亚
bonera,博内拉
buso,布索
trincavelli,特林卡韦利
cecchini,切基尼
marocchi,马罗基
messina,梅西纳
mirco,米尔科
bergamasco,贝加马斯科
ranieri,拉涅利
bergomi,贝尔戈米
greta,格蕾塔
scacchi,斯卡基
sofonisba,索福尼斯巴
anguissola,安圭索拉
romina,罗米娜
power,珀尔
dante,丹特
secchi,塞基
oreste,奥雷斯特
piccioni,皮乔尼
robotti,罗博蒂
giulini,朱里尼
facundo,法昆多
roncaglia,隆卡里亚
bino,比诺
bini,比尼
eusebio,欧塞比奥
castigliano,卡斯蒂利亚诺
lucchese,卢切斯
crisetig,基斯迪
lucarelli,卢卡雷利
berni,贝尔尼
sini,西尼
fabris,法布里斯
jury,尤里
chechi,凯基
dossena,多塞纳
esposito,埃斯波西托
silvia,西尔维亚
elia,埃利亚
tatiana,塔蒂亚娜
guderzo,古代尔佐
caterina,卡特琳娜
davinio,达维诺
fiona,菲奥娜
may,梅
datome,达托梅
pavesi,帕韦西
edith,埃迪特
gufler,古夫勒
piacenza,皮亚琴扎
ernesto,埃内斯托
bonaventura,博纳文图拉
fano,法诺
vialli,维亚利
stefania,斯特凡尼娅
belmondo,贝尔蒙多
vanessa,瓦妮莎
nina,妮娜
zilli,奇利
storari,史度拉利
ondina,翁迪娜
valla,瓦拉
arcari,阿尔卡里
giulia,朱莉娅
rondon,龙东
pruzzo,普鲁佐
bellettini,贝莱蒂尼
pierino,皮耶里诺
prati,普拉蒂
scotto,史科朵
daniela,丹妮拉
parenti,帕伦蒂
murino,莫里诺
oprandi,奥普兰迪
vittoria,维多利亚
belvedere,贝沃德拉
beccali,贝卡利
alba,阿尔巴
frangilli,弗兰吉利
bucci,布奇
baronio,巴罗尼奥
cisolla,奇索拉
fontanesi,丰塔内西
viviano,维维亚诺
safina,沙费纳
giorgetti,焦尔杰蒂
gastone,加斯托内
darè,达雷
forlani,福拉尼
russolo,鲁索洛
vegliò,韦利奥
gennari,真纳里
buzzati,布扎蒂
rigaudo,里高多
alessia,阿莱西娅
filippi,菲利皮
miuccia,缪西娅
prada,普拉达
hessler,海斯勒
giuliana,朱利亚娜
minuzzo,米努佐
bonaiuto,博纳奥图
sannino,桑尼诺
zauri,扎里
terence,特伦斯
hill,希尔
arianna,阿里安娜
follis,福利斯
rik,里克
voest,霍伊斯特
john,约翰
turturro,特托罗
giovan,乔凡尼
gaulli,高里
demetrio,德梅特里奥
albertini,阿尔贝蒂尼
racah,拉卡
comastri,科玛斯特里
caldarella,卡尔达雷拉
borini,博里尼
bellutti,贝卢蒂
casartelli,卡萨尔泰利
ardico,阿尔迪科
blanchi,布兰基
andreea,安德烈娅
stefanescu,斯特凡内斯库
cosimo,科西莫
pinto,平托
rossella,萝塞拉
fiamingo,菲亚明戈
josefa,约瑟法
idem,伊德姆
delvecchio,德尔韦基奥
oberweger,奥贝尔韦格
tosi,托西
luisi,路易西
pecci,佩奇
arrigoni,艾里格尼
coda,科达
ferrero,费列罗
tagliariol,塔利亚里奥尔
santoni,圣托尼
venturini,文图里尼
pagnini,帕尼尼
apolloni,阿波洛尼
andrei,安德烈
hugo,胡戈
herrnhof,赫恩霍夫
laurito,劳里托
birighitti,比里吉蒂
gandini,甘迪尼
toniatti,托尼亚蒂
moioli,莫约利
lamberti,兰贝蒂
isolde,伊索尔德
fognini,福尼尼
brembilla,布伦比拉
battaglia,巴塔利亚
peter,彼得
capaldi,卡帕尔蒂
urbani,武尔班尼
winkler,温克勒
siorpaes,西奥派斯
sturzo,斯图尔佐
gabriella,加布里埃拉
dorio,多里奥
michielin,米凯琳
chiatti,琪雅蒂
cigarini,奇加里尼
milena,米莱娜
canonero,坎农诺
cortese,科尔泰塞
colaussi,科劳西
giandomenico,吉安多梅尼科
mesto,梅斯托
firmani,费尔马尼
karen,卡伦
putzer,普策尔
sarfatti,萨尔法季
barzini,巴尔齐尼
fortunato,福尔图纳托
baldelli,巴尔代利
alessandra,亚历山德拉
sensini,森西尼
angella,安祖拿
marchegiani,马尔凯贾尼
gianpaolo,詹保罗
bellini,贝利尼
quintavalle,昆塔瓦莱
fontana,丰塔纳
edda,埃达
ciano,墨索里尼
biava,比阿瓦
tajani,塔亚尼
fauner,福纳
cavallo,卡瓦洛
natalia,纳塔利娅
valeeva,瓦列耶娃
crippa,克里帕
lavoratori,拉沃拉托里
lionello,廖内洛
manfredonia,曼弗雷多尼亚
cavanna,卡万纳
rossini,罗西尼
runggaldier,朗格迪尔
galliani,加利亚尼
giammario,吉亚马里奥
piscitella,皮斯奇特拉
serantoni,塞兰托尼
irene,伊雷妮
camber,坎贝尔
veneziano,韦内齐亚诺
martinello,马丁内洛
bianca,比安卡
castafiore,卡斯塔菲欧蕾
caputo,卡普托
mengoni,曼格尼
girolamo,吉罗拉莫
quaglia,夸利亚
tancredi,坦克雷迪
calcagno,卡尔卡尼奥
zucchi,祖基
toppi,托皮
belinelli,贝里内利
maurensig,莫伦希
paruzzi,帕鲁齐
raimundo,雷蒙多
andrés,安德烈斯
nocioni,诺西奥尼
edwige,爱云
fenech,芬芝
vicini,维奇尼
viola,维奥拉
manza,曼扎
romagnoli,罗马尼奥利
franceschi,弗朗切斯奇
trost,特罗斯特
annovazzi,安诺瓦齐
pisano,皮萨诺
brunet,布鲁内
sabrina,萨布丽娜
ferilli,费蕊丽
confortola,孔福尔托拉
kim,吉姆
stuart,斯图尔特
moroder,莫罗德尔
sarmiento,萨尔米恩托
nicolai,尼古拉
beniamino,贝尼亚米诺
stella,斯特拉
ruben,鲁本
buriani,布里亚尼
coldebella,科尔代贝拉
crugnola,克鲁尼奥拉
vitiello,维蒂埃洛
carfagna,卡尔法尼亚
alagna,阿蓝尼亚
lucia,露西娅
bosè,波塞
polito,波利托
niccolò,尼科洛
campriani,坎普里亚尼
seculin,塞库林
gliubich,柳比奇
caldana,卡尔达纳
gonnelli,贡内利
ragni,拉尼
cercato,切尔卡托
fuser,富塞尔
giacoppo,贾科波
randazzo,兰达佐
mazzoni,马佐尼
fljura,弗柳拉
bulatova,阿巴特布拉托娃
ottavia,奥塔维娅
piccolo,皮科洛
elisabetta,伊丽莎白
perrone,佩罗内
menotti,梅诺蒂
bo,博
tana,塔娜
french,法兰琪
marisa,玛莉莎
pavan,帕万
messe,梅塞
piaggi,皮亚姬
favalli,法瓦利
virno,维尔诺
biraghi,比拉吉
ladislao,拉迪斯劳
mittner,密特那
ferrini,费里尼
castano,卡斯塔诺
agliardi,阿格利亚迪
außendorfer,奥森多费尔
lukas,卢卡斯
hofer,霍费尔
nela,内拉
bogdan,波格丹
rath,拉特
antenucci,安特努西
maenza,马恩扎
capasso,卡帕索
vignola,维尼奥拉
amintore,阿明托雷
fanfani,范范尼
rivalta,里瓦尔塔
fabrizia,法布里齐亚
d'ottavio,多塔维奥
valoti,瓦洛蒂
insigne,因西涅
masseroni,马塞罗尼
perin,比连
evangelisti,埃万杰利斯蒂
meggiorini,梅吉奥里尼
delfo,德尔福
scalzone,斯卡尔佐内
vivolo,维沃洛
piovaccari,皮奥瓦卡里
pegolo,佩戈罗
marcelo,马塞洛
damião,达米昂
fresi,弗雷西
billy,比利
more,默尔
pellegrino,佩莱格里诺
valbusa,瓦尔布萨
porcellato,波尔切拉托
ametrano,阿梅特拉诺
ferragamo,菲拉格慕
pantani,潘塔尼
pecchia,佩基亚
magris,马格里斯
ylenia,伊莱尼娅
scapin,斯卡平
nostini,诺斯蒂尼
errigo,埃里戈
sabina,萨宾娜
mannone,曼诺尼
xuxa,舒莎
tarantino,塔兰蒂诺
campatelli,坎帕泰利
presciutti,普雷休蒂
savorini,萨沃里尼
jennifer,珍妮弗
isacco,伊萨科
raimondi,雷蒙迪
palladino,帕拉迪诺
agostini,阿戈斯蒂尼
albertazzi,阿尔贝塔奇
tiberio,蒂贝里奥
guarente,瓜伦特
terzi,特泽
perico,佩里科
raimondo,雷蒙多
d'inzeo,丁泽奥
antei,安迪
denis,丹尼斯
marconato,马尔科纳托
lentini,伦蒂尼
fabiola,法比奥拉
gianotti,吉亚诺提
amos,阿莫斯
melissa,梅丽莎
satta,萨塔
cren,克伦
benini,贝尼尼
natalina,纳塔利娜
ferdinando,费迪南多
terruzzi,泰鲁齐
pezzo,佩佐
perona,佩罗纳
elkann,埃尔坎
pizziolo,皮齐奥洛
betti,贝蒂
ezio,埃齐奥
pascutti,帕斯库蒂
alfieri,阿尔菲耶里
aliberti,阿利贝蒂
cassina,卡西纳
anželika,安热莉卡
savrajuk,萨夫拉尤克
erspamer,埃尔斯巴美尔
tardelli,塔尔德利
canalis,卡娜丽斯
marilungo,马里伦戈
dacia,达契亚
maraini,马拉伊尼
rombaldoni,龙巴尔多尼
montano,蒙塔诺
tagliavento,塔伊亚文托
domizzi,多米齐
leandro,莱安德罗
floccari,弗洛卡里
fulco,富尔科
ruffo,鲁佛
calabria,卡拉布里亚
dell'uomo,德洛莫
antonazzi,安东纳齐
cardullo,卡尔杜洛
lanzi,兰齐
galante,加兰特
sampirisi,桑皮里西
arnaboldi,阿尔纳博尔迪
maino,马伊诺
agnese,阿涅塞
allegrini,阿莱格里尼
mussolini,墨索里尼
pininfarina,宾尼法利纳
dolce,多尔切
cipriano,奇普里亚诺
chemello,凯梅洛
togut,托古特
meglio,梅利奥
sardi,萨尔迪
savani,萨瓦尼
furno,福诺
brandi,布兰迪
masala,马萨拉
quinzi,昆齐
danio,达尼奥
zaninetta,扎尼内塔
olmi,奥尔米
azzini,阿齐尼
emilio,埃米利奥
badini,巴迪尼
sibilla,西比拉
aleramo,阿勒拉莫
tania,塔尼娅
martines,马提尼斯
riz,里兹
ortolani,欧特拉尼
occhiuzzi,奥基乌齐
branca,布兰卡
mannini,曼尼尼
velleda,韦莱达
cesari,切萨里
cheli,凯利
sanzo,桑佐
modica,莫迪卡
tarana,塔拉纳
gioconda,希奥孔达
belli,贝利
pittis,皮蒂斯
altimani,阿尔蒂马尼
ara,阿拉
ardissone,阿尔迪索内
arrigo,阿里戈
sacchi,萨基
nobile,诺毕尔
mandrini,曼德里尼
donagrandi,多纳格兰迪
lodetti,洛代蒂
peluso,佩鲁索
yvonne,伊冯娜
rüegg,吕埃格
chizzo,基佐
natale,纳塔莱
bona,博纳
gallavotti,加拉沃蒂
franceschini,弗朗切斯基尼
boffi,博菲
pioli,皮奥利
gabbana,加巴纳
miele,米勒
fusi,富西
bellusci,贝卢斯奇
balzaretti,巴尔扎雷蒂
zenga,曾加
filippino,菲利皮诺
piola,皮奥拉
oppes,奥佩斯
fiorillo,菲奥里洛
martone,马尔多那
brighenti,布里根蒂
dave,戴夫
rodgers,罗杰斯
patrizio,帕特里齐奥
oliva,奥利瓦
corti,科蒂
germano,杰尔马诺
fogli,福利
traversa,特拉韦尔萨
draghi,德拉吉
donadoni,多纳多尼
peruzzi,佩鲁齐
tizzano,蒂扎诺
cigoli,齐戈里
colbertaldo,科尔贝塔尔多
rubeo,鲁贝奥
mora,莫拉
pellizzari,佩利扎里
peretti,佩雷蒂
vanni,瓦尼
lisandro,利桑德罗
lópez,洛佩斯
santon,桑顿
baricco,巴利科
schillaci,斯基拉奇
gallegati,加莱加蒂
galliano,加利亚诺
libero,利贝罗
rienzo,里恩佐
rosetti,洛锡迪
premier,普雷米耶
rodigari,罗迪加里
sirigu,西里古
serse,塞尔塞
cosmi,科斯米
ruffini,鲁菲尼
dominik,多米尼克
windisch,温迪施
abbondanzieri,阿邦丹谢里
moratti,莫拉蒂
montella,蒙特拉
orlando,奥兰多
viviani,维维亚尼
laurentiis,劳伦提斯
caglieris,卡列里斯
bosisio,博西西奥
bisiani,比夏尼
benvenuti,本韦努蒂
parisi,帕里西
bettini,贝蒂尼
barone,巴罗内
abdon,阿布东
pamich,帕米克
fantato,凡塔托
ponti,蓬蒂
pierre,皮尔
cardin,卡登
ravanelli,拉瓦内利
scirea,西雷阿
cois,科伊斯
bolzoni,博尔佐尼
vandelli,万代利
cozzi,柯齐
leopoldo,莱奥波尔多
ongaro,翁加罗
gabriotti,加布廖蒂
milanoli,米拉诺利
crocco,克罗科
giannessi,詹内西
martino,马蒂诺
benevolo,本奈沃洛
saccaro,萨卡罗
pozzi,波齐
negri,内格里
palmiro,帕尔米罗
togliatti,陶里亚蒂
aradori,阿拉多里
pastore,帕斯托雷
gioia,焦娅
marzocca,马尔佐卡
profaci,普罗法奇
spalletti,斯帕莱蒂
palombo,帕隆博
brocchi,布罗基
agamben,阿甘本
legrottaglie,莱罗塔列
aloisi,阿洛伊西
terranova,特拉诺瓦
protti,普罗蒂
perniola,佩尔尼奥拉
greco,格雷科
calabrese,卡拉布雷塞
marchese,马尔凯塞
lanzoni,兰佐尼
garritano,加里塔诺
beretta,贝雷塔
fubini,富比尼
ferretti,费雷蒂
benny,班尼
joel,乔尔
mchale,麦克哈尔
garrone,加洛尼
ungaretti,翁加雷蒂
margiotta,马尔焦塔
lando,兰杜
buzzanca,布赞卡
brambati,布兰巴蒂
rasetti,拉塞蒂
zampori,赞波里
battistelli,巴蒂斯泰利
guzzoni,古佐尼
ivo,伊沃
stefanoni,斯特凡诺尼
dragan,德拉甘
travica,特拉维察
ferreyra,费雷拉
lajolo,拉约洛
lamborghini,蓝宝坚尼
borsellino,博尔塞利诺
maxi,马克西
riina,里纳
ravagnan,拉瓦尼安
padelli,帕德利
masetti,马塞蒂
boni,博尼
bruson,布鲁松
gatti,加蒂
aymonino,艾莫尼诺
becchi,贝基
stephen,史蒂芬
spinella,史宾尼拉
massazza,马萨扎
bresciano,比斯安奴
rosso,罗索
fiorentino,菲奥伦蒂诺
miconi,米科尼
massullo,马苏洛
mazzone,马佐内
edgardo,埃德加多
toetti,托埃蒂
edmondo,埃德蒙多
fabbri,法布里
nibali,尼巴利
scozzoli,斯科佐里
radice,拉迪切
giurato,朱拉托
hübner,许布纳
pistone,皮斯托内
pivatelli,皮瓦泰利
ceresoli,切雷索利
boninfante,博宁范特
arcadio,阿尔卡迪奥
venturi,文图里
gassmann,加斯曼
gamberini,甘贝里尼
hackett,哈科特
tinto,丁度
brass,巴拉斯
attolico,阿托利科
del,德尔
monaco,摩纳哥
ogbonna,奥邦纳
tassotti,塔索蒂
parola,帕罗拉
recalcati,雷卡尔卡蒂
rovelli,罗威利
alves,阿尔维斯
zanetti,扎内蒂
janni,扬尼
scalzo,斯卡尔佐
bearzot,贝阿尔佐特
pagliuca,帕柳卡
ragno,拉尼奥
menichelli,梅尼凯利
ivanoe,伊万诺埃
bonomi,博诺米
caldirola,卡尔迪罗拉
pirzio,皮尔齐奥
biroli,比罗利
vanzetta,万泽塔
parolo,帕罗洛
corelli,科雷利
d'alessandro,达历山德罗
ezzati,埃扎蒂
andrello,安德雷略
molinaro,莫利纳罗
ranocchia,拉诺基亚
egisto,埃吉斯托
pandolfini,潘多尔菲尼
fritz,弗里茨
dennerlein,登纳莱因
bolelli,博莱利
schiavio,史基亚维奥
barison,巴里松
elvio,埃尔维奥
banchero,班凯罗
grandoni,格兰多尼
favero,法维罗
savino,萨维诺
guglielmetti,古列尔梅蒂
cavallisforza,卡瓦利斯福扎
rizzoli,里索利
belleri,贝莱里
rodríguez,洛迪古斯
barbieri,巴尔别里
bocchetti,博凯蒂
bargnani,巴尔尼亚尼
santelli,圣泰利
trivini,特里维尼
gerhard,格哈德
plankensteiner,普兰肯施泰纳
garin,加林
battistini,巴蒂斯蒂尼
bassi,巴斯
perazzolo,佩拉佐洛
giorgetto,乔盖托
giugiaro,乔治亚罗
fiori,菲奥里
donadel,多纳代尔
caruso,卡鲁索
zaccheroni,扎凯罗尼
barocci,巴罗奇
manlio,曼利奥
brosio,布罗西奥
mascarenhas,马什卡雷尼亚什
bortolami,博托拉米
antibo,安蒂博
sabbatini,萨巴蒂尼
albarello,阿尔巴雷洛
leoncini,莱翁奇尼
poletti,波莱蒂
florenzi,弗洛伦齐
pettenella,佩泰内拉
taviani,塔维亚尼
bulleri,布莱里
generali,杰内拉利
savoldi,萨沃尔迪
fassi,法西
buonocore,博诺科雷
franchi,弗兰基
tuia,图亚
zingaretti,津加雷蒂
marzorati,马尔佐拉蒂
vidoz,维多兹
guadagnino,格达戈尼诺
puliti,普利蒂
rossano,罗萨诺
galtarossa,加尔塔罗萨
birarelli,比拉雷利
salvini,萨尔维尼
sebastián,塞巴斯蒂安
dubarbier,杜巴比尔
roland,罗兰
caprio,卡普里奥
bernardini,贝尔纳迪尼
zenari,泽纳里
alexandra,亚历山德拉
araujo,阿劳若
bonazzoli,博纳佐利
spinosi,斯皮诺西
castellini,卡斯泰利尼
bramucci,布拉穆奇
simonetti,西蒙内蒂
zaccarelli,扎卡雷利
fabra,法布拉
johann,约翰
passler,帕斯勒
bozzao,博扎奥
anesi,阿内西
caprile,卡普里莱
oswald,奥斯瓦尔德
haselrieder,哈泽尔里德
volk,沃尔克
morini,莫里尼
josef,约瑟夫
polig,波利希
alesina,阿莱西那
oberburger,奥贝布格尔
werner,维尔纳
kiem,基姆
erwin,艾文
stricker,斯特里克
nicolao,尼克劳
dumitru,杜米特鲁
mastrangelo,马斯特兰杰洛
soragna,索拉尼亚
papi,帕皮
fagone,法戈内
lidia,利迪娅
trettel,特雷特尔
carta,卡塔
sirola,西罗拉
pinarello,皮纳雷洛
romiti,罗米蒂
andreolo,安德烈奥洛
bressan,布雷桑
sgheiz,斯盖伊兹
luke,卢克
mclean,麦克林
margaglio,马尔加利奥
olivieri,奥利维耶里
silipo,西利波
pinotti,彼诺提
morale,莫拉莱
nones,诺内斯
frollo,弗罗洛
sante,桑特
gaiardoni,加亚尔多尼
jacopo,雅科波
bradleyfulgoni,巴特里富高尼
perucconi,佩鲁科尼
porro,波罗
pizzo,皮佐
ambrosio,安布罗西奥
malaguzzi,马拉古齐
regge,雷吉
parmitano,帕尔米塔诺
marin,马林
luciana,卢西亚娜
ottaviani,奥塔维娅尼
pittella,皮泰拉
cagol,卡戈尔
maurizia,毛里齐娅
cacciatori,卡恰托里
magnifico,马尼菲科
lanfranco,兰弗兰科
sébastien,塞巴斯蒂安
corchia,科齐亚
mazza,马扎
giangiacomo,詹贾科莫
feltrinelli,菲尔特里内利
simon,西蒙
laner,兰纳
cacciatore,卡恰托雷
pisoni,皮索尼
bruna,布鲁纳
brusati,布鲁萨蒂
muzzi,穆齐
bendandi,本丹迪
burini,布里尼
burlando,布兰多
bianchetto,比安凯托
rotunno,罗通诺
gentiloni,真蒂洛尼
pasinati,帕西纳蒂
karl,卡尔
brunner,布伦纳
benussi,贝努西
bentivoglio,本蒂沃利奥
salviati,萨尔维亚蒂
innocenti,因诺琴蒂
gottlieb,戈特利布
taschler,塔施勒
tononi,托诺尼
berardo,贝拉尔多
rinaldi,里纳尔迪
capuano,卡普阿诺
becciu,贝丘
pignatti,皮尼亚蒂
kurt,库尔特
brugger,布鲁格
ermes,埃尔梅斯
muccinelli,穆奇内利
antonino,安东尼诺
viganò,维加诺
cardarelli,卡尔达雷利
carpaneda,卡尔帕内达
bosetti,博塞蒂
dami,达米
gilberto,吉尔伯托
noletti,诺莱蒂
atzori,阿措里
cappelli,卡佩利
kanizsa,卡尼萨
cappello,卡佩洛
carapellese,卡拉佩莱塞
turrini,图里尼
liddi,利迪
venier,韦涅尔
carobbi,卡罗比
formenti,福尔门蒂
coarelli,科尔利
wick,威克
grifo,格里福
anastasia,阿纳斯塔西亚
jessica,杰茜卡
curcio,库尔乔
clemenza,克莱门扎
bertolacci,贝尔托拉奇
valcareggi,瓦尔卡雷吉
bonichon,博尼雄
lucchini,卢基尼
volpi,沃尔庇
lonzi,隆齐
francini,弗兰奇尼
beghetto,贝盖托
molinari,莫利纳里
gazzi,加齐
thomas,托马斯
prugger,普鲁格
piovani,皮奥瓦尼
rossetti,罗塞蒂
bartalini,巴尔塔利尼
sancassani,圣卡萨尼
ghidini,吉迪尼
morbiato,莫尔比亚托
gozzi,戈齐
cervato,切尔瓦托
biagi,比亚吉
morbidelli,莫比代利
marzi,马尔齐
tiberti,蒂贝蒂
jonalasinio,约纳拉西尼奥
parodi,帕罗迪
cassani,卡萨尼
ursi,乌尔西
mastromarino,马斯特罗马里诺
tubino,图比诺
contessi,孔泰西
casari,卡萨里
tonani,托纳尼
emmanuel,埃曼努埃尔
cascione,卡西奥内
reggio,雷焦
costigliolo,科斯蒂廖洛
bracci,布拉奇
matteucci,马泰乌奇
cioni,乔尼
balleri,巴莱里
scher,斯凯尔
plazzer,普拉泽尔
garzelli,加尔泽利
barsotti,巴尔索蒂
vestrini,韦斯特里尼
gargano,加尔加诺
manuela,曼努埃拉
secolo,塞科洛
maicol,麦科
verzotto,韦尔佐托
d'altrui,达尔特鲁伊
ghiardello,吉亚尔代洛
cossu,科苏
tamberi,坦贝里
mino,米诺
raiola,拉伊奥拉
villa,维拉
ghella,盖拉
romolo,罗莫洛
bizzotto,比佐托
cornaggiamedici,科尔纳贾梅迪奇
casagrande,卡萨格兰德
nowak,诺瓦克
maestrelli,马埃斯特雷利
falco,法尔科
navarria,纳瓦里亚
brienza,布里恩扎
panerai,帕内拉伊
roldano,罗尔达诺
alberani,阿尔贝拉尼
segre,塞格雷
montenegro,蒙泰尼格罗
miani,米亚尼
pollio,波利奥
michela,米凯拉
quattrociocche,夸特罗乔凯
mangiacapre,曼贾卡普雷
ruggero,鲁杰罗
maregatti,马雷加蒂
cazzola,卡佐拉
emidio,埃米迪奥
cavigioli,卡维焦利
janich,亚尼奇
cella,切拉
cera,切拉
petrocchi,彼得罗基
ogna,奥尼亚
aspromonte,阿斯普罗蒙特
traiola,特拉伊奥拉
steffè,斯泰费
bertelli,伯特利
nicolò,尼科洛
cherubin,切鲁宾
baldisseri,巴尔迪塞利
girone,吉隆
vania,瓦尼亚
mello,梅洛
camporese,坎波雷塞
banti,班蒂
guerrini,圭里尼
pigaiani,皮加亚尼
matías,马蒂亚斯
vecino,贝西诺
campelli,坎佩利
santin,桑廷
binaschi,比纳斯基
emanuela,埃马努埃拉
pierantozzi,皮耶兰托齐
bocchino,博基诺
lucidio,卢奇迪奥
sentimenti,森蒂门蒂
mizzau,米扎乌
felugo,费卢戈
franceschina,弗兰切斯基纳
gildo,吉尔多
roman,罗曼
arcidiacono,阿尔奇迪亚科诺
capelli,卡佩里
comandini,科曼迪尼
agamennoni,阿加门诺尼
arconovaldo,阿尔科诺瓦尔多
bonacorsi,博纳科西
perpetuini,佩普图尼
frison,弗里森
scuri,斯库里
raineri,拉伊内里
anglesio,安格莱西奥
annapia,安娜皮娅
gandolfi,甘多尔菲
pellini,佩利尼
cipressa,奇普雷萨
barba,巴尔巴
chiavacci,基亚瓦奇
consigli,孔西利
rivolta,里沃尔塔
rozzi,罗斯
pesce,佩谢
gilardoni,吉拉尔多尼
todisco,托迪斯科
zardini,扎尔迪尼
gaia,盖亚
bassani,巴萨尼
antivari,安蒂瓦里
dentale,登塔莱
sassoli,萨索利
benelli,贝内利
catello,卡泰洛
amarante,阿马兰特
tozzi,托齐
deni,德尼
fiorentini,菲奥伦蒂尼
coletti,科莱蒂
comotto,科莫托
pozzecco,波泽科
zanni,赞尼
tonelli,托内利
spallino,斯帕利诺
calatroni,卡拉特罗尼
arena,阿雷纳
amitrano,阿米特拉诺
forciniti,福尔奇尼蒂
polonara,波罗纳拉
melli,梅利
vecchi,韦基
gregorio,格雷戈里奥
paltrinieri,帕特里尼耶里
cantone,坎托内
cambiaso,坎比亚索
gallo,加洛
aicardi,艾卡尔迪
pastorino,帕斯托里诺
simona,西蒙娜
gioli,姬奥莉
gionta,琼塔
ghira,吉拉
catalano,卡塔拉诺
garzi,加尔齐
branzi,布兰齐
caianiello,卡亚涅洛
palumbo,帕伦博
mikelangelo,米开朗基罗
loconte,乐孔特
ivanov,伊万诺夫
menegazzi,梅内加齐
lucchetti,卢凯蒂
annoni,安诺尼
latino,拉蒂诺
galasso,加拉索
giliante,吉利安特
d'este,德斯特
freschi,弗雷斯基
crivelli,克里韦利
marcelli,马尔切利
costantino,科斯坦蒂诺
morigi,莫里吉
luigina,路易吉娜
giavotti,贾沃蒂
gschnitzer,克施尼策尔
invernizzi,因韦尔尼齐
