de_toːmas	托马斯
de_viːskøtɐ	维斯克特
de_ʃult͡sə	舒尔策
de_eɐnstɡyntɐ	恩斯特君瑟
de_kaɐlhainʁix	卡尔海因里希
de_kʁotdek	格罗德克
de_ʁokɡə	罗格
de_koɐnel	科内尔
de_boɐxeɐs	博尔歇斯
de_landauɐ	兰道尔
de_vily	威利
de_helpax	赫尔帕奇
de_viːkeɐt	威克尔特
de_hustɐ	胡斯特尔
de_laskeɐʃylɐ	拉斯克许勒尔
de_hoɐx	霍希
de_fitoːʀio	维托里奥
de_høslə	赫斯勒
de_laufɐ	劳费尔
de_empdən	恩伯登
de_boːdo	博多
de_bitnɐ	比特纳
de_meːlitaː	梅莉塔
de_zolman	绍尔曼
de_holɡɐ	霍尔格
de_doːnányiː	多赫南伊
de_bol	波尔
de_hokə	霍克
de_leːmelsən	莱默尔森
de_notdak	诺达克
de_aiənem	艾内姆
de_jaeːnekə	耶内克
de_kliːɡel	克利格尔
de_ʃot	肖特
de_ziːɡfʁiːt	西格弗里德
de_pʁiːt͡skə	布里茨克
de_kaːʀoːlinə	卡罗琳
de_liŋk	林克
de_naimkə	奈姆克
de_uːlai	乌雷
de_plokhaus	普洛格豪斯
de_zeːfeʀiŋk	塞弗林
de_beːʀəns	贝伦斯
de_kony	康妮
de_vasmut	瓦斯穆特
de_aneːmaːʀiə	安玛丽
de_t͡simeɐman	齐默尔曼
de_kaːɐ	卡尔
de_jesiːkaː	洁西卡
de_ʃvaɐt͡s	施瓦茨
de_kap	卡普
de_laŋən	朗根
de_sylkə	西尔克
de_hilpeɐt	希尔珀特
de_eɐt͡sbeɐɡɐ	埃茨贝格尔
de_tilkə	蒂尔克
de_ʁoːledɐ	罗勒德尔
de_juːlian	尤利安
de_uɐsuːlaː	乌尔苏拉
de_hol	霍尔
de_alikə	爱丽丝
de_ʃvaɐt͡sɐ	施瓦泽
de_zeɐɡə	塞尔吉
de_knabʁy	格纳布里
de_mynt͡sənbeɐk	明岑贝格
de_ɡalənbeɐɡɐ	加伦贝格尔
de_ʃønfeldɐ	舍恩菲尔德
de_hof	霍夫
de_lut͡s	卢茨
de_alteːpost	阿尔特波斯特
de_kemɐ	克默尔
de_joːhanaː	约翰娜
de_boɐman	博尔曼
de_haːman	哈曼
de_kʁupaː	克鲁帕
de_jutaː	尤塔
de_ɡundɐ	冈德
de_neːʀius	内里乌斯
de_ʁøslɐ	勒斯勒尔
de_hosbax	霍斯巴赫
de_kiɐstən	基尔斯滕
de_mynxov	明肖
de_boːʀis	鲍里斯
de_xain	柴恩
de_hanfstaənɡl	汉夫斯坦格尔
de_t͡saːxaʀias	查哈里亚斯
de_t͡sap͡f	察普夫
de_ʁiːdiçɐ	里迪格
de_kiːkeːʀoː	自茨乐
de_ʃlaiɐ	施莱尔
de_ʃpaɐvasɐ	施帕瓦塞尔
de_ʃaup	绍布
de_zas	萨斯
de_ʃøps	索普斯
de_ɡuiːdoː	吉多
de_vesteɐvelə	威斯特威勒
de_aɐnolt	阿诺德
de_ʃiːʀax	席拉赫
de_koestɐ	克斯特
de_bənjaːmin	本亚明
de_ʃtaɐkə	施塔克
de_maɐfin	马文
de_platənhaɐt	普拉滕哈特
de_kaspaɐ	卡斯帕
de_ʃambeɐɡɐ	尚伯格
de_disl	迪斯尔
de_nystat	尼斯塔
de_olə	奥勒
de_ʃeːʀən	舍伦
de_kiːsliŋk	基斯林
de_ʃmitiseɐstet	施密特伊瑟施泰特
de_maus	毛斯
de_maːʀiːnaː	玛丽娜
de_kiːl	基尔
de_ekhaɐt	艾克哈特
de_tolə	托勒
de_haːfənstain	哈芬史坦
de_pʁaun	布劳恩
de_t͡soɐn	佐恩
de_p͡fuŋst	丰斯特
de_feːʀoːniːkaː	维罗尼卡
de_feɐʁes	费瑞尔
de_zeːɡuin	泽金
de_ʃvəntkə	史温凯
de_diɐleːvaŋɐ	迪勒万格
de_ʁal	拉尔
de_maɐtiənaː	马丁娜
de_aɐmpʁustɐ	安布鲁斯特
de_aman	阿曼
de_kont͡sə	孔兹
de_paːʃən	帕邢
de_pluːməntʁit	布鲁门特里特
de_ʃyɐʁlə	舒贺尔尼
de_kempkaː	肯普卡
de_mikə	米克
de_fʁant͡s	弗朗茨
de_poltɐ	波尔特
de_pʁyːl	布吕尔
de_liliː	莉莉
de_baːdelt	巴德尔特
de_hanaːvalt	汉纳瓦尔德
de_t͡siːtən	齐滕
de_kt͡suːdaj	楚达伊
de_ʃpiːkeɐman	施皮克曼
de_xemnit͡s	开姆尼茨
de_kʁaebə	格雷贝
de_maɐtaː	玛尔塔
de_mødl	莫德尔
de_hausdiŋk	豪斯丁
de_ɡeːʀalt	格拉尔德
de_ɡøtiŋk	戈廷
de_baɐtkoː	巴特科
de_kiːʀiaːsis	基里亚西斯
de_maːʀion	玛丽昂
de_meːt͡siŋɐ	梅辛革
de_ɡiːsekə	吉塞克
de_filxnɐ	菲尔希纳
de_kʁiːɡɐ	克里格
de_baum	鲍姆
de_kaɐlaːdolf	卡尔阿道夫
de_holit	霍利特
de_pʁilɐ	匹勒
de_helfeːʀix	赫弗里希
de_miə	米
de_miːɡel	米盖尔
de_daslɐ	达斯勒
de_ʁikkoː	里科
de_ʁixtɐ	里希特
de_teɐboːfən	特博文
de_ʁoːsənbauɐ	罗森鲍尔
de_kelɐ	凯勒
de_ʁaistɐ	雷斯特
de_maksiː	玛克西
de_heɐbɐ	赫贝尔
de_ploxvit͡s	布洛赫维茨
de_peːt͡solt	佩措尔德
de_lai	莱伊
de_laʃ	拉施
de_ʃpeɐʁlə	施佩勒
de_ɡuːdeːʀian	古德里安
de_maɐkusə	马尔库塞
de_klum	克林
de_kamlɐ	卡姆勒
de_ʁeːné	勒内
de_əndeɐs	恩德斯
de_pluːməntal	布卢门撒尔
de_maːʀiːluisə	玛丽路易斯
de_flaisɐ	弗莱瑟
de_kʁuʃkə	格鲁施克
de_zindeɐman	辛德曼
de_ʁaŋknik	朗尼克
de_ʃøːnauh	舍瑙
de_betiːnaː	贝蒂娜
de_baːbok	巴博克
de_ɡotlop	戈特洛布
de_fʁeɡə	弗雷格
de_naːtaliə	纳塔莉
de_ɡaiesənbeɐɡɐ	盖森贝格尔
de_mølɐ	默勒
de_eːɐhof	埃尔霍夫
de_fʁaieːeɐʁ	弗赖赫尔
de_ʃtaːkelbeɐk	斯塔克尔贝格
de_nuselt	努塞尔特
de_knoːbelsdoɐf	克诺贝尔斯多夫
de_kaːmil	卡米尔
de_klik	格里克
de_tot	托特
de_ely	埃利
de_nai	奈伊
de_ʁaus	劳斯
de_momsən	蒙森
de_palm	帕尔姆
de_maik	迈克
de_bulman	布尔曼
de_mynteːfeʀiŋk	明特费林
de_bakhaus	巴克豪斯
de_ekaɐt	埃卡特
de_pʁauŋaɐt	布朗嘉
de_fʁit͡ʃə	弗里切
de_jeːhuːdaː	耶胡达
de_amiːxaie	阿米亥
de_ʃøːneːboɐn	舍内博恩
de_kʁøːə	格罗赫
de_ɡefaɐt	格布哈特
de_maːʀon	马容
de_kuklɐ	库格勒
de_poːleɐs	波勒斯
de_ʃmit͡s	施米茨
de_faieːiŋɐ	费英格
de_hopə	霍佩
de_zilkə	西尔克
de_ʁotənbeɐk	罗滕贝格
de_leːfiːné	勒菲内
de_fiːt͡sek	费策克
de_liːt͡s	利茨
de_ʃmitubɐ	施米德胡贝尔
de_ʁundstet	伦德施泰特
de_lənk	伦克
de_ʃpeɐ	施佩尔
de_sheɐminə	雪敏纳
de_shaːʀiːfaɐ	莎赫里法
de_uliː	乌利
de_lomel	隆美尔
de_buːseːman	布斯曼
de_fiːkaiesən	菲凯森
de_kempə	肯普
de_haidə	海德
de_ekeɐʁoːsəndaːl	罗森达尔
de_ketlɐ	克特勒
de_baɐbaːʀa	芭芭拉
de_mənsiŋk	门辛
de_laɐs	拉尔斯
de_beɐxtolt	柏赫托德
de_ʁitɐ	里特
de_ʃadə	沙德
de_anet	安妮特
de_bøːm	伯姆
de_zandeɐliŋk	桑德林
de_ɡuilaumə	纪尧姆
de_baishaim	贝斯海姆
de_heslix	黑斯利希
de_jan	扬
de_ɡapʁiːl	加布里尔
de_haint͡sə	海因策
de_zaːʀaː	萨拉
de_konoɐ	蔻娜
de_matias	马蒂亚斯
de_ɡai	盖
de_fuŋkə	冯克
de_iːloːnaː	伊洛娜
de_sluːpiaːnek	斯卢皮亚内克
de_haːniːkaː	哈尼卡
de_fiːtiŋkhof	菲廷霍夫
de_busə	布塞
de_hənt͡ʃel	亨切尔
de_byːlov	比洛
de_hansɡeoɐk	汉斯格奥尔格
de_aʃənbax	阿申巴赫
de_p͡fefeɐkoɐn	普费弗科恩
de_kʁyɡɐ	克吕格尔
de_kʁefənbeɐk	格雷芬贝格
de_biːdeɐman	比德尔曼
de_baɐkhauhsən	巴克豪森
de_ʃeɐxən	舍尔兴
de_zomeɐboːdənbuɐk	索莫波登伯格
de_ʁaitofɐ	雷瑟夫
de_fan	范
de_t͡susə	楚泽
de_doneɐsmaɐk	杜能斯马克
de_ʃaːfan	莎万
de_haɐpə	哈尔佩
de_pʁunfels	布伦费尔斯
de_knop	克诺普
de_t͡simeʁɐ	齐默勒
de_ɡueːʀikə	居里克
de_hylɐ	惠勒
de_maːʀianə	玛丽安娜
de_høːnə	霍恩
de_ʁoːnalt	罗纳德
de_ʁauhə	劳厄
de_kʁoːman	格罗曼
de_noːʀaː	诺拉
de_t͡ʃiɐnɐ	提辛纳
de_ɡundaː	贡达
de_tʁoelt͡ʃ	特勒尔奇
de_moltman	莫特曼
de_beɐɡɐ	贝格尔
de_pʁiːnoːsil	普里诺西尔
de_buɐɡsmylɐ	布斯穆勒
de_vəndə	文德
de_ʁaimɐ	赖默尔
de_feːdoɐ	费多尔
de_bok	博克
de_aŋeʁɐ	安格雷尔
de_hilbeɐt	希尔伯特
de_jənt͡ʃ	延奇
de_ploːbel	布洛伯尔
de_emeːʀix	艾默瑞奇
de_dənkə	登克
de_haiedən	海登
de_koɐʃ	科尔施
de_haiedeːman	海德曼
de_bax	巴赫
de_plaʃkə	布拉施克
de_uŋeɐs	翁格尔斯
de_liːtkə	李德克
de_haɐnik	哈尼克
de_vənk	文克
de_kʁøpnɐ	格勒布纳
de_aniː	安妮
de_pɐ	佩尔
de_meɐteːsakɐ	默特萨克
de_haɐtvik	哈特维希
de_ɡaudɐ	高德
de_plym	布吕姆
de_kasandɐ	卡桑德
de_adam	亚当
de_ʃteːɡeɐvalt	施特格瓦尔德
de_kʁaushaːɐpiːlax	克劳斯哈尔皮拉赫
de_ənʁiːkoː	恩里科
de_kyːn	屈恩
de_floɐʃyt͡s	弗洛许茨
de_fʁitman	弗里德曼
de_deːkə	德克
de_hakɐ	哈克尔
de_lesɐ	勒瑟
de_vithaus	维特豪斯
de_kindlman	金德尔曼
de_juːlianə	朱利安
de_knipʃilt	克尼普许尔德
de_biːʃof	比朔夫
de_kʁit	格里特
de_pʁoyɐ	布罗伊尔
de_moːdel	莫德尔
de_kaːtaʀiːnaː	卡特琳娜
de_vit	维特
de_diːmitʁij	迪米特里
de_juŋkeɐs	容克斯
de_jaːkop	雅各布
de_vaseɐman	瓦瑟曼
de_eɐnstʁoːbeɐt	恩斯特罗伯特
de_kʁaːvit͡s	格拉维茨
de_lukman	卢克曼
de_fʁiːsnɐ	弗里斯纳
de_iŋə	英格
de_heltən	黑尔滕
de_tatjaːna	塔季扬娜
de_ʃneliŋɐ	舒莱宁加
de_tiːloː	蒂洛
de_zaɐʁaːt͡sin	萨拉辛
de_baːbet	芭贝特
de_aueɐsvalt	奥尔斯瓦尔德
de_hoyhsiŋɐ	豪辛格
de_bouːlɐ	布勒
de_atjaie	阿杰伊
de_paːlit͡ʃ	帕利奇
de_ʁuːpeɐt	鲁珀特
de_vilt	维尔特
de_ʃotky	萧特基
de_ulʁaix	乌尔赖希
de_leːɡiːn	列金
de_heɐʁman	赫尔曼
de_fuŋkənhausɐ	丰肯豪泽
de_byːʃiŋk	比兴
de_beɐʁɐ	贝雷尔
de_plap	布拉布
de_niksdoɐf	利多富
de_dyɐʁ	杜尔
de_ziːmonə	西蒙妮
de_lauhdeːɐ	劳德尔
de_p͡fluk	普夫卢格
de_bøːmə	伯梅
de_hinʁix	欣里希
de_ʁoːmaikə	罗迈克
de_naːles	纳勒斯
de_fesel	费塞尔
de_holt͡sdepə	霍尔茨德佩
de_miːʃaː	米沙
de_ʃvaːnit͡s	施瓦尼茨
de_xʁistianə	克里斯蒂安娜
de_fulst	富尔斯特
de_ʁudy	鲁迪
de_ʃtainhaus	施泰因豪斯
de_kelnɐ	卡尔纳
de_asaːniː	阿萨尼
de_luːkimyaː	卢基米亚
de_oystax	欧斯塔赫
de_petʁaː	彼得拉
de_hansvilhelm	汉斯威廉
de_myleɐvoːlfaːɐt	穆勒沃尔法特
de_niːkoːlaː	妮古拉
de_tost	托斯特
de_aːʀon	阿隆
de_beɐnstain	伯恩斯坦
de_keːfin	凯文
de_kuskə	库斯克
de_laŋə	朗格
de_flaiʃɐ	费莱雪
de_ziːmon	西蒙
de_kʁoyl	格鲁尔
de_tieboɐ	蒂博尔
de_plais	普莱斯
de_kaisɐ	凯泽
de_isɐ	伊瑟尔
de_keːkiliː	柯奇莉
de_aɐnə	阿尔内
de_iɐmʃɐ	伊姆舍尔
de_tet͡slaf	特兹拉夫
de_pʁaxɐ	布拉赫
de_kaːʀius	卡里乌斯
de_zys	苏斯
de_opənhaimɐ	奥本海默
de_dompeɐt	东佩特
de_p͡fnyɐ	普夫尼尔
de_oksaːna	奥克萨娜
de_xuːsoːfiːtinaː	丘索维金娜
de_mandy	曼迪
de_vøːt͡sel	韦策尔
de_beʀənfeŋɐ	巴伦方格
de_beːʀiŋɐ	贝林格
de_ʁosnɐ	罗斯纳
de_tymel	图梅尔
de_t͡sviːplɐ	茨维布勒
de_iɐmaː	伊尔玛
de_kʁesə	格雷泽
de_ʃoːbel	绍贝尔
de_zeɐdaɐ	塞尔达
de_fiŋk	芬克
de_klaesɡes	克莱斯格斯
de_helɡə	黑尔格
de_meːuv	梅乌
de_ʃʁaiɐ	许莱尔
de_viliː	维利
de_hənnik	亨尼希
de_ɡeːlən	盖伦
de_toːmaː	托马
de_aɐtuɐ	阿图尔
de_aksman	阿克斯曼
de_kim	金
de_dotkom	达康
de_opənhof	奥彭霍夫
de_ɡensvain	甘斯魏
de_jusuːpov	尤苏波夫
de_keltis	策尔蒂斯
de_hiɐʃbiːɡel	西斯贝格
de_haɐfai	哈维
de_ɡeoɐkhans	格奥尔格汉斯
de_okaː	奥卡
de_niːkoːlof	尼科洛夫
de_mailendɐ	梅兰德
de_tʁun	特龙
de_høldoplɐ	霍尔多布勒
de_anə	安妮
de_poːleskaː	波莱斯卡
de_fʁiːtʁixvilhelm	弗里德里希威廉
de_haiə	海耶
de_funk	丰克
de_laiənən	莱恩
de_iːʀənə	伊雷妮
de_hempel	亨佩尔
de_kaɐdoːnaː	卡多纳
de_tiənaː	蒂娜
de_heːkiŋk	黑金
de_kʁimiŋɐ	格里明格
de_aneːkatʁin	安妮卡特琳
de_tiːlə	蒂勒
de_iːlə	伊勒
de_noɐman	诺曼
de_myleːʀaɐmak	缪勒阿尔玛克
de_bøtdiŋk	伯丁
de_ɡyntøɐ	贡特尔
de_ɡaby	加比
de_busman	布斯曼
de_beːʀə	贝雷
de_køstə	克斯特
de_lauhʀit͡s	劳里茨
de_ʃoːf	朔夫
de_lut͡sə	卢策
de_tomsən	汤姆森
de_fokə	福克
de_henɐ	黑纳
de_mynxhauhsən	孟乔森
de_kostjaː	柯思亚
de_ulman	乌曼
de_koeːlɐ	科勒
de_bisdoɐf	比斯多夫
de_ʁosvitaː	罗斯维塔
de_esɐ	埃塞尔
de_peːpiː	佩皮
de_badɐ	巴德尔
de_hytik	许蒂希
de_kaːʀel	卡雷尔
de_haɐʁy	哈里
de_tiʃ	蒂施
de_ʃtʁasbeɐɡɐ	施特拉斯贝格尔
de_khunʁat	昆哈特
de_feːʀənaː	韦雷娜
de_bəntelə	本特勒
de_iːsiŋk	伊辛
de_xaɐles	查尔斯
de_ʃtainmet͡s	斯泰因梅茨
de_fyɐman	菲尔曼
de_viːfeːʀix	韦伊费列治
de_foɐtuːnat	福图纳特
de_ʃtainvek	施泰因韦格
de_vaisənbeɐɡɐ	魏森伯格
de_haɡɐ	哈格尔
de_beːniʃ	拜尼施
de_tʁeːsən	爵森
de_loːʀənt͡sən	洛伦岑
de_hesənbeɐk	黑森贝格
de_ʃtənnes	史特纳斯
de_kut͡ʃɐ	库切尔
de_daː	达
de_zilfapʁuːns	席尔瓦布鲁恩斯
de_ditə	迪特
de_koːt͡sian	科齐安
de_hoːman	霍曼
de_hoːhənboɐn	霍亨伯恩
de_hyaːt͡sint	海亚辛勒
de_moːŋkə	蒙克
de_t͡sait͡slɐ	蔡茨勒
de_duŋkɐ	邓克尔
de_beːkeɐt	贝克特
de_haleɐfoɐdən	哈勒沃登
de_honet	霍耐特
de_deːnis	丹尼斯
de_kʁeːmelmaiʁ	格雷梅迈尔
de_kaimɐ	凯默尔
de_mauhʀikə	莫里斯
de_lox	洛赫
de_ʁupʁext	鲁普雷希特
de_pʁands	布兰德斯
de_pʁoskə	普罗斯克
de_ʃtʁiːɡel	施特里格尔
de_ʃneldoɐfɐ	施内尔多费尔
de_hek	赫克
de_aufaɐt	奥法特
de_kən	肯
de_həntʁik	亨德里克
de_feltveːɐ	费尔德威尔
de_plain	普莱因
de_ʁinə	林内
de_eɐnstiŋkʁiːŋkə	恩斯廷克林克
de_helman	黑尔曼
de_astʁit	阿斯特丽德
de_kumbeɐnus	昆贝尔努斯
de_ditmɐ	迪特默
de_mitak	米塔格
de_xʁistofɐ	克里斯托夫
de_haiemeːʀot	海梅罗特
de_hufman	胡夫曼
de_mənkə	门克
de_baiesiːɡel	拜西格尔
de_laskɐ	拉斯克
de_ɡansel	甘塞尔
de_baumɡaɐtnɐ	鲍姆加特纳
de_dant͡s	丹茨
de_adel	阿戴
de_taːvil	塔维尔
de_ʃtefaːniə	斯特凡妮
de_ʃily	席利
de_ʁiːmelt	尼麦特
de_delhaiə	德尔哈耶
de_ziŋɐ	辛格
de_bokdan	波格丹
de_muːsiol	穆肖乌
de_biankaː	比安卡
de_aːman	阿曼
de_eːniŋk	埃宁
de_pintoː	平托
de_kluɡə	克卢格
de_hoxhut	霍赫胡特
de_eʃənbax	埃申巴赫
de_tiːleːman	蒂勒曼
de_noeleːnoyhman	诺艾尔诺依曼
de_t͡syndel	曾德尔
de_ʃʁoedɐ	施罗德
de_felkə	费尔克
de_laːʃet	拉舍特
de_niːdeɐmaiɐ	尼德迈尔
de_tuːnai	端尼
de_toːʀun	杜伦
de_ʃtʁasman	施特拉斯曼
de_natjaː	纳迪娅
de_uːl	乌尔
de_meːlanxton	墨兰顿
de_bonhoefɐ	潘霍华
de_kʁistiənaː	克里斯蒂娜
de_ekiːki	埃基吉
de_ɡeɐtʁut	格特鲁德
de_ʃolt͡skliŋk	朔尔茨克林克
de_liːsikiː	利斯基
de_andeɐs	安德斯
de_ebeɐbax	埃伯巴赫
de_kemp͡f	肯普夫
de_bultman	布尔特曼
de_pauhseːvaŋk	鲍瑟王
de_kipiŋk	基平
de_ɡaːdamɐ	伽达默尔
de_éliːsɐ	埃利泽
de_dujmoːfits	杜莫维茨
de_himel	希默尔
de_pʁəntaːnoː	布伦塔诺
de_palmɐ	巴露玛
de_koːlmaiɐ	科尔迈尔
de_dakmaɐ	达格玛
de_luɐt͡s	卢尔茨
de_ʃøːmanfink	舍曼芬克
de_ɡeslɐ	格斯勒
de_ebeɐhaɐt	埃伯哈德
de_maːkənsən	马肯森
de_ʃtʁiːbek	斯特里贝克
de_kyːnə	库恩
de_fʁoːdeːnoː	弗勒德诺
de_zaːʀa	萨拉
de_ot	奥特
de_veːɡənɐ	魏格纳
de_milsɐ	米尔泽
de_kaietel	凯特尔
de_haːbeɐmas	哈贝马斯
de_t͡simɐ	季默
de_kliːsə	格利泽
de_foyxtvaŋən	费希特旺根
de_lytvit͡s	吕特维茨
de_petʁas	彼特拉斯
de_diːpɡən	迪普根
de_baieɐlain	拜尔莱因
de_lutɡɐ	卢德格尔
de_beːɐbaum	贝尔鲍姆
de_sheʀə	雪儿
de_hitə	海特
de_pʁantnɐ	布兰德纳
de_buːt͡s	布茨
de_lindeːman	林德曼
de_leːmanvilənpʁok	莱曼维伦布罗克
de_kufnɐ	库夫纳
de_fʁaie	弗莱
de_joːhaneːsən	约翰内森
de_hais	海斯
de_kʁoːniçɐ	克罗尼格
de_buːkovskiː	布考斯基
de_hantel	汉泰
de_kleːmənt	克莱门特
de_heːlənə	海伦娜
de_toːmast͡s	托马什
de_vylənt͡sek	维伦热克
de_kʁistof	克里斯托夫
de_vilkə	维尔克
de_zeːliçɐ	泽利格
de_apit͡s	阿皮茨
de_lənt͡s	伦茨
de_niːaim	尼海姆
de_beːmelmans	白蒙
de_hiɐʃfeldɐ	希施费尔德
de_ʁams	拉姆斯
de_louis	路易斯
de_ʃmaisɐ	施迈瑟
de_kouːʀant	柯朗
de_tony	托尼
de_vinfʁiːt	温弗里德
de_emaːnuel	伊曼纽尔
de_ɡeːʀul	格鲁尔
de_obeɐt	奥伯特
de_ʁomy	罗米
de_leoːniə	莱奥妮
de_tepə	特佩
de_hop͡f	霍普夫
de_makdaːleːnaː	玛格达莱娜
de_noynɐ	诺伊纳
de_uːɐman	乌尔曼
de_ʁamsauɐ	拉姆绍尔
de_xʁistiansən	克里斯蒂安森
de_domʃaitbeɐk	多姆沙伊特伯格
de_døːnit͡s	邓尼茨
de_helbik	黑尔比希
de_høflə	赫夫勒
de_pʁiŋkman	布林克曼
de_aisnɐ	艾斯纳
de_mompɐ	蒙佩尔
de_vaieɡel	魏格尔
de_mynstɐ	明斯特
de_auhɡustin	奥斯定
de_beaː	贝亚
de_pʁekɐ	布雷克尔
de_kʁoːpius	格罗佩斯
de_vasily	瓦西里
de_kandinsky	康定斯基
de_keteɐlə	克特勒
de_botə	博特
de_husiŋk	胡辛
de_boeːm	柏姆
de_dunst	邓斯特
de_man	曼
de_ʁilkə	里尔克
de_paːxelbel	帕赫贝尔
de_lily	莉莉
de_ʁaix	莱希
de_klimkə	克利姆克
de_ʃvaikhøfɐ	施维赫夫
de_vainstain	魏因施泰因
de_defʁekɡɐ	德佛雷格
de_elyas	艾利亚斯
de_mbaːʀek	穆巴瑞克
de_bindɐ	宾德尔
de_peklauh	佩格劳
de_zaksənvaiemaɐ	萨克森魏玛
de_luiːɡi	路易吉
de_koːlaːniː	克拉尼
de_ɡeɐk	格尔格
de_t͡sykmunt	齐格蒙特
de_xyxl̴aː	黑赫瓦
de_kaːʀin	卡琳
de_bytneɐjant͡s	比特纳扬茨
de_ʁiaː	里娅
de_baːʀan	巴兰
de_ʁotman	罗特曼
de_ʃetlə	舍德勒
de_ʃelɐ	舍勒
de_plesnɐ	普莱斯纳
de_zony	松尼
de_kitel	基特尔
de_aŋeːliːkaː	安格莉卡
de_baːman	巴曼
de_miːʀoslaf	米罗斯拉夫
de_klosə	克洛泽
de_zuːsiː	苏西
de_eɐtman	埃德曼
de_kʁoːdot͡skiː	格罗多茨基
de_kloːʀiaː	格洛丽亚
de_ziːbeɐt	西伯特
de_baɐnak	巴纳克
de_moelɐ	姆勒
de_neːʀiŋk	内林
de_əndə	恩德
de_niːkoːlaie	尼古拉
de_baumɡaɐtən	鲍姆加登
de_volfʁam	沃尔弗拉姆
de_jaspeɐs	雅斯贝尔斯
de_knoxə	克诺赫
de_koːdeːkilʃ	科德基尔施
de_koːlman	科尔曼
de_koɐdes	科尔德斯
de_haːn	哈恩
de_kʁyːvel	克吕韦尔
de_t͡səndɐ	岑德
de_vøːlɐ	韦勒
de_zaːʃa	萨沙
de_maːlɐ	马勒
de_haim	海姆
de_neɐt͡s	内尔兹
de_loːxov	洛克豪
de_pʁyknɐ	布吕克纳
de_klop	克洛普
de_ənɡels	恩格斯
de_mainhof	迈因霍夫
de_fʁeːdiː	弗雷迪
de_boːbik	博比奇
de_ʃet͡siŋk	薛庆
de_bapbel	巴贝尔
de_tənnstet	滕施泰特
de_piːpɐ	皮珀
de_nimkə	尼姆克
de_beɐtaː	贝尔莎
de_papənhaim	帕平海姆
de_aieɡən	艾根
de_aldɐ	阿尔德
de_teːʀesə	特蕾泽
de_noyhman	诺伊曼
de_meːsut	梅苏特
de_øːt͡sil	厄齐尔
de_kestnɐ	凯斯特纳
de_nisl	尼氏
de_zuːsanə	苏珊娜
de_ʁiːs	里斯
de_kely	凯利
de_ʃtuːdənt	斯图登特
de_kautsky	考茨基
de_kleə	克利
de_ʁaːniː	兰尼
de_zaːvaliʃ	萨瓦利希
de_hunt	洪德
de_aixɐ	艾舍
de_ɡøt͡s	格茨
de_pluːmənbeɐk	布鲁门伯格
de_hoyt͡sɐ	霍伊泽
de_ʃtainhøːfel	施泰因赫费尔
de_delpʁyk	戴布流克
de_foɡə	福格
de_loeːvənstain	罗文斯坦
de_ɡiːŋɐ	京格
de_jun	准
de_meɐkl	梅尔克
de_maːt͡suv	马祖夫
de_balk	巴尔克
de_niːnaː	尼娜
de_hos	霍斯
de_ɡəntnɐ	根特纳
de_heɐt͡sbeɐk	赫茨贝格
de_daiesənhofɐ	戴森霍费尔
de_beɐɡius	贝吉乌斯
de_oyhleɐxelpin	奥伊勒切尔平
de_naːʀuːn	纳鲁恩
de_ʃaːneːlek	夏纳莱克
de_p͡faifɐ	普法伊费尔
de_heːn	黑恩
de_doyt͡ʃ	多伊奇
de_jaːna	雅娜
de_baŋeːman	班格曼
de_maueɐmaiɐ	毛厄迈尔
de_diːls	迪尔斯
de_t͡siːklɐ	齐格勒
de_ʃtʁasɐ	施特拉塞尔
de_nauhjoks	诺约克斯
de_ekɡeɐt	埃格特
de_vaŋk	旺克
de_ʁyt͡sek	里策克
de_laxman	拉赫曼
de_klaːbunt	克拉邦德
de_koːselek	科塞莱克
de_amənt	阿门德
de_fʁiːdoː	弗里多
de_fʁai	弗赖
de_ʁaːfael	拉斐尔
de_niːkel	尼克尔
de_hənkə	亨克
de_ʃaɐpiŋk	沙尔平
de_hyːkel	休克尔
de_ɡiːs	吉斯
de_fʁaŋkvaltɐ	弗兰克瓦尔特
de_ʃtainmaiɐ	施泰因迈尔
de_noyhbeɐɡɐ	诺伊贝格尔
de_betnoɐt͡s	贝德诺尔茨
de_pʁantl	普朗特
de_jaːvet	贾德
de_kaːʀim	卡里姆
de_volfhaɐt	沃尔夫哈特
de_hansheɐman	汉斯赫尔曼
de_faːbian	法比安
de_hambyːxən	汉布钦
de_beːmel	贝姆
de_huk	胡克
de_kaɐstən	卡斯滕
de_aueɐman	奥尔曼
de_t͡siːl	齐尔
de_miŋkovskiː	闵可夫斯基
de_ʃvap	施瓦布
de_etʁix	埃特里希
de_aixhoɐn	艾希霍恩
de_eːleɐs	埃勒斯
de_ʃtaːtius	施塔蒂乌斯
de_panənbeɐk	潘能伯格
de_ʃiːbɐ	席贝尔
de_tilə	蒂勒
de_kuːnovskiː	库诺夫斯基
de_aʃof	阿绍夫
de_laːɡeɐfelt	拉格斐
de_ʃliŋk	施林克
de_mənɡs	门斯
de_nastasjaː	娜妲莎
de_klok	格洛克
de_laːnik	拉尼希
de_het͡s	黑茨
de_haint͡shaːʀalt	海因茨哈拉尔德
de_fʁənt͡sən	弗伦岑
de_jyŋɐ	荣格
de_zaksən	萨克斯
de_loteʁɐ	洛特尔
de_feː	费
de_kum	库姆
de_hiŋksən	兴森
de_tʁiːsən	德里森
de_kʁafən	格拉芬
de_taut	陶特
de_xʁistofoːʀus	克里斯托佛
de_klaːfius	克拉乌
de_deːmant	德曼
de_məndelsoːn	门德尔松
